---- AnyBody Output File ---------------------------------
Study: Main.MarkerModelStudy
Operation: Main.MarkerModelStudy.KinematicAnalysis
----------------------------------------------------------
Constants (Name = Value): 
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.FileName = "LPSI.txt"
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.Search = 
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.SepSign = "  "
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.LineSepSign = ""
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.Header.TitleSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.Header.ConstSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.Header.VarSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.Header.ColumnNamesOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.Header.LinePrefix = ""
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.NumberFormat.Digits = 15
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MarkerModelStudy.t
col1  Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.px
col2  Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.py
col3  Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.pz
----------------------------------------------------------
Main.MarkerModelStudy.t  Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.px  Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.py  Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.pz
 3.628191719745227e+000  -6.872888552347717e-001  -2.677829828195949e-001   1.001459698801747e+000
 3.640877070063698e+000  -6.729313722622365e-001  -2.668584309285011e-001   1.003632408202463e+000
 3.653562420382170e+000  -6.587794905190394e-001  -2.659240544325047e-001   1.005770527859562e+000
 3.666247770700641e+000  -6.447748305662465e-001  -2.649868587980336e-001   1.007834241292487e+000
 3.678933121019112e+000  -6.308732205618304e-001  -2.640527088085450e-001   1.009786883028148e+000
 3.691618471337584e+000  -6.170575917741117e-001  -2.631291118000422e-001   1.011593888891912e+000
 3.704303821656055e+000  -6.033271297890339e-001  -2.622305380872803e-001   1.013217911955181e+000
 3.716989171974527e+000  -5.896836750430510e-001  -2.613818048760043e-001   1.014620873017319e+000
 3.729674522292998e+000  -5.761263482791530e-001  -2.606158560662027e-001   1.015770561365098e+000
 3.742359872611469e+000  -5.626502019141471e-001  -2.599668145004873e-001   1.016644379272659e+000
 3.755045222929941e+000  -5.492463609597716e-001  -2.594642743203411e-001   1.017227789799972e+000
 3.767730573248412e+000  -5.359016642109382e-001  -2.591316010625389e-001   1.017511139726240e+000
 3.780415923566884e+000  -5.225974023470097e-001  -2.589859740433452e-001   1.017488592145714e+000
 3.793101273885355e+000  -5.093078706099884e-001  -2.590390658883992e-001   1.017159546432863e+000
 3.805786624203826e+000  -4.960006631406123e-001  -2.592976034748042e-001   1.016530251470616e+000
 3.818471974522298e+000  -4.826379823281685e-001  -2.597629252395779e-001   1.015612019156353e+000
 3.831157324840769e+000  -4.691777291265544e-001  -2.604312820416702e-001   1.014415012115447e+000
 3.843842675159241e+000  -4.555756077153916e-001  -2.612935184769311e-001   1.012945641444002e+000
 3.856528025477712e+000  -4.417935980441290e-001  -2.623350898000285e-001   1.011214672531729e+000
 3.869213375796183e+000  -4.278070611840540e-001  -2.635388629838846e-001   1.009245832940390e+000
 3.881898726114655e+000  -4.136015702199770e-001  -2.648874967611642e-001   1.007076286418183e+000
 3.894584076433126e+000  -3.991662342264560e-001  -2.663629628637753e-001   1.004753835353361e+000
 3.907269426751598e+000  -3.844880666229026e-001  -2.679461089762695e-001   1.002333906246207e+000
 3.919954777070069e+000  -3.695475862779445e-001  -2.696171477830757e-001   9.998769298339733e-001
 3.932640127388540e+000  -3.543193094223954e-001  -2.713553495654924e-001   9.974464936413009e-001
 3.945325477707012e+000  -3.387764857195921e-001  -2.731384149941414e-001   9.951050631809788e-001
 3.958010828025483e+000  -3.228951851169979e-001  -2.749447139289066e-001   9.929079452966738e-001
 3.970696178343955e+000  -3.066587975556404e-001  -2.767576030116328e-001   9.909023163113356e-001
 3.983381528662426e+000  -2.900634951726795e-001  -2.785647358910143e-001   9.891308292300916e-001
 3.996066878980897e+000  -2.731220052080481e-001  -2.803526694859468e-001   9.876327131160789e-001
 4.008752229299368e+000  -2.558651609745050e-001  -2.821027575275305e-001   9.864419116192206e-001
 4.021437579617840e+000  -2.383419529148174e-001  -2.837894441151276e-001   9.855861900601513e-001
 4.034122929936311e+000  -2.206192739301224e-001  -2.853812925646956e-001   9.850849399499907e-001
 4.046808280254783e+000  -2.027800292000211e-001  -2.868488779876877e-001   9.849443320904862e-001
 4.059493630573254e+000  -1.849197518858614e-001  -2.881794839376625e-001   9.851531783139002e-001
 4.072178980891725e+000  -1.671391169644435e-001  -2.893903296378196e-001   9.856829262094652e-001
 4.084864331210197e+000  -1.495335160545425e-001  -2.905284957238572e-001   9.864915052836060e-001
 4.097549681528668e+000  -1.321842552003269e-001  -2.916552334495261e-001   9.875294929127298e-001
 4.110235031847140e+000  -1.151536518948062e-001  -2.928260571542391e-001   9.887457314866555e-001
 4.122920382165611e+000  -9.848252312520547e-002  -2.940758757956761e-001   9.900905473604029e-001
 4.135605732484082e+000  -8.219058828035902e-002  -2.954114652527387e-001   9.915207854445463e-001
 4.148291082802554e+000  -6.627889010129831e-002  -2.968092101379279e-001   9.930092952879760e-001
 4.160976433121025e+000  -5.073181743943027e-002  -2.982183567704756e-001   9.945528527148183e-001
 4.173661783439497e+000  -3.552007665195840e-002  -2.995727591637996e-001   9.961695145572000e-001
 4.186347133757968e+000  -2.060560519872977e-002  -3.008075014639920e-001   9.978852031689768e-001
 4.199032484076439e+000  -5.947245589750636e-003  -3.018721129087708e-001   9.997188775278129e-001
 4.211717834394911e+000   8.495128641543870e-003  -3.027363625791205e-001   1.001672449972963e+000
 4.224403184713382e+000   2.275920363101845e-002  -3.033912971281461e-001   1.003726345695924e+000
 4.237088535031854e+000   3.687954982341283e-002  -3.038481983934889e-001   1.005841872334330e+000
 4.249773885350325e+000   5.088585667596209e-002  -3.041348405666804e-001   1.007966660411509e+000
 4.262459235668796e+000   6.480238870619322e-002  -3.042877535571265e-001   1.010039681409143e+000
 4.275144585987268e+000   7.864907919045466e-002  -3.043437316546265e-001   1.011997496195615e+000
 4.287829936305739e+000   9.244199449446373e-002  -3.043334292440870e-001   1.013780861991586e+000
 4.300515286624211e+000   1.061928296858966e-001  -3.042765065605536e-001   1.015338325540487e+000
 4.313200636942682e+000   1.199094964172978e-001  -3.041787776060038e-001   1.016626626443001e+000
 4.325885987261153e+000   1.335989378423966e-001  -3.040317066303929e-001   1.017610036233979e+000
 4.338571337579625e+000   1.472706868639833e-001  -3.038142792779349e-001   1.018259935380592e+000
 4.351256687898096e+000   1.609383768328574e-001  -3.034972941742137e-001   1.018555252339558e+000
 4.363942038216568e+000   1.746195586387463e-001  -3.030489878827463e-001   1.018483536111374e+000
 4.376627388535039e+000   1.883358691308063e-001  -3.024408647855167e-001   1.018041953112019e+000
 4.389312738853510e+000   2.021121336530449e-001  -3.016525061541512e-001   1.017237160986952e+000
 4.401998089171982e+000   2.159744538650975e-001  -3.006736363262117e-001   1.016084228609951e+000
 4.414683439490453e+000   2.299480121381213e-001  -2.995026630361102e-001   1.014605342238367e+000
 4.427368789808925e+000   2.440548654432111e-001  -2.981433921276037e-001   1.012828373426806e+000
 4.440054140127396e+000   2.583123353995748e-001  -2.966034894801163e-001   1.010785533390487e+000
 4.452739490445867e+000   2.727314233759470e-001  -2.948944435378194e-001   1.008513687275764e+000
 4.465424840764339e+000   2.873168588292100e-001  -2.930331633773999e-001   1.006055522967897e+000
 4.478110191082810e+000   3.020682308857456e-001  -2.910446447828496e-001   1.003460118949468e+000
 4.490795541401282e+000   3.169800881945173e-001  -2.889630328020322e-001   1.000783380515860e+000
 4.503480891719753e+000   3.320438810342570e-001  -2.868310550429540e-001   9.980877473787503e-001
 4.516166242038224e+000   3.472532588026039e-001  -2.846973321041999e-001   9.954413844759615e-001
 4.528851592356696e+000   3.626090225694548e-001  -2.826122153817642e-001   9.929169179840449e-001
 4.541536942675167e+000   3.781221791334663e-001  -2.806226906994902e-001   9.905880226115588e-001
 4.554222292993639e+000   3.938149901515001e-001  -2.787664241837975e-001   9.885237908818731e-001
 4.566907643312110e+000   4.097169034147591e-001  -2.770678808661181e-001   9.867852415842140e-001
 4.579592993630581e+000   4.258548449332862e-001  -2.755368962918104e-001   9.854264402122855e-001
 4.592278343949053e+000   4.422430339516391e-001  -2.741679399361237e-001   9.844960336351722e-001
 4.604963694267524e+000   4.588758624679287e-001  -2.729419399157109e-001   9.840332973359683e-001
 4.617649044585996e+000   4.757253544341006e-001  -2.718307057630242e-001   9.840585274693025e-001
 4.630334394904467e+000   4.927443692211836e-001  -2.708018559068194e-001   9.845646273041387e-001
 4.643019745222938e+000   5.098741901446521e-001  -2.698232747306880e-001   9.855204104682869e-001
 4.655705095541410e+000   5.270565920794633e-001  -2.688670829006052e-001   9.868923983010737e-001
 4.668390445859881e+000   5.442486903858489e-001  -2.679123127665311e-001   9.886749368400868e-001
 4.681075796178353e+000   5.614387481332696e-001  -2.669489323083112e-001   9.909102758760161e-001
 4.693761146496824e+000   5.786602867472351e-001  -2.659877902333256e-001   9.936897932494304e-001
 4.706446496815295e+000   5.959973128462134e-001  -2.650719713299300e-001   9.971405128740896e-001
 4.719131847133767e+000   6.135748607557233e-001  -2.642748982787124e-001   1.001405626004456e+000
 4.731817197452238e+000   6.315331311538815e-001  -2.636782639153361e-001   1.006617423397562e+000
 4.744502547770710e+000   6.499820903610145e-001  -2.633410902945354e-001   1.012852033137559e+000
 4.757187898089181e+000   6.689291294900033e-001  -2.632750054614695e-001   1.020052887300129e+000
 4.769873248407652e+000   6.881807628577406e-001  -2.634250505125205e-001   1.027916696720718e+000
 4.782558598726124e+000   7.072212950150866e-001  -2.636415829974699e-001   1.035742653130220e+000
 4.795243949044595e+000   7.250838713745487e-001  -2.636395738712281e-001   1.042273898837510e+000
 4.807929299363067e+000   7.402165822441007e-001  -2.629538094556077e-001   1.045542800515622e+000
 4.820614649681538e+000   7.503826257467762e-001  -2.609122507782176e-001   1.042766406775125e+000
 4.833300000000009e+000   7.526229481421890e-001  -2.566333744711911e-001   1.030316418493591e+000
