---- AnyBody Output File ---------------------------------
Study: Main.MarkerModelStudy
Operation: Main.MarkerModelStudy.KinematicAnalysis
----------------------------------------------------------
Constants (Name = Value): 
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.FileName = "LTHI.txt"
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.Search = 
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.SepSign = "  "
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.LineSepSign = ""
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.Header.TitleSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.Header.ConstSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.Header.VarSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.Header.ColumnNamesOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.Header.LinePrefix = ""
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.NumberFormat.Digits = 15
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MarkerModelStudy.t
col1  Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.px
col2  Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.py
col3  Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.pz
----------------------------------------------------------
Main.MarkerModelStudy.t  Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.px  Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.py  Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.pz
 3.082721656050957e+000  -1.255589672456056e+000  -1.446620491845067e-001   5.837370949882207e-001
 3.095407006369428e+000  -1.229719800441631e+000  -1.450280947027499e-001   5.861259222858891e-001
 3.108092356687899e+000  -1.204088843918617e+000  -1.452271873802358e-001   5.889906275592429e-001
 3.120777707006371e+000  -1.178743627039432e+000  -1.452797762869890e-001   5.922375038980853e-001
 3.133463057324842e+000  -1.153744602758623e+000  -1.452200970379385e-001   5.957561860490365e-001
 3.146148407643314e+000  -1.129165635340063e+000  -1.450880981888417e-001   5.994252179400114e-001
 3.158833757961785e+000  -1.105091150503128e+000  -1.449239646058597e-001   6.031137943753114e-001
 3.171519108280256e+000  -1.081610882514679e+000  -1.447643266666437e-001   6.066852253976720e-001
 3.184204458598728e+000  -1.058813458049376e+000  -1.446391614593832e-001   6.100047531927769e-001
 3.196889808917199e+000  -1.036782092684834e+000  -1.445712448929807e-001   6.129471330040313e-001
 3.209575159235671e+000  -1.015592634577716e+000  -1.445796874187012e-001   6.154005843035527e-001
 3.222260509554142e+000  -9.953107795322141e-001  -1.446835509128143e-001   6.172686819639242e-001
 3.234945859872613e+000  -9.759889386864364e-001  -1.449012311118375e-001   6.184711683155491e-001
 3.247631210191085e+000  -9.576643913106333e-001  -1.452479488350331e-001   6.189421694469247e-001
 3.260316560509556e+000  -9.403548164123381e-001  -1.457321721714842e-001   6.186291443705085e-001
 3.273001910828028e+000  -9.240455942585941e-001  -1.463505874345558e-001   6.174988417056381e-001
 3.285687261146499e+000  -9.086717249022569e-001  -1.470854258435659e-001   6.155489732389936e-001
 3.298372611464970e+000  -8.941066018967252e-001  -1.479066633829523e-001   6.128203139124158e-001
 3.311057961783442e+000  -8.801639758690851e-001  -1.487759364539292e-001   6.094055413271943e-001
 3.323743312101913e+000  -8.666072202877644e-001  -1.496487648606586e-001   6.054510584405362e-001
 3.336428662420385e+000  -8.531603630979607e-001  -1.504769153018835e-001   6.011485030533126e-001
 3.349114012738856e+000  -8.395215747179735e-001  -1.512119951447236e-001   5.967192163341158e-001
 3.361799363057327e+000  -8.253833697992709e-001  -1.518069127574182e-001   5.923970876724197e-001
 3.374484713375799e+000  -8.104646447489061e-001  -1.522180516731974e-001   5.884093359945694e-001
 3.387170063694270e+000  -7.945501832124304e-001  -1.524098810621020e-001   5.849557518925941e-001
 3.399855414012742e+000  -7.775255251143324e-001  -1.523566138209233e-001   5.821922611645274e-001
 3.412540764331213e+000  -7.593951470374130e-001  -1.520414241737117e-001   5.802213338347337e-001
 3.425226114649684e+000  -7.402841436174383e-001  -1.514571234164727e-001   5.790867517995142e-001
 3.437911464968156e+000  -7.204209243959425e-001  -1.506081512139701e-001   5.787744217007119e-001
 3.450596815286627e+000  -7.001069856660862e-001  -1.495125217369344e-001   5.792189809935775e-001
 3.463282165605099e+000  -6.796743064731552e-001  -1.482006936835661e-001   5.803176325121648e-001
 3.475967515923570e+000  -6.594391314548397e-001  -1.467095088682157e-001   5.819434093517115e-001
 3.488652866242041e+000  -6.396644628676219e-001  -1.450741664238754e-001   5.839521376464548e-001
 3.501338216560513e+000  -6.205516240645098e-001  -1.433273438378444e-001   5.861844860631836e-001
 3.514023566878984e+000  -6.022688291878782e-001  -1.415091543670148e-001   5.884732735287491e-001
 3.526708917197456e+000  -5.849832205612402e-001  -1.396767184458583e-001   5.906618501541811e-001
 3.539394267515927e+000  -5.688564133504428e-001  -1.378972514205607e-001   5.926275766430229e-001
 3.552079617834398e+000  -5.540052133421448e-001  -1.362275325777203e-001   5.942972222653186e-001
 3.564764968152870e+000  -5.404671533993172e-001  -1.346972855083370e-001   5.956488342304860e-001
 3.577450318471341e+000  -5.281985960608772e-001  -1.333079048539348e-001   5.967030602898711e-001
 3.590135668789813e+000  -5.170978037320204e-001  -1.320426843309024e-001   5.975100245301892e-001
 3.602821019108284e+000  -5.070316774105248e-001  -1.308802109764307e-001   5.981377281016915e-001
 3.615506369426755e+000  -4.978566180258170e-001  -1.298066974463094e-001   5.986597175525827e-001
 3.628191719745227e+000  -4.894354688787185e-001  -1.288249134190532e-001   5.991372674770693e-001
 3.640877070063698e+000  -4.816486452458442e-001  -1.279561583512610e-001   5.996042855532869e-001
 3.653562420382170e+000  -4.743919809314328e-001  -1.272318294593070e-001   6.000668158939376e-001
 3.666247770700641e+000  -4.675660484427463e-001  -1.266807507316026e-001   6.005142221986889e-001
 3.678933121019112e+000  -4.610682702931515e-001  -1.263202735840386e-001   6.009296378740199e-001
 3.691618471337584e+000  -4.547939606481314e-001  -1.261536690704238e-001   6.012925628135281e-001
 3.704303821656055e+000  -4.486392667421995e-001  -1.261700586391301e-001   6.015819407154276e-001
 3.716989171974527e+000  -4.425033102224840e-001  -1.263428046274526e-001   6.017834988647445e-001
 3.729674522292998e+000  -4.362986530508983e-001  -1.266297120593890e-001   6.018903143745090e-001
 3.742359872611469e+000  -4.299640073560335e-001  -1.269786282262798e-001   6.018953963436086e-001
 3.755045222929941e+000  -4.234671251555734e-001  -1.273387139697244e-001   6.017908348050658e-001
 3.767730573248412e+000  -4.167981846720172e-001  -1.276675153774440e-001   6.015735985592595e-001
 3.780415923566884e+000  -4.099601138605198e-001  -1.279317448808355e-001   6.012488091695034e-001
 3.793101273885355e+000  -4.029650022232059e-001  -1.281093521190018e-001   6.008292745686984e-001
 3.805786624203826e+000  -3.958352566989255e-001  -1.281935677845509e-001   6.003338439780523e-001
 3.818471974522298e+000  -3.886018801089916e-001  -1.281940158952923e-001   5.997874077543881e-001
 3.831157324840769e+000  -3.812949608810466e-001  -1.281321120289010e-001   5.992206748892571e-001
 3.843842675159241e+000  -3.739302759207214e-001  -1.280340332466014e-001   5.986663535875838e-001
 3.856528025477712e+000  -3.664979431542378e-001  -1.279248264778271e-001   5.981529998259044e-001
 3.869213375796183e+000  -3.589557887618415e-001  -1.278244462085235e-001   5.976994372269627e-001
 3.881898726114655e+000  -3.512320719720637e-001  -1.277459567428336e-001   5.973146126002821e-001
 3.894584076433126e+000  -3.432380174549113e-001  -1.276973668853102e-001   5.970031268824478e-001
 3.907269426751598e+000  -3.348788935009692e-001  -1.276839858365211e-001   5.967674057340472e-001
 3.919954777070069e+000  -3.260578030194205e-001  -1.277085819127667e-001   5.966038847962238e-001
 3.932640127388540e+000  -3.166777823301001e-001  -1.277706212329974e-001   5.964997134780250e-001
 3.945325477707012e+000  -3.066474188627306e-001  -1.278665790838978e-001   5.964343646836918e-001
 3.958010828025483e+000  -2.958893550946715e-001  -1.279929352008513e-001   5.963855478148822e-001
 3.970696178343955e+000  -2.843458856436928e-001  -1.281497084106509e-001   5.963351264097130e-001
 3.983381528662426e+000  -2.719774678792917e-001  -1.283409739347293e-001   5.962702870821801e-001
 3.996066878980897e+000  -2.587540824102847e-001  -1.285730767641263e-001   5.961803397073640e-001
 4.008752229299368e+000  -2.446439990414125e-001  -1.288532763021480e-001   5.960510820482582e-001
 4.021437579617840e+000  -2.296056180466613e-001  -1.291868973607711e-001   5.958604721309451e-001
 4.034122929936311e+000  -2.135854125183961e-001  -1.295715642801537e-001   5.955795822951400e-001
 4.046808280254783e+000  -1.965212147633765e-001  -1.299936842814114e-001   5.951752153308721e-001
 4.059493630573254e+000  -1.783486304929271e-001  -1.304316725917562e-001   5.946097350598674e-001
 4.072178980891725e+000  -1.590100607171341e-001  -1.308678839052171e-001   5.938403121639291e-001
 4.084864331210197e+000  -1.384694333001260e-001  -1.313018237567681e-001   5.928256276819308e-001
 4.097549681528668e+000  -1.167323714720770e-001  -1.317508700401280e-001   5.915451248316098e-001
 4.110235031847140e+000  -9.385886649821863e-002  -1.322415178170362e-001   5.900213281404355e-001
 4.122920382165611e+000  -6.996082894944478e-002  -1.328019059233769e-001   5.883298233994413e-001
 4.135605732484082e+000  -4.518977532771813e-002  -1.334546470225267e-001   5.865944293673868e-001
 4.148291082802554e+000  -1.971811680776806e-002  -1.342080872664864e-001   5.849740428292570e-001
 4.160976433121025e+000   6.279491081229990e-003  -1.350498939711640e-001   5.836440915184734e-001
 4.173661783439497e+000   3.263744323381684e-002  -1.359461088110079e-001   5.827737312763374e-001
 4.186347133757968e+000   5.919940845985683e-002  -1.368461356688974e-001   5.825064286758358e-001
 4.199032484076439e+000   8.581213817287003e-002  -1.376920723341515e-001   5.829438626011573e-001
 4.211717834394911e+000   1.123279291032960e-001  -1.384328331901183e-001   5.841307525407563e-001
 4.224403184713382e+000   1.386173724020488e-001  -1.390385269622946e-001   5.860490144397177e-001
 4.237088535031854e+000   1.645747458106921e-001  -1.395037927022681e-001   5.886283316612425e-001
 4.249773885350325e+000   1.901139392176815e-001  -1.398413781708239e-001   5.917646082194545e-001
 4.262459235668796e+000   2.151644561445560e-001  -1.400744391312205e-001   5.953366524502803e-001
 4.275144585987268e+000   2.396712598513921e-001  -1.402310495400554e-001   5.992156141013162e-001
 4.287829936305739e+000   2.635922929165075e-001  -1.403398974688365e-001   6.032687367985403e-001
 4.300515286624211e+000   2.868917943884407e-001  -1.404263266556743e-001   6.073597332413844e-001
 4.313200636942682e+000   3.095318711307180e-001  -1.405102876087639e-001   6.113484101789898e-001
 4.325885987261153e+000   3.314646856995023e-001  -1.406076592218807e-001   6.150912223525296e-001
 4.338571337579625e+000   3.526294682134445e-001  -1.407332938500622e-001   6.184442790697137e-001
 4.351256687898096e+000   3.729554573503163e-001  -1.409033393971771e-001   6.212689404555974e-001
 4.363942038216568e+000   3.923686368607943e-001  -1.411355241596702e-001   6.234378373731274e-001
 4.376627388535039e+000   4.108011865556438e-001  -1.414477158593920e-001   6.248394469119178e-001
 4.389312738853510e+000   4.282031927641388e-001  -1.418547131000632e-001   6.253825521626718e-001
 4.401998089171982e+000   4.445538875508878e-001  -1.423644967944765e-001   6.250041598382586e-001
 4.414683439490453e+000   4.598710231596975e-001  -1.429763281698249e-001   6.236782184968243e-001
 4.427368789808925e+000   4.742193013321471e-001  -1.436797031544276e-001   6.214231413543804e-001
 4.440054140127396e+000   4.877164357689922e-001  -1.444544115240980e-001   6.183098209856343e-001
 4.452739490445867e+000   5.005367280851245e-001  -1.452729987718925e-001   6.144664640739177e-001
 4.465424840764339e+000   5.129124457030702e-001  -1.461017140861796e-001   6.100772454749913e-001
 4.478110191082810e+000   5.251276963113312e-001  -1.468993682888201e-001   6.053730762528210e-001
 4.490795541401282e+000   5.375035085234110e-001  -1.476196725099698e-001   6.006138501795892e-001
 4.503480891719753e+000   5.503732411100226e-001  -1.482166880619666e-001   5.960647436530709e-001
 4.516166242038224e+000   5.640458251802216e-001  -1.486501761097556e-001   5.919691892575736e-001
 4.528851592356696e+000   5.787598616888198e-001  -1.488879741858744e-001   5.885250358455707e-001
 4.541536942675167e+000   5.946360595395166e-001  -1.489060758010261e-001   5.858692205445730e-001
 4.554222292993639e+000   6.116464336423032e-001  -1.486907892916617e-001   5.840710892727909e-001
 4.566907643312110e+000   6.296110052830387e-001  -1.482435603544050e-001   5.831294876644003e-001
 4.579592993630581e+000   6.482274581193941e-001  -1.475821173128550e-001   5.829775246673697e-001
 4.592278343949053e+000   6.671227750826166e-001  -1.467343648854520e-001   5.834984944870534e-001
 4.604963694267524e+000   6.859178890384173e-001  -1.457280476069556e-001   5.845505663840392e-001
 4.617649044585996e+000   7.042912318874621e-001  -1.445826452251530e-001   5.859897754041401e-001
 4.630334394904467e+000   7.220284983951314e-001  -1.433090775933151e-001   5.876867283563914e-001
 4.643019745222938e+000   7.390437630543377e-001  -1.419174861589393e-001   5.895363877452929e-001
 4.655705095541410e+000   7.553563927956363e-001  -1.404242124039425e-001   5.914652030864447e-001
 4.668390445859881e+000   7.710372637783282e-001  -1.388515841576322e-001   5.934393141126170e-001
 4.681075796178353e+000   7.861656309926900e-001  -1.372264865207968e-001   5.954680925616984e-001
 4.693761146496824e+000   8.008305860026445e-001  -1.355833611473294e-001   5.975973721656493e-001
 4.706446496815295e+000   8.151575080132744e-001  -1.339640220779662e-001   5.999010833253197e-001
 4.719131847133767e+000   8.293206300042928e-001  -1.324146794117893e-001   6.024721518073294e-001
 4.731817197452238e+000   8.435185607181173e-001  -1.309860562713463e-001   6.054029682518785e-001
 4.744502547770710e+000   8.579089009479954e-001  -1.297304192463227e-001   6.087567423281930e-001
 4.757187898089181e+000   8.725164740610408e-001  -1.286914228319758e-001   6.125252156684820e-001
 4.769873248407652e+000   8.871297931370725e-001  -1.278836870724486e-001   6.165666453248532e-001
 4.782558598726124e+000   9.011740564275227e-001  -1.272654416010231e-001   6.205144866551388e-001
 4.795243949044595e+000   9.135653534214264e-001  -1.267174993394955e-001   6.236696779928287e-001
 4.807929299363067e+000   9.225624702206630e-001  -1.260269331498467e-001   6.249012794267445e-001
 4.820614649681538e+000   9.256672481238158e-001  -1.248732169230534e-001   6.225865942387530e-001
 4.833300000000009e+000   9.195867932168113e-001  -1.228178826208616e-001   6.145905504165792e-001
