---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.UpdData = 2
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.FileName = "..\Input\FullBody-GaitNormal_1-euler-rightarm.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.Width = 23
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.FormatStr = "%23.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Values = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SepSpaceAutoOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.ShortenNamesOnOff = Off
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.ColumnIDString = "col"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularProtraction
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularElevation
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralFlexion
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralExternalRotation
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralAbduction
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowFlexion
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowPronation
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristFlexion
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristAbduction
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularProtraction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularElevation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowPronation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristAbduction
1.755918367346939e+00 -5.810287972505265e-01 1.701480862782490e-01 -2.447024192429743e-01 -5.241233183330014e-01 2.703899709599645e-01 3.418633122307601e-01 1.109151286120946e-01 4.677706349484492e-01 2.971463668090171e-01
1.765714285714286e+00 -5.781919560371157e-01 1.719931748797918e-01 -2.376094012098604e-01 -5.257637317977502e-01 2.713390146679237e-01 3.533655898481842e-01 1.160904925310687e-01 4.705624194083011e-01 2.979282450709774e-01
1.775510204081633e+00 -5.754958827670188e-01 1.738020320697335e-01 -2.303185909786034e-01 -5.276276654129596e-01 2.726836386509757e-01 3.657271951841782e-01 1.225117529387762e-01 4.735413985709895e-01 2.986375658999146e-01
1.785306122448980e+00 -5.729497785402499e-01 1.755549651748121e-01 -2.227665280057756e-01 -5.297054983137212e-01 2.744075946004900e-01 3.787815853118023e-01 1.301302806187239e-01 4.766328880424600e-01 2.992570138575003e-01
1.795102040816327e+00 -5.705595644897690e-01 1.772394491783136e-01 -2.149088193588389e-01 -5.319646440777868e-01 2.764776746748278e-01 3.923954809692118e-01 1.387889807639755e-01 4.797511318677525e-01 2.997828265430597e-01
1.804897959183674e+00 -5.683324465156683e-01 1.788561749440474e-01 -2.067230009011403e-01 -5.343528912190976e-01 2.788525579036792e-01 4.064731666354703e-01 1.482619404424405e-01 4.828275262581232e-01 3.001948724294963e-01
1.814693877551020e+00 -5.662734999464083e-01 1.804201593096144e-01 -1.982080536531752e-01 -5.367982908859366e-01 2.814872393746656e-01 4.209606468530821e-01 1.582848163241627e-01 4.858039041094986e-01 3.004332985924236e-01
1.824489795918367e+00 -5.643780130669634e-01 1.819565946722326e-01 -1.893807615106677e-01 -5.392087193853214e-01 2.843346375114738e-01 4.358378049462460e-01 1.685888615075000e-01 4.886146279784205e-01 3.004129437341648e-01
1.834285714285714e+00 -5.626255445506056e-01 1.834930324065318e-01 -1.802708995357210e-01 -5.414788227662920e-01 2.873460213691465e-01 4.510962831350847e-01 1.789488726927288e-01 4.911922961231943e-01 3.000695551512987e-01
1.844081632653061e+00 -5.609812351658188e-01 1.850524866593894e-01 -1.709185832617128e-01 -5.435055583926963e-01 2.904731597042556e-01 4.667208299695347e-01 1.892116422809710e-01 4.934924357671497e-01 2.993949966642174e-01
1.853877551020408e+00 -5.594029576678021e-01 1.866497655388548e-01 -1.613738967439164e-01 -5.452044704996546e-01 2.936719610690676e-01 4.826854452189685e-01 1.992865467076282e-01 4.955079956581074e-01 2.984349371153119e-01
1.863673469387755e+00 -5.578489692388942e-01 1.882904410081210e-01 -1.516938631524922e-01 -5.465213996121966e-01 2.969046831873854e-01 4.989559034626022e-01 2.091224492760134e-01 4.972658098467955e-01 2.972643169894130e-01
1.873469387755102e+00 -5.562843491916279e-01 1.899721971131019e-01 -1.419349812387205e-01 -5.474400966756516e-01 3.001398214364686e-01 5.154899575810334e-01 2.186878798488423e-01 4.988174907405618e-01 2.959662118129908e-01
1.883265306122449e+00 -5.546871980544693e-01 1.916882292948170e-01 -1.321476443352299e-01 -5.479813240260689e-01 3.033519103432507e-01 5.322393488332877e-01 2.279527410229133e-01 5.002270846132508e-01 2.946192849750498e-01
1.893061224489796e+00 -5.530528849354421e-01 1.934304490930148e-01 -1.223765658464087e-01 -5.481911404862699e-01 3.065226736403299e-01 5.491558426755299e-01 2.368788983950031e-01 5.015558016078958e-01 2.932910667119431e-01
1.902857142857143e+00 -5.513930147840961e-01 1.951911336363623e-01 -1.126627728285401e-01 -5.481270289469080e-01 3.096423430643198e-01 5.661934451934262e-01 2.454331651988109e-01 5.028559956032623e-01 2.920385555513154e-01
1.912653061224490e+00 -5.497292882965017e-01 1.969648123639287e-01 -1.030443306216138e-01 -5.478489300437737e-01 3.127103376387802e-01 5.833062141844417e-01 2.536115738822858e-01 5.041744689974559e-01 2.909084494527473e-01
1.922448979591837e+00 -5.480858251612309e-01 1.987516000811189e-01 -9.355836368321158e-02 -5.474149382053806e-01 3.157357998252484e-01 6.004493369764298e-01 2.614447680977399e-01 5.055516361347681e-01 2.899306353200719e-01
1.932244897959184e+00 -5.464826877790901e-01 2.005596094554603e-01 -8.424438262942191e-02 -5.468798941166704e-01 3.187373012157284e-01 6.175830666142500e-01 2.689774294730731e-01 5.070149228019547e-01 2.891147113475053e-01
1.942040816326531e+00 -5.449312915247739e-01 2.024036492450203e-01 -7.514571997382236e-02 -5.462949930575267e-01 3.217403504533294e-01 6.346745449055484e-01 2.762415626453691e-01 5.085739253977675e-01 2.884548278345512e-01
1.951836734693878e+00 -5.434310194864501e-01 2.043006390069273e-01 -6.630764574230774e-02 -5.457080190939849e-01 3.247728915125937e-01 6.516968315868866e-01 2.832412387539396e-01 5.102205883716637e-01 2.879356830241146e-01
1.961632653061224e+00 -5.419666126801379e-01 2.062642889076276e-01 -5.777361179456197e-02 -5.451644633555820e-01 3.278601749685721e-01 6.686269692150344e-01 2.899507776297243e-01 5.119301945979764e-01 2.875341262432176e-01
1.971428571428572e+00 -5.405081100172744e-01 2.083010286638056e-01 -4.958166329174363e-02 -5.447083336294087e-01 3.310203936940405e-01 6.854440297887883e-01 2.963178251084773e-01 5.136575723739272e-01 2.872174749438804e-01
1.981224489795918e+00 -5.390148878799180e-01 2.104080847067811e-01 -4.176156682483434e-02 -5.443835298527478e-01 3.342621216340920e-01 7.021245452027892e-01 3.022685313554255e-01 5.153371325907572e-01 2.869469664665910e-01
1.991020408163265e+00 -5.374431076505600e-01 2.125737386029976e-01 -3.433339436805949e-02 -5.442369455525680e-01 3.375842209789267e-01 7.186335845829434e-01 3.077230297912628e-01 5.169013659709503e-01 2.866927760588944e-01
2.000816326530612e+00 -5.357544021515828e-01 2.147793484061862e-01 -2.730881163187626e-02 -5.443196338407329e-01 3.409778264114058e-01 7.349172413192778e-01 3.126196334187918e-01 5.183058950537482e-01 2.864488165948686e-01
2.010612244897959e+00 -5.339219063685214e-01 2.170029104823028e-01 -2.069386438113319e-02 -5.446833072302201e-01 3.444285311580248e-01 7.509029657247329e-01 3.169303867511669e-01 5.195317378445967e-01 2.862278274854878e-01
2.020408163265306e+00 -5.319316237685203e-01 2.192235792693067e-01 -1.449089553104077e-02 -5.453748759110929e-01 3.479169516771713e-01 7.665050373640183e-01 3.206612149938797e-01 5.205645051978749e-01 2.860394228007059e-01
2.030204081632653e+00 -5.297822129259674e-01 2.214263484750094e-01 -8.699657270196059e-03 -5.464318354308000e-01 3.514177006522670e-01 7.816280673008655e-01 3.238473036325495e-01 5.213792521974030e-01 2.858735801968179e-01
2.040000000000000e+00 -5.274854533727006e-01 2.236060639890265e-01 -3.319255780885211e-03 -5.478799371154225e-01 3.548982342132416e-01 7.961660210299062e-01 3.265528910752499e-01 5.219491108866023e-01 2.857016785012849e-01
2.049795918367347e+00 -5.250657473839333e-01 2.257679193209152e-01 1.648475022770546e-03 -5.497331541036430e-01 3.583181193824904e-01 8.100003910806206e-01 3.288742271063522e-01 5.222679755712600e-01 2.854886057272230e-01
2.059591836734694e+00 -5.225582355930073e-01 2.279209648114136e-01 6.194732758895150e-03 -5.519931237289055e-01 3.616278564721779e-01 8.230029571442863e-01 3.309329394795598e-01 5.223595839309474e-01 2.852048768426146e-01
2.069387755102041e+00 -5.200070790918141e-01 2.300653120839238e-01 1.029928594533147e-02 -5.546479008739308e-01 3.647673419978045e-01 8.350426891791710e-01 3.328512726151541e-01 5.222623457257094e-01 2.848351833867109e-01
2.079183673469388e+00 -5.174650305001783e-01 2.321775561887716e-01 1.392613139753363e-02 -5.576730243670999e-01 3.676654822070844e-01 8.459912977108588e-01 3.347226452519405e-01 5.220129415134780e-01 2.843859187163277e-01
2.088979591836734e+00 -5.149948519089271e-01 2.342000749092081e-01 1.702012959243393e-02 -5.610341631532365e-01 3.702421959152576e-01 8.557261870351451e-01 3.365941989518816e-01 5.216459958437012e-01 2.838889790118090e-01
2.098775510204081e+00 -5.126707934155648e-01 2.360409477459298e-01 1.950637669633548e-02 -5.646883753051828e-01 3.724134431427064e-01 8.641340014339942e-01 3.384628044362940e-01 5.211996817640094e-01 2.833958310994167e-01
2.108571428571429e+00 -5.105760373367769e-01 2.375879036144501e-01 2.129362309905591e-02 -5.685840881726903e-01 3.740983154878837e-01 8.711153264557269e-01 3.402813004293699e-01 5.207154061309716e-01 2.829642978881168e-01
2.118367346938776e+00 -5.087947839330069e-01 2.387298116825138e-01 2.228207974094243e-02 -5.726624959425017e-01 3.752242765153209e-01 8.765869537542047e-01 3.419727983860101e-01 5.202324648324086e-01 2.826465178000196e-01
2.128163265306123e+00 -5.074029512616298e-01 2.393744532615949e-01 2.237447846715424e-02 -5.768615762717191e-01 3.757277325220258e-01 8.804791798432356e-01 3.434475876613844e-01 5.197832595122378e-01 2.824829360006290e-01
2.137959183673469e+00 -5.064622983959147e-01 2.394576455077848e-01 2.148678412729454e-02 -5.811203422068849e-01 3.755523112393818e-01 8.827304468048101e-01 3.446169309033948e-01 5.193926018916364e-01 2.825017957149760e-01
2.147755102040816e+00 -5.060183391954469e-01 2.389459849214393e-01 1.955595131474319e-02 -5.853815260561399e-01 3.746485433015447e-01 8.832826539601556e-01 3.454020918874642e-01 5.190807109312208e-01 2.827204426549182e-01
2.157551020408163e+00 -5.060992152587126e-01 2.378364023546320e-01 1.654676369151997e-02 -5.895943377951174e-01 3.729750422208562e-01 8.820769684840660e-01 3.457387584601297e-01 5.188662981916439e-01 2.831460206357194e-01
2.167346938775510e+00 -5.067146812289682e-01 2.361539955948708e-01 1.245933276288969e-02 -5.937172921453904e-01 3.704995683833270e-01 8.790496344581799e-01 3.455767257948297e-01 5.187668827410543e-01 2.837771934142675e-01
2.177142857142857e+00 -5.078562185528189e-01 2.339487534983806e-01 7.333993678761752e-03 -5.977181576336893e-01 3.672004436011783e-01 8.741312346514617e-01 3.448757920428385e-01 5.187951939897637e-01 2.846074513505035e-01
2.186938775510204e+00 -5.094958907412246e-01 2.312917857401415e-01 1.252247092325964e-03 -6.015728654794269e-01 3.630689720964242e-01 8.672524257775013e-01 3.435996854277152e-01 5.189498064761047e-01 2.856261357042307e-01
2.196734693877551e+00 -5.115788670579192e-01 2.282728662690132e-01 -5.663936847496220e-03 -6.052700130103352e-01 3.581122552808112e-01 8.583545729972936e-01 3.417113619267702e-01 5.192020359266198e-01 2.868143729356892e-01
2.206530612244898e+00 -5.140109294901365e-01 2.250004047837104e-01 -1.325766286197450e-02 -6.088212896342839e-01 3.523584139697633e-01 8.474041585153703e-01 3.391763929592903e-01 5.194876345806767e-01 2.881392418301926e-01
2.216326530612245e+00 -5.166536426434308e-01 2.215992781483105e-01 -2.135234066247005e-02 -6.122699703459694e-01 3.458665680092481e-01 8.344111911266922e-01 3.359740353839833e-01 5.197070834300535e-01 2.895517758796102e-01
2.226122448979592e+00 -5.193395893935925e-01 2.181996389547982e-01 -2.976965107330898e-02 -6.156922974038960e-01 3.387365256102779e-01 8.194466264477532e-01 3.321026838822581e-01 5.197288502618687e-01 2.909901427226728e-01
2.235918367346939e+00 -5.219029744341219e-01 2.149171201193165e-01 -3.833882051130577e-02 -6.191920429462603e-01 3.311088153221788e-01 8.026515772632551e-01 3.275770056619451e-01 5.193943211958705e-01 2.923867787843150e-01
2.245714285714286e+00 -5.242096638598079e-01 2.118328347108467e-01 -4.689895173135006e-02 -6.228861369199002e-01 3.231526239524214e-01 7.842369595108359e-01 3.224367273972092e-01 5.185350778621061e-01 2.936794689776588e-01
2.255510204081633e+00 -5.261776593329074e-01 2.089828611962270e-01 -5.530534421384270e-02 -6.268790045894378e-01 3.150483336450656e-01 7.644754180842375e-01 3.167784827003756e-01 5.170093981248960e-01 2.948233786947265e-01
2.265306122448980e+00 -5.277855412349597e-01 2.063623739817453e-01 -6.344310052212232e-02 -6.312329712618734e-01 3.069723065504934e-01 7.436864428281094e-01 3.107885524505221e-01 5.147432256828179e-01 2.957964234916165e-01
2.275102040816327e+00 -5.290659351708838e-01 2.039417060065902e-01 -7.124120274978152e-02 -6.359481031380302e-01 2.990864555523907e-01 7.222171679282243e-01 3.047427556611981e-01 5.117506289539580e-01 2.965940543782647e-01
2.284897959183673e+00 -5.300854783274159e-01 2.016861589474066e-01 -7.867997935116433e-02 -6.409586334118115e-01 2.915313486907619e-01 7.004221541231309e-01 2.989631456623053e-01 5.081274881540163e-01 2.972188884182200e-01
2.294693877551020e+00 -5.309203724676667e-01 1.995719207905338e-01 -8.579021274725562e-02 -6.461442301778315e-01 2.844219432823483e-01 6.786434762267320e-01 2.937481064545717e-01 5.040329041101197e-01 2.976749949811887e-01
2.304489795918367e+00 -5.316374656509096e-01 1.975935607272905e-01 -9.264578884884744e-02 -6.513499499841023e-01 2.778465176929972e-01 6.571933098425656e-01 2.893018156211962e-01 4.996689724826711e-01 2.979700000015860e-01
2.314285714285714e+00 -5.322851355018473e-01 1.957619784432494e-01 -9.935241200430012e-02 -6.564077232370907e-01 2.718687450125072e-01 6.363432715927123e-01 2.856862544583038e-01 4.952584851421546e-01 2.981180744146155e-01
2.324081632653061e+00 -5.328926191650986e-01 1.940959713739430e-01 -1.060345146346566e-01 -6.611542917706421e-01 2.665316644936102e-01 6.163220246485221e-01 2.828067353149998e-01 4.910205884541314e-01 2.981380904697807e-01
2.333877551020408e+00 -5.334745292871806e-01 1.926128247749168e-01 -1.128220454216788e-01 -6.654446975596475e-01 2.618622339030572e-01 5.973177507277636e-01 2.804262420465103e-01 4.871459744628952e-01 2.980505300122698e-01
2.343673469387755e+00 -5.340380629589143e-01 1.913208843569696e-01 -1.198384284550680e-01 -6.691624680359322e-01 2.578750999197221e-01 5.794810178063388e-01 2.782002458896643e-01 4.837734956076400e-01 2.978786198510231e-01
2.353469387755102e+00 -5.345908696992033e-01 1.902142336191699e-01 -1.271914057338517e-01 -6.722262844546949e-01 2.545745949654232e-01 5.629266384114064e-01 2.757281633645142e-01 4.809752048800471e-01 2.976518434043786e-01
2.363265306122449e+00 -5.351462494724164e-01 1.892706796079875e-01 -1.349678051940375e-01 -6.745928041273009e-01 2.519550335266742e-01 5.477346281546699e-01 2.726149580770071e-01 4.787553737415182e-01 2.974049375264851e-01
