t                            ZRot
0.182000000000000          -0.44520
0.184000000000000          -0.44532
0.186000000000000          -0.44495
0.188000000000000          -0.44413
0.190000000000000          -0.44289
0.192000000000000          -0.44122
0.194000000000000          -0.43911
0.196000000000000          -0.43651
0.198000000000000          -0.43340
0.200000000000000          -0.42973
0.202000000000000          -0.42544
0.204000000000000          -0.42051
0.206000000000000          -0.41495
0.208000000000000          -0.40880
0.210000000000000          -0.40213
0.212000000000000          -0.39503
0.214000000000000          -0.38756
0.216000000000000          -0.37979
0.218000000000000          -0.37179
0.220000000000000          -0.36366
0.222000000000000          -0.35548
0.224000000000000          -0.34736
0.226000000000000          -0.33941
0.228000000000000          -0.33169
0.230000000000000          -0.32428
0.232000000000000          -0.31719
0.234000000000000          -0.31045
0.236000000000000          -0.30410
0.238000000000000          -0.29819
0.240000000000000          -0.29282
0.242000000000000          -0.28810
0.244000000000000          -0.28411
0.246000000000000          -0.28091
0.248000000000000          -0.27851
0.250000000000000          -0.27686
0.252000000000000          -0.27588
0.254000000000000          -0.27548
0.256000000000000          -0.27554
0.258000000000000          -0.27593
0.260000000000000          -0.27653
0.262000000000000          -0.27727
0.264000000000000          -0.27807
0.266000000000000          -0.27884
0.268000000000000          -0.27943
0.270000000000000          -0.27973
0.272000000000000          -0.27963
0.274000000000000          -0.27910
0.276000000000000          -0.27814
0.278000000000000          -0.27680
0.280000000000000          -0.27512
0.282000000000000          -0.27320
0.284000000000000          -0.27111
0.286000000000000          -0.26894
0.288000000000000          -0.26679
0.290000000000000          -0.26475
0.292000000000000          -0.26298
0.294000000000000          -0.26165
0.296000000000000          -0.26089
0.298000000000000          -0.26076
0.300000000000000          -0.26129
0.302000000000000          -0.26248
0.304000000000000          -0.26431
0.306000000000000          -0.26678
0.308000000000000          -0.26985
0.310000000000000          -0.27345
0.312000000000000          -0.27748
0.314000000000000          -0.28177
0.316000000000000          -0.28614
0.318000000000000          -0.29038
0.320000000000000          -0.29429
0.322000000000000          -0.29774
0.324000000000000          -0.30064
0.326000000000000          -0.30295
0.328000000000000          -0.30468
0.330000000000000          -0.30594
0.332000000000000          -0.30685
0.334000000000000          -0.30757
0.336000000000000          -0.30827
0.338000000000000          -0.30911
0.340000000000000          -0.31022
0.342000000000000          -0.31171
0.344000000000000          -0.31370
0.346000000000000          -0.31624
0.348000000000000          -0.31937
0.350000000000000          -0.32317
0.352000000000000          -0.32777
0.354000000000000          -0.33239
0.356000000000000          -0.33691
0.358000000000000          -0.34146
0.360000000000000          -0.34607
0.362000000000000          -0.35078
0.364000000000000          -0.35556
0.366000000000000          -0.36038
0.368000000000000          -0.36520
0.370000000000000          -0.37000
0.372000000000000          -0.37472
0.374000000000000          -0.37934
0.376000000000000          -0.38381
0.378000000000000          -0.38810
0.380000000000000          -0.39218
0.382000000000000          -0.39601
0.384000000000000          -0.39956
0.386000000000000          -0.40280
0.388000000000000          -0.40571
0.390000000000000          -0.40826
0.392000000000000          -0.41042
0.394000000000000          -0.41217
0.396000000000000          -0.41348
0.398000000000000          -0.41435
0.400000000000000          -0.41484
