t                            XRot
0.150000000000000           -0.24100
0.152000000000000           -0.24725
0.154000000000000           -0.25372
0.156000000000000           -0.26034
0.158000000000000           -0.26704
0.160000000000000           -0.27375
0.162000000000000           -0.28044
0.164000000000000           -0.28706
0.166000000000000           -0.29357
0.168000000000000           -0.29995
0.170000000000000           -0.30617
0.172000000000000           -0.31214
0.174000000000000           -0.31778
0.176000000000000           -0.32298
0.178000000000000           -0.32768
0.180000000000000           -0.33179
0.182000000000000           -0.33524
0.184000000000000           -0.33800
0.186000000000000           -0.34004
0.188000000000000           -0.34133
0.190000000000000           -0.34182
0.192000000000000           -0.34150
0.194000000000000           -0.34035
0.196000000000000           -0.33840
0.198000000000000           -0.33570
0.200000000000000           -0.33237
0.202000000000000           -0.32856
0.204000000000000           -0.32446
0.206000000000000           -0.32023
0.208000000000000           -0.31599
0.210000000000000           -0.31186
0.212000000000000           -0.30795
0.214000000000000           -0.30434
0.216000000000000           -0.30110
0.218000000000000           -0.29827
0.220000000000000           -0.29585
0.222000000000000           -0.29380
0.224000000000000           -0.29202
0.226000000000000           -0.29041
0.228000000000000           -0.28882
0.230000000000000           -0.28712
0.232000000000000           -0.28519
0.234000000000000           -0.28294
0.236000000000000           -0.28032
0.238000000000000           -0.27727
0.240000000000000           -0.27378
0.242000000000000           -0.26986
0.244000000000000           -0.26552
0.246000000000000           -0.26077
0.248000000000000           -0.25562
0.250000000000000           -0.25006
0.252000000000000           -0.24407
0.254000000000000           -0.23766
0.256000000000000           -0.23082
0.258000000000000           -0.22357
0.260000000000000           -0.21598
0.262000000000000           -0.20814
0.264000000000000           -0.20017
0.266000000000000           -0.19217
0.268000000000000           -0.18423
0.270000000000000           -0.17640
0.272000000000000           -0.16874
0.274000000000000           -0.16133
0.276000000000000           -0.15422
0.278000000000000           -0.14744
0.280000000000000           -0.14100
0.282000000000000           -0.13488
0.284000000000000           -0.12910
0.286000000000000           -0.12365
0.288000000000000           -0.11855
0.290000000000000           -0.11382
0.292000000000000           -0.10950
0.294000000000000           -0.10567
0.296000000000000           -0.10235
0.298000000000000           -0.09950
0.300000000000000           -0.09706
0.302000000000000           -0.09495
0.304000000000000           -0.09314
0.306000000000000           -0.09169
0.308000000000000           -0.09070
0.310000000000000           -0.09025
0.312000000000000           -0.09041
0.314000000000000           -0.09119
0.316000000000000           -0.09249
0.318000000000000           -0.09412
0.320000000000000           -0.09577
0.322000000000000           -0.09710
0.324000000000000           -0.09782
0.326000000000000           -0.09771
0.328000000000000           -0.09652
0.330000000000000           -0.09411
0.332000000000000           -0.09039
0.334000000000000           -0.08534
0.336000000000000           -0.07906
0.338000000000000           -0.07166
0.340000000000000           -0.06331
0.342000000000000           -0.05419
0.344000000000000           -0.04449
0.346000000000000           -0.03443
0.348000000000000           -0.02424
0.350000000000000           -0.01409
0.352000000000000           -0.00408
0.354000000000000           0.00467 
0.356000000000000           0.01200 
0.358000000000000           0.01821 
0.360000000000000           0.02361 
0.362000000000000           0.02840 
0.364000000000000           0.03272 
0.366000000000000           0.03667 
0.368000000000000           0.04034 
0.370000000000000           0.04380 
0.372000000000000           0.04710 
0.374000000000000           0.05031 
0.376000000000000           0.05347 
0.378000000000000           0.05664 
0.380000000000000           0.05987 
0.382000000000000           0.06319 
0.384000000000000           0.06665 
0.386000000000000           0.07028 
0.388000000000000           0.07411 
0.390000000000000           0.07817 
0.392000000000000           0.08247 
0.394000000000000           0.08704 
0.396000000000000           0.09187 
0.398000000000000           0.09696 
0.400000000000000           0.10228 
