t	                    X	                    Y	                            Z
0.136000000000000           0.00000                -0.30108                        -0.23650
0.138000000000000           0.00000                -0.30477                        -0.23854
0.140000000000000           0.00000                -0.30885                        -0.24057
0.142000000000000           0.00000                -0.31323                        -0.24267
0.144000000000000           0.00000                -0.31781                        -0.24490
0.146000000000000           0.00000                -0.32250                        -0.24729
0.148000000000000           0.00000                -0.32723                        -0.24988
0.150000000000000           0.00000                -0.33196                        -0.25269
0.152000000000000           0.00000                -0.33667                        -0.25574
0.154000000000000           0.00000                -0.34135                        -0.25900
0.156000000000000           0.00000                -0.34599                        -0.26243
0.158000000000000           0.00000                -0.35060                        -0.26597
0.160000000000000           0.00000                -0.35519                        -0.26955
0.162000000000000           0.00000                -0.35974                        -0.27315
0.164000000000000           0.00000                -0.36418                        -0.27675
0.166000000000000           0.00000                -0.36842                        -0.28034
0.168000000000000           0.00000                -0.37236                        -0.28392
0.170000000000000           0.00000                -0.37591                        -0.28748
0.172000000000000           0.00000                -0.37898                        -0.29098
0.174000000000000           0.00000                -0.38150                        -0.29436
0.176000000000000           0.00000                -0.38336                        -0.29753
0.178000000000000           0.00000                -0.38446                        -0.30044
0.180000000000000           0.00000                -0.38474                        -0.30303
0.182000000000000           0.00000                -0.38417                        -0.30522
0.184000000000000           0.00000                -0.38282                        -0.30697
0.186000000000000           0.00000                -0.38081                        -0.30824
0.188000000000000           0.00000                -0.37831                        -0.30899
0.190000000000000           0.00000                -0.37548                        -0.30916
0.192000000000000           0.00000                -0.37244                        -0.30873
0.194000000000000           0.00000                -0.36927                        -0.30768
0.196000000000000           0.00000                -0.36599                        -0.30605
0.198000000000000           0.00000                -0.36258                        -0.30388
0.200000000000000           0.00000                -0.35900                        -0.30126
0.202000000000000           0.00000                -0.35522                        -0.29835
0.204000000000000           0.00000                -0.35121                        -0.29530
0.206000000000000           0.00000                -0.34693                        -0.29224
0.208000000000000           0.00000                -0.34235                        -0.28928
0.210000000000000           0.00000                -0.33746                        -0.28651
0.212000000000000           0.00000                -0.33223                        -0.28399
0.214000000000000           0.00000                -0.32664                        -0.28180
0.216000000000000           0.00000                -0.32067                        -0.27998
0.218000000000000           0.00000                -0.31430                        -0.27857
0.220000000000000           0.00000                -0.30758                        -0.27754
0.222000000000000           0.00000                -0.30060                        -0.27686
0.224000000000000           0.00000                -0.29345                        -0.27643
0.226000000000000           0.00000                -0.28620                        -0.27614
0.228000000000000           0.00000                -0.27893                        -0.27584
0.230000000000000           0.00000                -0.27167                        -0.27541
0.232000000000000           0.00000                -0.26444                        -0.27473
0.234000000000000           0.00000                -0.25729                        -0.27372
0.236000000000000           0.00000                -0.25026                        -0.27231
0.238000000000000           0.00000                -0.24339                        -0.27044
0.240000000000000           0.00000                -0.23674                        -0.26811
0.242000000000000           0.00000                -0.23036                        -0.26532
0.244000000000000           0.00000                -0.22431                        -0.26206
0.246000000000000           0.00000                -0.21862                        -0.25836
0.248000000000000           0.00000                -0.21332                        -0.25423
0.250000000000000           0.00000                -0.20842                        -0.24967
0.252000000000000           0.00000                -0.20392                        -0.24467
0.254000000000000           0.00000                -0.19982                        -0.23922
0.256000000000000           0.00000                -0.19608                        -0.23333
0.258000000000000           0.00000                -0.19265                        -0.22700
0.260000000000000           0.00000                -0.18951                        -0.22029
0.262000000000000           0.00000                -0.18663                        -0.21328
0.264000000000000           0.00000                -0.18399                        -0.20609
0.266000000000000           0.00000                -0.18152                        -0.19879
0.268000000000000           0.00000                -0.17911                        -0.19146
0.270000000000000           0.00000                -0.17666                        -0.18414
0.272000000000000           0.00000                -0.17410                        -0.17688
0.274000000000000           0.00000                -0.17139                        -0.16974
0.276000000000000           0.00000                -0.16856                        -0.16278
0.278000000000000           0.00000                -0.16567                        -0.15601
0.280000000000000           0.00000                -0.16276                        -0.14945
0.282000000000000           0.00000                -0.15987                        -0.14308
0.284000000000000           0.00000                -0.15700                        -0.13690
0.286000000000000           0.00000                -0.15414                        -0.13095
0.288000000000000           0.00000                -0.15127                        -0.12522
0.290000000000000           0.00000                -0.14839                        -0.11975
0.292000000000000           0.00000                -0.14557                        -0.11462
0.294000000000000           0.00000                -0.14291                        -0.10992
0.296000000000000           0.00000                -0.14049                        -0.10568
0.298000000000000           0.00000                -0.13843                        -0.10190
0.300000000000000           0.00000                -0.13688                        -0.09852
0.302000000000000           0.00000                -0.13595                        -0.09549
0.304000000000000           0.00000                -0.13576                        -0.09281
0.306000000000000           0.00000                -0.13640                        -0.09055
0.308000000000000           0.00000                -0.13793                        -0.08882
0.310000000000000           0.00000                -0.14039                        -0.08773
0.312000000000000           0.00000                -0.14382                        -0.08734
0.314000000000000           0.00000                -0.14823                        -0.08770
0.316000000000000           0.00000                -0.15363                        -0.08872
0.318000000000000           0.00000                -0.16000                        -0.09026
0.320000000000000           0.00000                -0.16731                        -0.09206
0.322000000000000           0.00000                -0.17551                        -0.09383
0.324000000000000           0.00000                -0.18451                        -0.09532
0.326000000000000           0.00000                -0.19420                        -0.09633
0.328000000000000           0.00000                -0.20446                        -0.09661
0.330000000000000           0.00000                -0.21522                        -0.09596
0.332000000000000           0.00000                -0.22643                        -0.09420
0.334000000000000           0.00000                -0.23805                        -0.09122
0.336000000000000           0.00000                -0.25001                        -0.08692
0.338000000000000           0.00000                -0.26227                        -0.08128
0.340000000000000           0.00000                -0.27474                        -0.07426
0.342000000000000           0.00000                -0.28729                        -0.06588
0.344000000000000           0.00000                -0.29985                        -0.05617
0.346000000000000           0.00000                -0.31232                        -0.04521
0.348000000000000           0.00000                -0.32461                        -0.03315
0.350000000000000           0.00000                -0.33654                        -0.02006
0.352000000000000           0.00000                -0.34770                        -0.00604
0.354000000000000           0.00000                -0.35834                        0.00719 
0.356000000000000           0.00000                -0.36845                        0.01920 
0.358000000000000           0.00000                -0.37799                        0.03026 
0.360000000000000           0.00000                -0.38699                        0.04067 
0.362000000000000           0.00000                -0.39548                        0.05066 
0.364000000000000           0.00000                -0.40348                        0.06034 
0.366000000000000           0.00000                -0.41100                        0.06978 
0.368000000000000           0.00000                -0.41805                        0.07902 
0.370000000000000           0.00000                -0.42464                        0.08806 
0.372000000000000           0.00000                -0.43078                        0.09691 
0.374000000000000           0.00000                -0.43647                        0.10555 
0.376000000000000           0.00000                -0.44171                        0.11397 
0.378000000000000           0.00000                -0.44650                        0.12214 
0.380000000000000           0.00000                -0.45085                        0.13004 
0.382000000000000           0.00000                -0.45474                        0.13765 
0.384000000000000           0.00000                -0.45819                        0.14495 
0.386000000000000           0.00000                -0.46118                        0.15192 
0.388000000000000           0.00000                -0.46371                        0.15853 
0.390000000000000           0.00000                -0.46578                        0.16478 
0.392000000000000           0.00000                -0.46739                        0.17063 
0.394000000000000           0.00000                -0.46853                        0.17609 
0.396000000000000           0.00000                -0.46918                        0.18113 
0.398000000000000           0.00000                -0.46937                        0.18575 
0.400000000000000           0.00000                -0.46919                        0.19006 
