t                            ZRot
0.270000000000000           -0.01061
0.272000000000000           -0.01390
0.274000000000000           -0.01750
0.276000000000000           -0.02132
0.278000000000000           -0.02516
0.280000000000000           -0.02882
0.282000000000000           -0.03207
0.284000000000000           -0.03466
0.286000000000000           -0.03637
0.288000000000000           -0.03704
0.290000000000000           -0.03655
0.292000000000000           -0.03483
0.294000000000000           -0.03191
0.296000000000000           -0.02791
0.298000000000000           -0.02302
0.300000000000000           -0.01749
0.302000000000000           -0.01163
0.304000000000000           -0.00580
0.306000000000000           -0.00036
0.308000000000000           0.00443 
0.310000000000000           0.00839 
0.312000000000000           0.01140 
0.314000000000000           0.01337 
0.316000000000000           0.01428 
0.318000000000000           0.01418 
0.320000000000000           0.01323 
0.322000000000000           0.01167 
0.324000000000000           0.00971 
0.326000000000000           0.00755 
0.328000000000000           0.00537 
0.330000000000000           0.00336 
0.332000000000000           0.00172 
0.334000000000000           0.00056 
0.336000000000000           -0.00003
0.338000000000000           -0.00007
0.340000000000000           0.00036 
0.342000000000000           0.00114 
0.344000000000000           0.00205 
0.346000000000000           0.00290 
0.348000000000000           0.00354 
0.350000000000000           0.00371 
0.352000000000000           0.00276 
0.354000000000000           0.00120 
0.356000000000000           -0.00056
0.358000000000000           -0.00242
0.360000000000000           -0.00444
0.362000000000000           -0.00670
0.364000000000000           -0.00931
0.366000000000000           -0.01236
0.368000000000000           -0.01595
0.370000000000000           -0.02016
0.372000000000000           -0.02505
0.374000000000000           -0.03069
0.376000000000000           -0.03714
0.378000000000000           -0.04443
0.380000000000000           -0.05259
0.382000000000000           -0.06165
0.384000000000000           -0.07161
0.386000000000000           -0.08247
0.388000000000000           -0.09421
0.390000000000000           -0.10681
0.392000000000000           -0.12024
0.394000000000000           -0.13446
0.396000000000000           -0.14942
0.398000000000000           -0.16508
0.400000000000000           -0.18146
