t                            YRot
0.188000000000000          -0.83404
0.190000000000000          -0.84405
0.192000000000000          -0.85364
0.194000000000000          -0.86276
0.196000000000000          -0.87142
0.198000000000000          -0.87978
0.200000000000000          -0.88814
0.202000000000000          -0.89678
0.204000000000000          -0.90597
0.206000000000000          -0.91588
0.208000000000000          -0.92661
0.210000000000000          -0.93822
0.212000000000000          -0.95065
0.214000000000000          -0.96381
0.216000000000000          -0.97755
0.218000000000000          -0.99175
0.220000000000000          -1.00635
0.222000000000000          -1.02139
0.224000000000000          -1.03700
0.226000000000000          -1.05342
0.228000000000000          -1.07095
0.230000000000000          -1.08983
0.232000000000000          -1.11016
0.234000000000000          -1.13186
0.236000000000000          -1.15472
0.238000000000000          -1.17849
0.240000000000000          -1.20289
0.242000000000000          -1.22768
0.244000000000000          -1.25255
0.246000000000000          -1.27715
0.248000000000000          -1.30111
0.250000000000000          -1.32407
0.252000000000000          -1.34569
0.254000000000000          -1.36568
0.256000000000000          -1.38388
0.258000000000000          -1.40023
0.260000000000000          -1.41475
0.262000000000000          -1.42757
0.264000000000000          -1.43883
0.266000000000000          -1.44859
0.268000000000000          -1.45682
0.270000000000000          -1.46335
0.272000000000000          -1.46794
0.274000000000000          -1.47043
0.276000000000000          -1.47064
0.278000000000000          -1.46841
0.280000000000000          -1.46371
0.282000000000000          -1.45650
0.284000000000000          -1.44673
0.286000000000000          -1.43446
0.288000000000000          -1.41983
0.290000000000000          -1.40305
0.292000000000000          -1.38445
0.294000000000000          -1.36447
0.296000000000000          -1.34345
0.298000000000000          -1.32152
0.300000000000000          -1.29859
0.302000000000000          -1.27442
0.304000000000000          -1.24884
0.306000000000000          -1.22179
0.308000000000000          -1.19333
0.310000000000000          -1.16357
0.312000000000000          -1.13274
0.314000000000000          -1.10118
0.316000000000000          -1.06930
0.318000000000000          -1.03750
0.320000000000000          -1.00619
0.322000000000000          -0.97578
0.324000000000000          -0.94668
0.326000000000000          -0.91934
0.328000000000000          -0.89418
0.330000000000000          -0.87162
0.332000000000000          -0.85195
0.334000000000000          -0.83534
0.336000000000000          -0.82176
0.338000000000000          -0.81113
0.340000000000000          -0.80322
0.342000000000000          -0.79774
0.344000000000000          -0.79441
0.346000000000000          -0.79297
0.348000000000000          -0.79314
0.350000000000000          -0.79501
0.352000000000000          -0.79880
0.354000000000000          -0.80211
0.356000000000000          -0.80446
0.358000000000000          -0.80631
0.360000000000000          -0.80809
0.362000000000000          -0.81007
0.364000000000000          -0.81242
0.366000000000000          -0.81523
0.368000000000000          -0.81853
0.370000000000000          -0.82233
0.372000000000000          -0.82663
0.374000000000000          -0.83139
0.376000000000000          -0.83657
0.378000000000000          -0.84214
0.380000000000000          -0.84807
0.382000000000000          -0.85430
0.384000000000000          -0.86081
0.386000000000000          -0.86754
0.388000000000000          -0.87448
0.390000000000000          -0.88157
0.392000000000000          -0.88878
0.394000000000000          -0.89609
0.396000000000000          -0.90346
0.398000000000000          -0.91085
0.400000000000000          -0.91822
