---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.FileName = "..\Input\BareFootWalk-output-euler-rightdetailedfoot.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.CalcaneoCuboidDorsiFlexion
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.CalcaneoCuboidEversion
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularDorsiFlexion
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularAbduction
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularEversion
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoMedialCuneiformDorsiFlexion
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoMedialCuneiformAbduction
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoIntermediateCuneiformDorsiFlexion
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoLateralCuneiformDorsiFlexion
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal1DorsiFlexion
col11  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal1Abduction
col12  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal2DorsiFlexion
col13  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal3DorsiFlexion
col14  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal4DorsiFlexion
col15  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal5SkewDorsiFlexion
col16  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal1DorsiFlexion
col17  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal1Abduction
col18  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal2DorsiFlexion
col19  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal2Abduction
col20  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal3DorsiFlexion
col21  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal3Abduction
col22  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal4DorsiFlexion
col23  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal4Abduction
col24  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal5DorsiFlexion
col25  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal5Abduction
col26  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoDistalPhalange1DorsiFlexion
col27  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange2DorsiFlexion
col28  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange3DorsiFlexion
col29  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange4DorsiFlexion
col30  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange5DorsiFlexion
col31  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange2DorsiFlexion
col32  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange3DorsiFlexion
col33  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange4DorsiFlexion
col34  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange5DorsiFlexion
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.CalcaneoCuboidDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.CalcaneoCuboidEversion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularEversion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoMedialCuneiformDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoMedialCuneiformAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoIntermediateCuneiformDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoLateralCuneiformDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal1DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal1Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal2DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal3DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal4DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal5SkewDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal1DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal1Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal2DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal2Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal3DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal3Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal4DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal4Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal5DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal5Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoDistalPhalange1DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange2DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange3DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange4DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange5DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange2DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange3DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange4DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange5DorsiFlexion
1.193369565217390e+000 -4.396507356187268e-003 -9.675924864131105e-002 -2.452754706602684e-002 1.090054471712405e-001 1.963389973249896e-001 -1.471652823961201e-002 1.090054471712398e-002 -1.536237318820708e-002 -1.784398406564615e-002 -2.452754706600263e-003 1.090054471712398e-002 -1.536237318821431e-002 -1.784398406565237e-002 -2.534654289683243e-002 -4.396507356212520e-003 1.568214180951374e-001 -1.564736576784371e-001 8.186361294985130e-002 1.788529006705697e-002 6.905807667781372e-003 -1.570792256387255e-002 -6.805199836183759e-002 -1.126000290811000e-001 -1.430098001897767e-001 -1.197005890018337e-001 -4.043242521087990e-001 -1.514890391760931e-001 3.596706698395526e-002 1.866563016518419e-001 1.782142376502408e-001 -6.885865417028429e-002 1.634866683334044e-002 8.484377348469839e-002 8.100647172146280e-002
1.200380434782607e+000 -4.342549839875403e-003 -9.665427490829433e-002 -2.390117976787596e-002 1.096330113412178e-001 1.977960304436072e-001 -1.434070786072431e-002 1.096330113412192e-002 -1.519511814885485e-002 -1.775393385013937e-002 -2.390117976737125e-003 1.096330113412170e-002 -1.519511814884755e-002 -1.775393385013312e-002 -2.522653388198302e-002 -4.342549839824270e-003 1.580559361351165e-001 -1.552459921445959e-001 8.303774251465315e-002 1.839617747679889e-002 8.019548765102087e-003 -1.454813175589242e-002 -6.699864564143034e-002 -1.121528648993089e-001 -1.420168372315000e-001 -1.196013580513675e-001 -4.036939728497168e-001 -1.513954606867070e-001 3.580613322269394e-002 1.868798281397894e-001 1.787793631301441e-001 -6.881611849357149e-002 1.627551511229945e-002 8.494537643072900e-002 8.126334690826442e-002
1.207391304347825e+000 -4.399037924090470e-003 -9.628517459235961e-002 -2.331755946915655e-002 1.105868592327510e-001 1.992436821810363e-001 -1.399053568149653e-002 1.105868592327530e-002 -1.502799178314025e-002 -1.763258108344216e-002 -2.331755946955535e-003 1.105868592327486e-002 -1.502799178313286e-002 -1.763258108343586e-002 -2.516379471188487e-002 -4.399037924065231e-003 1.595822419490417e-001 -1.542330751218208e-001 8.440391147472549e-002 1.873759413868092e-002 9.225580894830150e-003 -1.363610219296607e-002 -6.595275025166097e-002 -1.117497128491318e-001 -1.411310793991722e-001 -1.195017016848201e-001 -4.034106695353880e-001 -1.514805745823357e-001 3.548453230785763e-002 1.870380449773814e-001 1.792732909396047e-001 -6.885480662806730e-002 1.612933287329841e-002 8.501729317369228e-002 8.148785953547537e-002
1.214402173913042e+000 -4.542241206328546e-003 -9.567312812310200e-002 -2.277893583929217e-002 1.118449971150601e-001 2.006772633468233e-001 -1.366736150357350e-002 1.118449971150626e-002 -1.486093863482303e-002 -1.748018897746083e-002 -2.277893583890936e-003 1.118449971150581e-002 -1.486093863482303e-002 -1.748018897744813e-002 -2.514734625874536e-002 -4.542241206279662e-003 1.613905208480443e-001 -1.534406920524885e-001 8.594515580994855e-002 1.890240751212668e-002 1.049979068994055e-002 -1.297275418965627e-002 -6.494557489767537e-002 -1.114008313482422e-001 -1.403909391033906e-001 -1.193979857447791e-001 -4.034685378853005e-001 -1.517360061139292e-001 3.502894221446481e-002 1.871553001611938e-001 1.797308103666488e-001 -6.897091186978738e-002 1.592224646432260e-002 8.507059098361890e-002 8.169582290336006e-002
1.221413043478259e+000 -4.748403585995760e-003 -9.484558593045277e-002 -2.228711930060563e-002 1.133787352882358e-001 2.020908678982540e-001 -1.337227158036405e-002 1.133787352882365e-002 -1.469946219508476e-002 -1.730267956514124e-002 -2.228711930133058e-003 1.133787352882365e-002 -1.469946219508476e-002 -1.730267956514124e-002 -2.516994602979602e-002 -4.748403585972379e-003 1.634615020541878e-001 -1.528610581991663e-001 8.764621177898674e-002 1.889887075970043e-002 1.183092144496167e-002 -1.254595196960917e-002 -6.398436926692418e-002 -1.111171163652731e-001 -1.397996590103743e-001 -1.192898937822724e-001 -4.038577228763089e-001 -1.521185446368999e-001 3.448361078359687e-002 1.872397642163473e-001 1.801323860330960e-001 -6.914479301664694e-002 1.567436853974928e-002 8.510898373546690e-002 8.187835729311439e-002
1.228423913043477e+000 -4.993860217631830e-003 -9.383388688801109e-002 -2.184325155913179e-002 1.151549751611929e-001 2.034782073903477e-001 -1.310595093546923e-002 1.151549751611958e-002 -1.455814059736185e-002 -1.711446063459390e-002 -2.184325155875556e-003 1.151549751611913e-002 -1.455814059737710e-002 -1.711446063458742e-002 -2.523075569249525e-002 -4.993860217654062e-003 1.657654497033891e-001 -1.524733738639594e-001 8.948777561690167e-002 1.875352669130104e-002 1.321010149354346e-002 -1.232898318495868e-002 -6.306757293742013e-002 -1.109128806073119e-001 -1.393452466534876e-001 -1.191815198448532e-001 -4.045734662284271e-001 -1.525211581939261e-001 3.394845019044935e-002 1.873058150840005e-001 1.804265753632959e-001 -6.932779917896370e-002 1.543111372401537e-002 8.513900685688353e-002 8.201207971408268e-002
1.235434782608694e+000 -5.256501213392811e-003 -9.267317333622632e-002 -2.144719984168279e-002 1.171362660448199e-001 2.048326714269288e-001 -1.286831990499840e-002 1.171362660448216e-002 -1.444758596678598e-002 -1.692727150770104e-002 -2.144719984108312e-003 1.171362660448216e-002 -1.444758596679367e-002 -1.692727150771416e-002 -2.532652681877292e-002 -5.256501213413932e-003 1.682725374755840e-001 -1.522495946558002e-001 9.145122756376456e-002 1.849573633136181e-002 1.462991763337444e-002 -1.229026398844746e-002 -6.219139255094593e-002 -1.107953413244847e-001 -1.390127021776727e-001 -1.190744468082312e-001 -4.056032317444039e-001 -1.528568235387567e-001 3.350490782253505e-002 1.873681234490603e-001 1.805823782029955e-001 -6.948037433572356e-002 1.522950355646995e-002 8.516732884088242e-002 8.208289918583756e-002
1.242445652173911e+000 -5.515463233686872e-003 -9.140217724902697e-002 -2.109367212039365e-002 1.192810036998213e-001 2.061474065104125e-001 -1.265620327223766e-002 1.192810036998182e-002 -1.435783592145055e-002 -1.673605784542188e-002 -2.109367212003296e-003 1.192810036998182e-002 -1.435783592143508e-002 -1.673605784542188e-002 -2.543899026612362e-002 -5.515463233686872e-003 1.709600020793312e-001 -1.521618101454347e-001 9.351964504432327e-002 1.813894322702070e-002 1.607928800109821e-002 -1.240501161375329e-002 -6.136106924429168e-002 -1.107507565594081e-001 -1.388014260653463e-001 -1.189569961371799e-001 -4.069067474152240e-001 -1.531557104101778e-001 3.312892944366395e-002 1.874351115904097e-001 1.806533701355375e-001 -6.961623200456707e-002 1.505860429312194e-002 8.519777799594495e-002 8.211516824541343e-002
1.249456521739129e+000 -5.751480895522691e-003 -9.006286700742719e-002 -2.077576033098711e-002 1.215437840067091e-001 2.074154124560235e-001 -1.246545619858586e-002 1.215437840067080e-002 -1.427416487544880e-002 -1.653235271360303e-002 -2.077576033086090e-003 1.215437840067080e-002 -1.427416487546435e-002 -1.653235271359631e-002 -2.554677132783998e-002 -5.751480895541994e-003 1.738053101345429e-001 -1.521800818621599e-001 9.567894222392108e-002 1.769469890089770e-002 1.755257430870389e-002 -1.264804602342928e-002 -6.057379375850260e-002 -1.107610331030318e-001 -1.387001615186277e-001 -1.188173091967977e-001 -4.084341614657187e-001 -1.534769981670532e-001 3.276551005941793e-002 1.875050793936930e-001 1.807016985920879e-001 -6.976227189406935e-002 1.489341366374643e-002 8.522958154280907e-002 8.213713572508810e-002
1.256467391304346e+000 -5.947197712080862e-003 -8.869995235076360e-002 -2.048359222576662e-002 1.238759164012633e-001 2.086296541214394e-001 -1.229015533545190e-002 1.238759164012637e-002 -1.419060169213019e-002 -1.631611810994701e-002 -2.048359222544970e-003 1.238759164012615e-002 -1.419060169213801e-002 -1.631611810992660e-002 -2.563515551767030e-002 -5.947197712099530e-003 1.767715862636484e-001 -1.522698157324567e-001 9.791096335525255e-002 1.718740587564449e-002 1.905034044374850e-002 -1.298438514521672e-002 -5.981028257640585e-002 -1.108135673971831e-001 -1.386709053795044e-001 -1.186511960227235e-001 -4.101385381040708e-001 -1.538223011619738e-001 3.240487437105398e-002 1.875734682849903e-001 1.807472835918919e-001 -6.991922780085991e-002 1.472948835074664e-002 8.526066740243551e-002 8.215785617917190e-002
1.263478260869563e+000 -6.087407320528169e-003 -8.736025503190117e-002 -2.020532317714301e-002 1.262260908064063e-001 2.097831847296764e-001 -1.212319390628941e-002 1.262260908064050e-002 -1.410703850923038e-002 -1.609308150910479e-002 -2.020532317673702e-003 1.262260908064072e-002 -1.410703850923038e-002 -1.609308150911169e-002 -2.569426776427132e-002 -6.087407320546407e-003 1.798131254328233e-001 -1.523959058921227e-001 1.001950827180832e-001 1.664854181217601e-002 2.057704000242372e-002 -1.337406606875669e-002 -5.904100278517177e-002 -1.109007818460486e-001 -1.386590454223208e-001 -1.184608856751228e-001 -4.119744948900370e-001 -1.541552190388571e-001 3.206908110873954e-002 1.876358613708062e-001 1.807878329594108e-001 -7.007055410853848e-002 1.457685504963594e-002 8.528902789595901e-002 8.217628770965998e-002
1.270489130434781e+000 -6.160787319961300e-003 -8.609196358815988e-002 -1.992988378660429e-002 1.285411796618283e-001 2.108692757118447e-001 -1.195793027196453e-002 1.285411796618274e-002 -1.402347532638189e-002 -1.586951872029186e-002 -1.992988378651536e-003 1.285411796618297e-002 -1.402347532637398e-002 -1.586951872028487e-002 -2.571603962577976e-002 -6.160787319961300e-003 1.828853954025279e-001 -1.525272653734910e-001 1.025134997298705e-001 1.610705590454642e-002 2.214160405989402e-002 -1.377953390052178e-002 -5.823029164874285e-002 -1.110178841393106e-001 -1.386021872604385e-001 -1.182530586447816e-001 -4.138934738161163e-001 -1.544440159771414e-001 3.177579594994241e-002 1.876852618803553e-001 1.808239685376773e-001 -7.020182544412454e-002 1.444354361378580e-002 8.531148267301221e-002 8.219271297239943e-002
1.277499999999998e+000 -6.158079529251624e-003 -8.494380118790462e-002 -1.964748668262796e-002 1.307671446880763e-001 2.118815469653472e-001 -1.178849200956835e-002 1.307671446880754e-002 -1.393991214350664e-002 -1.565185633054949e-002 -1.964748668154118e-003 1.307671446880754e-002 -1.393991214353053e-002 -1.565185633052820e-002 -2.569339890583601e-002 -6.158079529251624e-003 1.859452414523008e-001 -1.526387419617423e-001 1.048500506002251e-001 1.558715230893482e-002 2.375485975588455e-002 -1.416785080109539e-002 -5.734033109474210e-002 -1.111642222835101e-001 -1.384355218952072e-001 -1.180375388605333e-001 -4.158436903326211e-001 -1.546622269931133e-001 3.153780754609655e-002 1.877104541159947e-001 1.808565812444962e-001 -7.030101226956798e-002 1.433536706656415e-002 8.532293368920696e-002 8.220753692999332e-002
1.284510869565215e+000 -6.075072266587745e-003 -8.396414428677204e-002 -1.934891695875679e-002 1.328500078199617e-001 2.128140908937999e-001 -1.160935017524757e-002 1.328500078199579e-002 -1.385506220841664e-002 -1.544574685086794e-002 -1.934891695799883e-003 1.328500078199602e-002 -1.385506220841664e-002 -1.544574685086076e-002 -2.562065026661814e-002 -6.075072266587745e-003 1.889489267205325e-001 -1.527107248597879e-001 1.071892760749192e-001 1.510698380789322e-002 2.542962544228919e-002 -1.451009674915715e-002 -5.633002516336709e-002 -1.113391031709572e-001 -1.380896757640053e-001 -1.178257751820366e-001 -4.177676835139520e-001 -1.547975828830199e-001 3.135413913205055e-002 1.876973273576971e-001 1.808929633317365e-001 -7.036253767407334e-002 1.425188142380150e-002 8.531696698088941e-002 8.222407424234574e-002
1.291521739130433e+000 -5.909207035879595e-003 -8.320013549148929e-002 -1.902679711570025e-002 1.347368388282442e-001 2.136615836887667e-001 -1.141607826942333e-002 1.347368388282444e-002 -1.376249175988805e-002 -1.525220042655666e-002 -1.902679711604466e-003 1.347368388282422e-002 -1.376249175987192e-002 -1.525220042656394e-002 -2.548931665088963e-002 -5.909207035898383e-003 1.918603165683454e-001 -1.527310897270251e-001 1.095181470716165e-001 1.467203524980598e-002 2.717597759048747e-002 -1.478591529953732e-002 -5.516619183134709e-002 -1.115410401396453e-001 -1.375083612940664e-001 -1.176278071699066e-001 -4.196036038325371e-001 -1.548751122006801e-001 3.119539351377500e-002 1.876313507531303e-001 1.809648136093656e-001 -7.039777827301441e-002 1.417972432456162e-002 8.528697761517004e-002 8.225673345937710e-002
1.298532608695650e+000 -5.661437402398366e-003 -8.269683562749502e-002 -1.867422785677372e-002 1.363767096477513e-001 2.144193780623232e-001 -1.120453671407571e-002 1.363767096477475e-002 -1.365526712451948e-002 -1.507179479911443e-002 -1.867422785742524e-003 1.363767096477520e-002 -1.365526712451948e-002 -1.507179479913653e-002 -2.529225562411127e-002 -5.661437402398366e-003 1.946460102063702e-001 -1.526909557085878e-001 1.118254350943707e-001 1.428204306121561e-002 2.900485999537823e-002 -1.497726304612890e-002 -5.381571501652973e-002 -1.117674712375421e-001 -1.366362901110322e-001 -1.174547059532141e-001 -4.212914776089300e-001 -1.549296289941016e-001 3.102636111663968e-002 1.874990312193212e-001 1.811040031251245e-001 -7.042255863366598e-002 1.410289141674179e-002 8.522683237251551e-002 8.232000142097244e-002
1.305543478260868e+000 -5.333994951496991e-003 -8.249645719406146e-002 -1.828452354072630e-002 1.377215678187924e-001 2.150835729706725e-001 -1.097071412443605e-002 1.377215678187893e-002 -1.353537268802101e-002 -1.491261530853600e-002 -1.828452354118460e-003 1.377215678187915e-002 -1.353537268802922e-002 -1.491261530853600e-002 -2.502953013056534e-002 -5.333994951517805e-003 1.972710149191694e-001 -1.525798057466596e-001 1.141000365370329e-001 1.394253205730722e-002 3.092905815779984e-002 -1.506127919215028e-002 -5.224192010901612e-002 -1.120218798822448e-001 -1.354128984929729e-001 -1.173230968032153e-001 -4.227878582163854e-001 -1.549475384011352e-001 3.085887743895146e-002 1.872919159587206e-001 1.813036300685427e-001 -7.043069927323137e-002 1.402676247231380e-002 8.513268907223186e-002 8.241074094062120e-002
1.312554347826085e+000 -4.930402280718512e-003 -8.263771452146017e-002 -1.785113588087077e-002 1.387269884255444e-001 2.156510576132326e-001 -1.071068152851926e-002 1.387269884255438e-002 -1.341027774641984e-002 -1.478719374833400e-002 -1.785113588142984e-003 1.387269884255482e-002 -1.341027774641156e-002 -1.478719374832649e-002 -2.470596994939815e-002 -4.930402280718512e-003 1.997053921351246e-001 -1.523848798659091e-001 1.163332927750680e-001 1.366201529741740e-002 3.296119339638586e-002 -1.501310264944622e-002 -5.041090584523184e-002 -1.123126611148260e-001 -1.337830052326009e-001 -1.172532810657794e-001 -4.240654699370958e-001 -1.548866783487553e-001 3.073739131948641e-002 1.870095221433228e-001 1.815412777544643e-001 -7.040303561306213e-002 1.397154150890267e-002 8.500432824704429e-002 8.251876261598104e-002
1.319565217391302e+000 -4.455007343484363e-003 -8.315531600638000e-002 -1.736763147948583e-002 1.393527744608984e-001 2.161195289205178e-001 -1.042057888769581e-002 1.393527744608991e-002 -1.327874610837090e-002 -1.470005627964038e-002 -1.736763148001450e-003 1.393527744608969e-002 -1.327874610837090e-002 -1.470005627964794e-002 -2.432066868630643e-002 -4.455007343509283e-003 2.019393980516163e-001 -1.520952258323396e-001 1.185247663140400e-001 1.343647405054704e-002 3.511013452049033e-002 -1.481798640368548e-002 -4.830449712714778e-002 -1.126460046093318e-001 -1.317191289286167e-001 -1.172619786680267e-001 -4.250985884859454e-001 -1.547601014094107e-001 3.066656281005353e-002 1.866563029613212e-001 1.818416426447658e-001 -7.034550064063558e-002 1.393934673186590e-002 8.484377407338951e-002 8.265529211147163e-002
1.326576086956520e+000 -3.914650255780318e-003 -8.407961220342358e-002 -1.682774528865067e-002 1.395633881478513e-001 2.164874836098024e-001 -1.009664717320532e-002 1.395633881478520e-002 -1.312640988522107e-002 -1.464394958213594e-002 -1.682774528779387e-003 1.395633881478497e-002 -1.312640988522107e-002 -1.464394958212836e-002 -2.386454765480167e-002 -3.914650255723596e-003 2.039883662177487e-001 -1.517021933033906e-001 1.206871645102216e-001 1.324641359814560e-002 3.738596269259908e-002 -1.447480922001909e-002 -4.591523901467082e-002 -1.130225528704349e-001 -1.292164408247890e-001 -1.173611442140392e-001 -4.258554798665675e-001 -1.546637765130173e-001 3.058083485910449e-002 1.862354113070791e-001 1.822848696769773e-001 -7.030171659682200e-002 1.390037948141481e-002 8.465245968506262e-002 8.285675894415724e-002
1.333586956521737e+000 -3.318347243450852e-003 -8.543640182401319e-002 -1.622566070179527e-002 1.393282087127834e-001 2.167541874759185e-001 -9.735396421083875e-003 1.393282087127834e-002 -1.294330669554903e-002 -1.461502694340417e-002 -1.622566070215605e-003 1.393282087127790e-002 -1.294330669553188e-002 -1.461502694338897e-002 -2.333303977932439e-002 -3.318347243484309e-003 2.058791853720548e-001 -1.511933032258961e-001 1.228451296491650e-001 1.307985500264741e-002 3.981107374793345e-002 -1.398207427111209e-002 -4.322298212803741e-002 -1.134472785088236e-001 -1.262570379748636e-001 -1.175675927805815e-001 -4.263161429815050e-001 -1.546723021218396e-001 3.042752715027015e-002 1.857472544955084e-001 1.829167219576656e-001 -7.030559187355796e-002 1.383069415921390e-002 8.443057022523147e-002 8.314396452622527e-002
1.340597826086954e+000 -2.679660682519955e-003 -8.724688721002598e-002 -1.555719353082065e-002 1.386216238944920e-001 2.169196257459930e-001 -9.334316118491656e-003 1.386216238944948e-002 -1.274004866426203e-002 -1.462701258674487e-002 -1.555719352904492e-003 1.386216238944926e-002 -1.274004866426203e-002 -1.462701258673728e-002 -2.273908545077663e-002 -2.679660682437092e-003 2.076389409041970e-001 -1.505464976875737e-001 1.250344945448122e-001 1.295440234158218e-002 4.243004792619590e-002 -1.332262686714514e-002 -4.017439876900762e-002 -1.139362798031534e-001 -1.227788452629925e-001 -1.179126251184322e-001 -4.264896801799253e-001 -1.547442787833257e-001 3.024623587604600e-002 1.851966028682614e-001 1.836779455142729e-001 -7.033830853786631e-002 1.374828903456441e-002 8.418027403102492e-002 8.348997523376676e-002
