---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.FileName = "..\Input\BareFootWalk-output-euler-rightdetailedfoot.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.CalcaneoCuboidDorsiFlexion
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.CalcaneoCuboidEversion
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularDorsiFlexion
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularAbduction
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularEversion
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoMedialCuneiformDorsiFlexion
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoMedialCuneiformAbduction
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoIntermediateCuneiformDorsiFlexion
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoLateralCuneiformDorsiFlexion
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal1DorsiFlexion
col11  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal1Abduction
col12  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal2DorsiFlexion
col13  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal3DorsiFlexion
col14  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal4DorsiFlexion
col15  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal5SkewDorsiFlexion
col16  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal1DorsiFlexion
col17  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal1Abduction
col18  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal2DorsiFlexion
col19  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal2Abduction
col20  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal3DorsiFlexion
col21  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal3Abduction
col22  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal4DorsiFlexion
col23  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal4Abduction
col24  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal5DorsiFlexion
col25  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal5Abduction
col26  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoDistalPhalange1DorsiFlexion
col27  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange2DorsiFlexion
col28  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange3DorsiFlexion
col29  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange4DorsiFlexion
col30  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange5DorsiFlexion
col31  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange2DorsiFlexion
col32  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange3DorsiFlexion
col33  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange4DorsiFlexion
col34  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange5DorsiFlexion
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.CalcaneoCuboidDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.CalcaneoCuboidEversion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularEversion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoMedialCuneiformDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoMedialCuneiformAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoIntermediateCuneiformDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoLateralCuneiformDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal1DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal1Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal2DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal3DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal4DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal5SkewDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal1DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal1Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal2DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal2Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal3DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal3Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal4DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal4Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal5DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal5Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoDistalPhalange1DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange2DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange3DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange4DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange5DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange2DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange3DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange4DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange5DorsiFlexion
1.501847826086953e+000 -1.660961565860399e-002 -1.004875898616700e-001 -2.756890925658555e-002 -5.583305350886914e-004 1.937629571544043e-001 -1.654134555400271e-002 -5.583305351475332e-005 -1.628874447826403e-002 -2.484877561440711e-002 -2.756890925692718e-003 -5.583305351497536e-005 -1.628874447902744e-002 -2.484877561460372e-002 -3.734957439178883e-002 -1.660961566062271e-002 5.671591274827265e-001 -6.594762093338180e-002 4.472881244472254e-001 9.776340330392186e-002 3.274171202004485e-001 6.251479715564901e-002 2.075461159360797e-001 -1.680994705633285e-001 8.767511210239150e-002 -1.897700432832516e-001 -4.836552613145642e-001 -6.267458412081618e-002 1.758009464171938e-001 2.666799489304810e-001 1.074446442774399e-001 -2.848844732775671e-002 7.990952109870632e-002 1.212181586048432e-001 4.883847467179728e-002
1.508858695652171e+000 -2.291613854623080e-002 -9.459098494910118e-002 -3.259448628821142e-002 -1.026108126709335e-002 1.918173622893797e-001 -1.955669177297763e-002 -1.026108126718217e-003 -1.778102653794223e-002 -2.609364257339829e-002 -3.259448628846712e-003 -1.026108126716441e-003 -1.778102653883515e-002 -2.609364257391744e-002 -4.275339527157879e-002 -2.291613854904099e-002 6.100104316164147e-001 -6.321214289112764e-002 4.835519627401118e-001 1.011644758408341e-001 3.570934928902470e-001 6.221917568845026e-002 2.306350235613476e-001 -1.774345544564138e-001 1.041765538413473e-001 -2.031061858489633e-001 -4.909489028776515e-001 -4.705932645455140e-002 1.994940918948930e-001 2.802964036800821e-001 9.516489470653741e-002 -2.139060293382172e-002 9.067913268005759e-002 1.274074562196034e-001 4.325677034140846e-002
1.515869565217388e+000 -3.021726845751301e-002 -8.811009654797711e-002 -3.826166712948351e-002 -2.013313883466661e-002 1.898207504303675e-001 -2.295700027774771e-002 -2.013313883480361e-003 -1.945981197903434e-002 -2.747251151436696e-002 -3.826166712923626e-003 -2.013313883474810e-003 -1.945981198020398e-002 -2.747251151544206e-002 -4.887435077444081e-002 -3.021726846240403e-002 6.533569373359254e-001 -6.181562943246322e-002 5.200377193898450e-001 1.026479637305264e-001 3.867185007877351e-001 5.961555413647424e-002 2.533992819237715e-001 -1.879915809755164e-001 1.200800637900253e-001 -2.180410565062221e-001 -4.966806574679335e-001 -2.970005139587345e-002 2.252893945278578e-001 2.952298351171795e-001 8.331336406269284e-002 -1.350002336157885e-002 1.024042702437381e-001 1.341953796026001e-001 3.786971098852295e-002
1.522880434782605e+000 -3.843465208188249e-002 -8.105949918612923e-002 -4.465245314827249e-002 -3.016408789135650e-002 1.877756956021901e-001 -2.679147188906228e-002 -3.016408789159986e-003 -2.134030244721681e-002 -2.898443768378368e-002 -4.465245314869836e-003 -3.016408789147551e-003 -2.134030244905342e-002 -2.898443768601329e-002 -5.569327100687066e-002 -3.843465209209909e-002 6.960135401109140e-001 -6.186040969263384e-002 5.555551617179898e-001 1.018895171413468e-001 4.150967830149527e-001 5.431933470273220e-002 2.746384031159670e-001 -1.998193365250227e-001 1.341800249771660e-001 -2.342693080989482e-001 -4.998131855413457e-001 -1.041696551993255e-002 2.532638918757140e-001 3.115896815762486e-001 7.298972262434723e-002 -4.734984326927060e-003 1.151199508602101e-001 1.416316734486434e-001 3.317714670553240e-002
1.529891304347823e+000 -4.742060310589282e-002 -7.345398970878064e-002 -5.186209916338058e-002 -4.034428189369388e-002 1.856846161165235e-001 -3.111725949818809e-002 -4.034428189416017e-003 -2.343447378128186e-002 -3.061937624490916e-002 -5.186209916351551e-003 -4.034428189387818e-003 -2.343447378451317e-002 -3.061937624965256e-002 -6.315768749440164e-002 -4.742060312846367e-002 7.365422365043990e-001 -6.331223710383349e-002 5.886424034391609e-001 9.867887237088513e-002 4.407425703036964e-001 4.606010672383443e-002 2.928427360391155e-001 -2.128999182368090e-001 1.449429025884751e-001 -2.512989301852324e-001 -4.991008738892844e-001 1.093934667298152e-002 2.834567611985844e-001 3.294866861960707e-001 6.567799854512038e-002 4.972430306440710e-003 1.288439823706932e-001 1.497666755463474e-001 2.985363572658691e-002
1.536902173913040e+000 -5.700357730127370e-002 -6.530842634240275e-002 -6.001940740281256e-002 -5.066478445892653e-002 1.835497826463872e-001 -3.601164444195466e-002 -5.066478445981959e-003 -2.574416970674370e-002 -3.235452319664815e-002 -6.001940740341740e-003 -5.066478445922451e-003 -2.574416971251449e-002 -3.235452320647062e-002 -7.119933255326784e-002 -5.700357734968118e-002 7.733409153312690e-001 -6.594984053276520e-002 6.176723436870371e-001 9.297101307708400e-002 4.620037719288427e-001 3.475938080767071e-002 3.063351997528503e-001 -2.270753124944938e-001 1.506666253283798e-001 -2.684667102252181e-001 -4.931907095833915e-001 3.431566035610164e-002 3.156863474550772e-001 3.489482796703138e-001 6.319200835871408e-002 1.559802743722603e-002 1.434937943027226e-001 1.586128543961075e-001 2.872364013773637e-002
1.543913043478257e+000 -6.696849900841921e-002 -5.663760239370957e-002 -6.924675640370075e-002 -6.111731396784359e-002 1.813733265335016e-001 -4.154805384264176e-002 -6.111731396940989e-003 -2.827364633864494e-002 -3.416808025209122e-002 -6.924675640445578e-003 -6.111731396828191e-003 -2.827364634841588e-002 -3.416808027062883e-002 -7.972787555232354e-002 -6.696849910514954e-002 8.047335357219115e-001 -6.930828940290756e-002 6.409855743277491e-001 8.496289403915780e-002 4.772376125698105e-001 2.063462429764407e-002 3.134896477999259e-001 -2.419829850521285e-001 1.497416801796412e-001 -2.849414166508357e-001 -4.809433339242740e-001 5.936616408164367e-002 3.493976851351647e-001 3.696988905486689e-001 6.723357405033203e-002 2.698462005239321e-002 1.588171296225969e-001 1.680449502581638e-001 3.056071544187079e-002
1.550923913043475e+000 -7.710858406749498e-002 -4.745614817514384e-002 -7.956738780034720e-002 -7.169419168405722e-002 1.791572481020005e-001 -4.774043268080647e-002 -7.169419168646218e-003 -3.106083869169541e-002 -3.607911992533629e-002 -7.956738780120837e-003 -7.169419168461921e-003 -3.106083870678874e-002 -3.607911995624414e-002 -8.866362367309794e-002 -7.710858424233967e-002 8.290650067868717e-001 -7.256980013774683e-002 6.571255536890693e-001 7.521947495493153e-002 4.851861002989218e-001 4.373127438330293e-003 3.132466295776652e-001 -2.568755601344268e-001 1.413071709339177e-001 -2.997502595743251e-001 -4.619634870121994e-001 8.526821410716562e-002 3.832892834683938e-001 3.907588959724413e-001 7.858991113444326e-002 3.875827919999548e-002 1.742224016580661e-001 1.776176800273187e-001 3.572268691335869e-002
1.557934782608692e+000 -8.727514985633982e-002 -3.777845585745079e-002 -9.095115165505048e-002 -8.238829348536947e-002 1.769034248185523e-001 -5.457069099373273e-002 -8.238829348848009e-003 -3.416005079991328e-002 -3.813111680178698e-002 -9.095115165628380e-003 -8.238829348595100e-003 -3.416005082077949e-002 -3.813111684669171e-002 -9.795388906129500e-002 -8.727515013620099e-002 8.450585081882200e-001 -7.453050905688352e-002 6.651799832196327e-001 6.467301979119910e-002 4.853014579069486e-001 -1.282905716451488e-002 3.054228811083719e-001 -2.705828000692319e-001 1.255443664692169e-001 -3.118700938599022e-001 -4.370397391389041e-001 1.102604102237587e-001 4.148977541262802e-001 4.102578153400052e-001 9.681186189769746e-002 5.011836844565079e-002 1.885898884716163e-001 1.864808252402604e-001 4.400539192540584e-002
1.564945652173909e+000 -9.733185206680464e-002 -2.761862288368593e-002 -1.031856341267258e-001 -9.319300518122220e-002 1.746136191888995e-001 -6.191138047667907e-002 -9.319300518453533e-003 -3.763608387038692e-002 -4.039306703148162e-002 -1.031856341281869e-002 -9.319300518166873e-003 -3.763608389570591e-002 -4.039306708746004e-002 -1.075355132406504e-001 -9.733185245556222e-002 8.519056810763325e-001 -7.357978480956784e-002 6.649146534423029e-001 5.467977778565225e-002 4.779236216125608e-001 -2.921810859734464e-002 2.909324860343585e-001 -2.814911615225986e-001 1.039415102844490e-001 -3.202625745160685e-001 -4.083617069665206e-001 1.316137155750862e-001 4.405799506165302e-001 4.253713641638451e-001 1.198230618311600e-001 5.982441646715837e-002 2.002636141180407e-001 1.933506201560864e-001 5.446502828627319e-002
1.571956521739127e+000 -1.071287518717263e-001 -1.699041035172162e-002 -1.158523207791189e-001 -1.041021813094933e-001 1.722894863163908e-001 -6.951139246747382e-002 -1.041021813094956e-002 -4.156523538031814e-002 -4.295694688642910e-002 -1.158523207790804e-002 -1.041021813094956e-002 -4.156523538031814e-002 -4.295694688642393e-002 -1.173274202473693e-001 -1.071287518717274e-001 8.493192795217306e-001 -6.787583862186519e-002 6.567914323480962e-001 4.692014331037164e-002 4.642635854594956e-001 -4.268540535985332e-002 2.717357386372967e-001 -2.877891762418749e-001 7.920789190508966e-002 -3.240020932602121e-001 -3.791497041648521e-001 1.458924184245680e-001 4.554534987224878e-001 4.326071296241233e-001 1.440013424137660e-001 6.631473564794588e-002 2.070243176071177e-001 1.966396043744257e-001 6.545515564338701e-002
1.578967391304344e+000 -1.164903255520007e-001 -5.907213483153515e-003 -1.284351166049314e-001 -1.151101072480807e-001 1.699325810947239e-001 -7.706106996295886e-002 -1.151101072480776e-002 -4.582949619276387e-002 -4.575257834621239e-002 -1.284351166048968e-002 -1.151101072480820e-002 -4.582949619276144e-002 -4.575257834622453e-002 -1.271068848798947e-001 -1.164903255520007e-001 8.378750354543534e-001 -5.567950058912197e-002 6.419424860528074e-001 4.304664424280524e-002 4.460099369998798e-001 -5.122027499526660e-002 2.500773881818878e-001 -2.876885471041124e-001 5.414483924914366e-002 -3.222254725809759e-001 -3.526397043164828e-001 1.487521749318466e-001 4.551360808179393e-001 4.289608701504389e-001 1.660203520113969e-001 6.761462497001529e-002 2.068800368707718e-001 1.949822137041827e-001 7.546379637015148e-002
1.585978260869561e+000 -1.250804141972131e-001 5.617958361600798e-003 -1.403212467565355e-001 -1.262114644623811e-001 1.675443649707653e-001 -8.419274805391981e-002 -1.262114644623869e-002 -4.985239373387572e-002 -4.831791581516459e-002 -1.403212467565978e-002 -1.262114644623824e-002 -4.985239373387349e-002 -4.831791581516919e-002 -1.362801386751268e-001 -1.250804141972122e-001 8.186662981942711e-001 -3.605968006777260e-002 6.214803880491049e-001 4.416279199700934e-002 4.242944779030611e-001 -5.338512784381821e-002 2.271085673880756e-001 -2.795731033474882e-001 2.992265786048103e-002 -3.138019265316785e-001 -3.304135689298283e-001 1.355748210225152e-001 4.362134126018319e-001 4.131107909990560e-001 1.858478256089858e-001 6.162491864655219e-002 1.982788237989197e-001 1.877776322720902e-001 8.447628436629687e-002
1.592989130434779e+000 -1.327372188074698e-001 1.757249388750774e-002 -1.512123824359623e-001 -1.374012986662518e-001 1.651262123225433e-001 -9.072742946157734e-002 -1.374012986662510e-002 -5.326520723720529e-002 -5.035414367166637e-002 -1.512123824358817e-002 -1.374012986662532e-002 -5.326520723720320e-002 -5.035414367166195e-002 -1.445156550801298e-001 -1.327372188074681e-001 7.941060229254477e-001 -8.932618684017513e-003 5.978831251827330e-001 5.054483246117214e-002 4.016602274500053e-001 -4.888365626541358e-002 2.054373295781736e-001 -2.630666498640020e-001 9.214432126914128e-003 -2.984168905417088e-001 -3.150329581196748e-001 1.013647923674928e-001 3.925322168762502e-001 3.831647454586866e-001 2.001700195279569e-001 4.607490562160012e-002 1.784237350122818e-001 1.741657933904052e-001 9.098637251306425e-002
1.599999999999996e+000 -1.392855878567864e-001 2.994418602581749e-002 -1.607539514677751e-001 -1.486749906962306e-001 1.626794164160794e-001 -9.645237088066602e-002 -1.486749906962337e-002 -5.598523193428834e-002 -5.180548476894412e-002 -1.607539514678534e-002 -1.486749906962315e-002 -5.598523193428834e-002 -5.180548476894197e-002 -1.516709509410709e-001 -1.392855878567872e-001 7.669422026564304e-001 2.489031901245120e-002 5.739212735362339e-001 6.176229328812144e-002 3.809003444873679e-001 -3.842870411856758e-002 1.878794149380739e-001 -2.389563599661664e-001 -5.141513029774219e-003 -2.763211330389239e-001 -3.090854147247118e-001 4.336590509636222e-002 3.225747410747734e-001 3.380420489743369e-001 2.043411485499557e-001 1.971177504394031e-002 1.466248828409934e-001 1.536554768073408e-001 9.288234025346094e-002
