---- AnyBody Output File ---------------------------------
Study: Main.MarkerModelStudy
Operation: Main.MarkerModelStudy.KinematicAnalysis
----------------------------------------------------------
Constants (Name = Value): 
Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.FileName = "RHEE.txt"
Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.Search = 
Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.SepSign = "  "
Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.LineSepSign = ""
Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.Header.TitleSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.Header.ConstSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.Header.VarSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.Header.ColumnNamesOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.Header.LinePrefix = ""
Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.NumberFormat.Digits = 15
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MarkerModelStudy.t
col1  Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.px
col2  Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.py
col3  Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.pz
----------------------------------------------------------
Main.MarkerModelStudy.t  Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.px  Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.py  Main.MarkerModelStudy.MarkerModel.Markers.RHEE.MarkerPositionFile.pz
 3.082721656050957e+000  -1.237275993296032e+000  -3.916385062464725e-001   4.047478549122541e-002
 3.095407006369428e+000  -1.237211722768096e+000  -3.916600224229076e-001   4.064578282615496e-002
 3.108092356687899e+000  -1.237105597279396e+000  -3.916583909258712e-001   4.086438962620168e-002
 3.120777707006371e+000  -1.236962683500564e+000  -3.916289250251905e-001   4.113863152144192e-002
 3.133463057324842e+000  -1.236788666014278e+000  -3.915696117789007e-001   4.147485646482580e-002
 3.146148407643314e+000  -1.236592079954768e+000  -3.914804585174676e-001   4.187580749261552e-002
 3.158833757961785e+000  -1.236385732465323e+000  -3.913633588530059e-001   4.233965584119252e-002
 3.171519108280256e+000  -1.236186289973970e+000  -3.912196104314916e-001   4.285871450657284e-002
 3.184204458598728e+000  -1.236012702213610e+000  -3.910441485689529e-001   4.342021528468840e-002
 3.196889808917199e+000  -1.235883751571348e+000  -3.908225224700133e-001   4.401260729906265e-002
 3.209575159235671e+000  -1.235812043658100e+000  -3.905366283092979e-001   4.463511066030969e-002
 3.222260509554142e+000  -1.235796560380019e+000  -3.901758737041564e-001   4.530382703553796e-002
 3.234945859872613e+000  -1.235822616645497e+000  -3.897409042534311e-001   4.604544756426578e-002
 3.247631210191085e+000  -1.235867213737190e+000  -3.892413479628046e-001   4.688623110560754e-002
 3.260316560509556e+000  -1.235904797055609e+000  -3.886957735584662e-001   4.784966639542002e-002
 3.273001910828028e+000  -1.235911851194059e+000  -3.881324427300836e-001   4.895983776959153e-002
 3.285687261146499e+000  -1.235869745521161e+000  -3.875874587482321e-001   5.024357142718913e-002
 3.298372611464970e+000  -1.235766407585118e+000  -3.871001025295980e-001   5.173086337409117e-002
 3.311057961783442e+000  -1.235595765150204e+000  -3.867077372794669e-001   5.345493238751038e-002
 3.323743312101913e+000  -1.235353862296340e+000  -3.864424029957808e-001   5.545206626415240e-002
 3.336428662420385e+000  -1.235032810197333e+000  -3.863303355695891e-001   5.776127941000579e-002
 3.349114012738856e+000  -1.234615900683865e+000  -3.863918736978801e-001   6.042511020200013e-002
 3.361799363057327e+000  -1.234074597599495e+000  -3.866402878915100e-001   6.349049738017509e-002
 3.374484713375799e+000  -1.233365706110221e+000  -3.870814741511245e-001   6.700874673452280e-002
 3.387170063694270e+000  -1.232428519996376e+000  -3.877145700963937e-001   7.103667480116538e-002
 3.399855414012742e+000  -1.231180019282608e+000  -3.885317249304154e-001   7.563937745483487e-002
 3.412540764331213e+000  -1.229508377534976e+000  -3.895173871364633e-001   8.089337281917153e-002
 3.425226114649684e+000  -1.227266085050684e+000  -3.906488208302119e-001   8.688837403757599e-002
 3.437911464968156e+000  -1.224264598057485e+000  -3.918994786000212e-001   9.372416064037104e-002
 3.450596815286627e+000  -1.220272426272245e+000  -3.932437257526757e-001   1.015027180055815e-001
 3.463282165605099e+000  -1.215021895322855e+000  -3.946596745183391e-001   1.103178386812974e-001
 3.475967515923570e+000  -1.208223037041564e+000  -3.961265353891263e-001   1.202421150958581e-001
 3.488652866242041e+000  -1.199584609806188e+000  -3.976187304552957e-001   1.313109729850137e-001
 3.501338216560513e+000  -1.188839771653802e+000  -3.991014291906802e-001   1.435034471286201e-001
 3.514023566878984e+000  -1.175773209968569e+000  -4.005253031293355e-001   1.567228857560777e-001
 3.526708917197456e+000  -1.160243896761114e+000  -4.018159815033315e-001   1.707812825537195e-001
 3.539394267515927e+000  -1.142194954437830e+000  -4.028627080241685e-001   1.853906527905331e-001
 3.552079617834398e+000  -1.121653870768695e+000  -4.035180938756101e-001   2.001624491672147e-001
 3.564764968152870e+000  -1.098733659360225e+000  -4.036180884103218e-001   2.146236460827639e-001
 3.577450318471341e+000  -1.073636479004013e+000  -4.030170158366117e-001   2.282530304038489e-001
 3.590135668789813e+000  -1.046642942066189e+000  -4.016227080778173e-001   2.405301425586368e-001
 3.602821019108284e+000  -1.018073709326294e+000  -3.994231546244991e-001   2.509804993448678e-001
 3.615506369426755e+000  -9.882234926147570e-001  -3.965026545777844e-001   2.592130896715937e-001
 3.628191719745227e+000  -9.572970743107505e-001  -3.930318546902689e-001   2.649450761886598e-001
 3.640877070063698e+000  -9.253899255263849e-001  -3.892304252774574e-001   2.680066519634631e-001
 3.653562420382170e+000  -8.925185166025792e-001  -3.853254606144970e-001   2.683275564618396e-001
 3.666247770700641e+000  -8.586602021888250e-001  -3.815205114340368e-001   2.659196309018315e-001
 3.678933121019112e+000  -8.237735682610526e-001  -3.779747066221393e-001   2.608627128115534e-001
 3.691618471337584e+000  -7.878007339393808e-001  -3.747933574919297e-001   2.532967130161242e-001
 3.704303821656055e+000  -7.506671308846014e-001  -3.720343062056313e-001   2.434165458881937e-001
 3.716989171974527e+000  -7.122835942634807e-001  -3.697263917897694e-001   2.314739662244602e-001
 3.729674522292998e+000  -6.725528394797921e-001  -3.678919505050338e-001   2.177818454590269e-001
 3.742359872611469e+000  -6.313830165059090e-001  -3.665637551622679e-001   2.027124350526824e-001
 3.755045222929941e+000  -5.887083099118191e-001  -3.657900396535055e-001   1.866754447885936e-001
 3.767730573248412e+000  -5.445140868775028e-001  -3.656252803608009e-001   1.700852526248496e-001
 3.780415923566884e+000  -4.988556373142784e-001  -3.661132581511470e-001   1.533377084543289e-001
 3.793101273885355e+000  -4.518651382112752e-001  -3.672707337053270e-001   1.368082196049699e-001
 3.805786624203826e+000  -4.037555120206591e-001  -3.690753569542547e-001   1.208579275839946e-001
 3.818471974522298e+000  -3.548237547942781e-001  -3.714556845634698e-001   1.058342023551742e-001
 3.831157324840769e+000  -3.054504264028344e-001  -3.742850237820499e-001   9.206353039272693e-002
 3.843842675159241e+000  -2.560986003663472e-001  -3.773840336319647e-001   7.982752103896031e-002
 3.856528025477712e+000  -2.073077653708184e-001  -3.805357295446777e-001   6.933135746765343e-002
 3.869213375796183e+000  -1.596791136502767e-001  -3.835121172284668e-001   6.067956283553144e-002
 3.881898726114655e+000  -1.138523812694691e-001  -3.861054048780332e-001   5.386212732425338e-002
 3.894584076433126e+000  -7.047540478515828e-002  -3.881531080105292e-001   4.875161217054690e-002
 3.907269426751598e+000  -3.016685542632868e-002  -3.895530778011640e-001   4.511179331094120e-002
 3.919954777070069e+000   6.524372208086174e-003  -3.902678376892389e-001   4.262442082253097e-002
 3.932640127388540e+000   3.916093826151958e-002  -3.903214159108432e-001   4.093314660775511e-002
 3.945325477707012e+000   6.745329506514657e-002  -3.897896423702719e-001   3.969930894002317e-002
 3.958010828025483e+000   9.129029191968296e-002  -3.887884704446207e-001   3.865973616427020e-002
 3.970696178343955e+000   1.107558318525075e-001  -3.874625741486737e-001   3.766870611758856e-002
 3.983381528662426e+000   1.261315326621157e-001  -3.859747292143446e-001   3.671325822219015e-002
 3.996066878980897e+000   1.378749469416893e-001  -3.844937200382078e-001   3.589292102459116e-002
 4.008752229299368e+000   1.465744745124296e-001  -3.831772613043426e-001   3.536825552701582e-002
 4.021437579617840e+000   1.528730759147917e-001  -3.821488459208911e-001   3.528288498582812e-002
 4.034122929936311e+000   1.573716193839263e-001  -3.814747200523257e-001   3.568604311883870e-002
 4.046808280254783e+000   1.605524225725201e-001  -3.811523582293749e-001   3.650749829230134e-002
 4.059493630573254e+000   1.627676367990894e-001  -3.811197844577253e-001   3.760070513479790e-002
 4.072178980891725e+000   1.642766199010758e-001  -3.812893059413127e-001   3.880615035077674e-002
 4.084864331210197e+000   1.652747384913944e-001  -3.815796764277213e-001   3.998869334431823e-002
 4.097549681528668e+000   1.659060900341291e-001  -3.819286511520023e-001   4.105034588822246e-002
 4.110235031847140e+000   1.662768097327744e-001  -3.822935687504075e-001   4.193474740615890e-002
 4.122920382165611e+000   1.664680058892984e-001  -3.826474644262470e-001   4.262594483939262e-002
 4.135605732484082e+000   1.665419488071570e-001  -3.829732589327192e-001   4.313774454312919e-002
 4.148291082802554e+000   1.665449738542814e-001  -3.832590287115585e-001   4.349999801202645e-002
 4.160976433121025e+000   1.665099785372436e-001  -3.834970690160939e-001   4.374924098183702e-002
 4.173661783439497e+000   1.664599130749868e-001  -3.836850710505367e-001   4.392270108208657e-002
 4.186347133757968e+000   1.664111146523335e-001  -3.838257496832944e-001   4.405456706955513e-002
 4.199032484076439e+000   1.663739938133747e-001  -3.839244844272236e-001   4.417420561609892e-002
 4.211717834394911e+000   1.663531342474053e-001  -3.839867235316115e-001   4.430533735096985e-002
 4.224403184713382e+000   1.663494968262615e-001  -3.840167631607493e-001   4.446587896167408e-002
 4.237088535031854e+000   1.663630397294101e-001  -3.840180808985346e-001   4.466804857645905e-002
 4.249773885350325e+000   1.663946963713900e-001  -3.839931330856013e-001   4.491839033179752e-002
 4.262459235668796e+000   1.664464222157752e-001  -3.839424449853794e-001   4.521820868749556e-002
 4.275144585987268e+000   1.665177608206537e-001  -3.838644457040976e-001   4.556352428773594e-002
 4.287829936305739e+000   1.666035934991019e-001  -3.837530084255528e-001   4.594299150769157e-002
 4.300515286624211e+000   1.666951758035416e-001  -3.835929973813058e-001   4.633558482563055e-002
 4.313200636942682e+000   1.667807898680937e-001  -3.833630300124072e-001   4.671526239184247e-002
 4.325885987261153e+000   1.668493014076898e-001  -3.830479007863338e-001   4.706631927929263e-002
 4.338571337579625e+000   1.668999646903689e-001  -3.826448854760192e-001   4.739346297583567e-002
 4.351256687898096e+000   1.669421525432592e-001  -3.821579823139839e-001   4.771398430363513e-002
 4.363942038216568e+000   1.669841358842601e-001  -3.815965991259724e-001   4.805203715125799e-002
 4.376627388535039e+000   1.670274259268966e-001  -3.809775486329524e-001   4.843932572816539e-002
 4.389312738853510e+000   1.670689015722357e-001  -3.803209655752635e-001   4.890806318622191e-002
 4.401998089171982e+000   1.671073167588243e-001  -3.796449588225470e-001   4.947914115323113e-002
 4.414683439490453e+000   1.671459379089147e-001  -3.789645618590227e-001   5.016010879985220e-002
 4.427368789808925e+000   1.671891299707756e-001  -3.782949470704012e-001   5.095713983582101e-002
 4.440054140127396e+000   1.672413702499701e-001  -3.776535688349818e-001   5.188451852302217e-002
 4.452739490445867e+000   1.673086536588380e-001  -3.770601686031039e-001   5.296663247663121e-002
 4.465424840764339e+000   1.673987551410084e-001  -3.765362384398868e-001   5.423716655692106e-002
 4.478110191082810e+000   1.675209204505806e-001  -3.761057472373690e-001   5.573874293245689e-002
 4.490795541401282e+000   1.676878661483413e-001  -3.757952742207605e-001   5.752340495109786e-002
 4.503480891719753e+000   1.679195605823788e-001  -3.756322962803791e-001   5.964987662528565e-002
 4.516166242038224e+000   1.682453963652344e-001  -3.756434518554329e-001   6.217894604271869e-002
 4.528851592356696e+000   1.687044577316462e-001  -3.758522170212699e-001   6.517369614533404e-002
 4.541536942675167e+000   1.693477822108074e-001  -3.762741816491383e-001   6.870328015745336e-002
 4.554222292993639e+000   1.702451097467093e-001  -3.769104949544196e-001   7.284453323810647e-002
 4.566907643312110e+000   1.714951121850568e-001  -3.777422157038689e-001   7.768339406662507e-002
 4.579592993630581e+000   1.732331520019074e-001  -3.787300174068587e-001   8.331636222024981e-002
 4.592278343949053e+000   1.756351213722223e-001  -3.798197492042097e-001   8.984723005108623e-002
 4.604963694267524e+000   1.789181843332428e-001  -3.809519059456782e-001   9.737932537933135e-002
 4.617649044585996e+000   1.833392072064188e-001  -3.820717649117967e-001   1.060055960874175e-001
 4.630334394904467e+000   1.891861983780787e-001  -3.831402869495957e-001   1.157948815083585e-001
 4.643019745222938e+000   1.967633775972788e-001  -3.841452455260402e-001   1.267740561058297e-001
 4.655705095541410e+000   2.063719283025263e-001  -3.851055950407632e-001   1.389091380053507e-001
 4.668390445859881e+000   2.182884480453997e-001  -3.860633443262591e-001   1.520892883203097e-001
 4.681075796178353e+000   2.327473397291154e-001  -3.870613349858005e-001   1.661222543929489e-001
 4.693761146496824e+000   2.499365384851792e-001  -3.881144196919595e-001   1.807420388958685e-001
 4.706446496815295e+000   2.700007851517617e-001  -3.891883104002453e-001   1.956171441434170e-001
 4.719131847133767e+000   2.930347936539271e-001  -3.901983571689492e-001   2.103532089265759e-001
 4.731817197452238e+000   3.190558274925038e-001  -3.910280317180873e-001   2.245007008809084e-001
 4.744502547770710e+000   3.479595835873210e-001  -3.915537408389144e-001   2.375747708136788e-001
 4.757187898089181e+000   3.794724430068631e-001  -3.916648203550115e-001   2.490826285605007e-001
 4.769873248407652e+000   4.131058851029963e-001  -3.912683008867501e-001   2.585467254605605e-001
 4.782558598726124e+000   4.480944764367391e-001  -3.902558744077190e-001   2.655174505074978e-001
 4.795243949044595e+000   4.833049519255051e-001  -3.884203888707800e-001   2.695750173392681e-001
 4.807929299363067e+000   5.171000205172894e-001  -3.853435732326500e-001   2.703162030468461e-001
 4.820614649681538e+000   5.471958902437196e-001  -3.803014868757441e-001   2.673253704386883e-001
 4.833300000000009e+000   5.705638026846301e-001  -3.722188636445555e-001   2.601565895239063e-001
