---- AnyBody Output File ---------------------------------
Study: Main.MarkerModelStudy
Operation: Main.MarkerModelStudy.KinematicAnalysis
----------------------------------------------------------
Constants (Name = Value): 
Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.FileName = "RKNE.txt"
Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.Search = 
Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.SepSign = "  "
Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.LineSepSign = ""
Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.Header.TitleSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.Header.ConstSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.Header.VarSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.Header.ColumnNamesOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.Header.LinePrefix = ""
Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.NumberFormat.Digits = 15
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MarkerModelStudy.t
col1  Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.px
col2  Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.py
col3  Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.pz
----------------------------------------------------------
Main.MarkerModelStudy.t  Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.px  Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.py  Main.MarkerModelStudy.MarkerModel.Markers.RKNE.MarkerPositionFile.pz
 3.082721656050957e+000  -1.139252189890931e+000  -5.066263157232875e-001   4.797286851965465e-001
 3.095407006369428e+000  -1.133043275523036e+000  -5.073982171210940e-001   4.791591295108871e-001
 3.108092356687899e+000  -1.127262148493111e+000  -5.080652839627011e-001   4.786202718606133e-001
 3.120777707006371e+000  -1.121859802888249e+000  -5.086450264554154e-001   4.781431422198093e-001
 3.133463057324842e+000  -1.116764088470462e+000  -5.091472667652388e-001   4.777409112065805e-001
 3.146148407643314e+000  -1.111891839808936e+000  -5.095742529386513e-001   4.774041230350252e-001
 3.158833757961785e+000  -1.107168831840536e+000  -5.099274516674003e-001   4.771125079889629e-001
 3.171519108280256e+000  -1.102538026915192e+000  -5.102126369968301e-001   4.768441858617379e-001
 3.184204458598728e+000  -1.097955545856486e+000  -5.104408508524597e-001   4.765781880590528e-001
 3.196889808917199e+000  -1.093383509524863e+000  -5.106243904469806e-001   4.762942305000855e-001
 3.209575159235671e+000  -1.088786431954716e+000  -5.107724210732234e-001   4.759738056270486e-001
 3.222260509554142e+000  -1.084130943649513e+000  -5.108899910415543e-001   4.756034472579837e-001
 3.234945859872613e+000  -1.079385733166131e+000  -5.109802349334813e-001   4.751782655818254e-001
 3.247631210191085e+000  -1.074519522707149e+000  -5.110465331638647e-001   4.747029313689877e-001
 3.260316560509556e+000  -1.069499735919589e+000  -5.110934637936636e-001   4.741902543782250e-001
 3.273001910828028e+000  -1.064294505602807e+000  -5.111268543892776e-001   4.736600918632382e-001
 3.285687261146499e+000  -1.058874755273761e+000  -5.111519253029837e-001   4.731376132036327e-001
 3.298372611464970e+000  -1.053212763811208e+000  -5.111721596789480e-001   4.726497166972827e-001
 3.311057961783442e+000  -1.047276475349984e+000  -5.111902408662346e-001   4.722206389085552e-001
 3.323743312101913e+000  -1.041023349714078e+000  -5.112085140418874e-001   4.718672403543218e-001
 3.336428662420385e+000  -1.034398298417725e+000  -5.112275052572597e-001   4.715961352507327e-001
 3.349114012738856e+000  -1.027335711170272e+000  -5.112444233098319e-001   4.714036740536717e-001
 3.361799363057327e+000  -1.019762786318856e+000  -5.112537973492455e-001   4.712778425820474e-001
 3.374484713375799e+000  -1.011601631413736e+000  -5.112495801984266e-001   4.712001171714782e-001
 3.387170063694270e+000  -1.002769679182231e+000  -5.112247561053934e-001   4.711477083702737e-001
 3.399855414012742e+000  -9.931765575383028e-001  -5.111683715428281e-001   4.710968439429373e-001
 3.412540764331213e+000  -9.827204940949439e-001  -5.110652730575367e-001   4.710257418236277e-001
 3.425226114649684e+000  -9.712880289502233e-001  -5.108996099920660e-001   4.709165346303050e-001
 3.437911464968156e+000  -9.587545594161278e-001  -5.106590069032023e-001   4.707557385728309e-001
 3.450596815286627e+000  -9.449825697534939e-001  -5.103370826486787e-001   4.705327831660593e-001
 3.463282165605099e+000  -9.298200989709751e-001  -5.099336071787137e-001   4.702359818018311e-001
 3.475967515923570e+000  -9.131012464630859e-001  -5.094518558563655e-001   4.698451886343581e-001
 3.488652866242041e+000  -8.946574589263434e-001  -5.088959198322497e-001   4.693261193110330e-001
 3.501338216560513e+000  -8.743476444724379e-001  -5.082738909413437e-001   4.686369107385270e-001
 3.514023566878984e+000  -8.520922775061339e-001  -5.076040697952441e-001   4.677473132833374e-001
 3.526708917197456e+000  -8.278912859790854e-001  -5.069141002185492e-001   4.666580839704780e-001
 3.539394267515927e+000  -8.018266889224734e-001  -5.062342524755568e-001   4.654156639599524e-001
 3.552079617834398e+000  -7.740592539447825e-001  -5.055935103430143e-001   4.641233152579904e-001
 3.564764968152870e+000  -7.448184099621288e-001  -5.050154883433744e-001   4.629407092456309e-001
 3.577450318471341e+000  -7.143879045317265e-001  -5.045095719622599e-001   4.620659129957020e-001
 3.590135668789813e+000  -6.830905626901349e-001  -5.040638223219612e-001   4.617030333757897e-001
 3.602821019108284e+000  -6.512663810087578e-001  -5.036455085658401e-001   4.620215377069261e-001
 3.615506369426755e+000  -6.192400452275322e-001  -5.032088919165340e-001   4.631213436422834e-001
 3.628191719745227e+000  -5.872868265717335e-001  -5.027077047132484e-001   4.650220434916554e-001
 3.640877070063698e+000  -5.556102135891246e-001  -5.021087094246446e-001   4.676748540784747e-001
 3.653562420382170e+000  -5.243422451185209e-001  -5.013975804720279e-001   4.709849314038713e-001
 3.666247770700641e+000  -4.935660966515438e-001  -5.005745586127316e-001   4.748324088537862e-001
 3.678933121019112e+000  -4.633514169525855e-001  -4.996477477525346e-001   4.790893782565650e-001
 3.691618471337584e+000  -4.337788804392363e-001  -4.986306211910047e-001   4.836293379286835e-001
 3.704303821656055e+000  -4.049405098232509e-001  -4.975418183746241e-001   4.883278215292459e-001
 3.716989171974527e+000  -3.769323675094898e-001  -4.964077928610365e-001   4.930608766230712e-001
 3.729674522292998e+000  -3.498500567660302e-001  -4.952653520573361e-001   4.977023102651054e-001
 3.742359872611469e+000  -3.237826986215386e-001  -4.941571926610017e-001   5.021172730608783e-001
 3.755045222929941e+000  -2.988099756935144e-001  -4.931226231545769e-001   5.061588381548643e-001
 3.767730573248412e+000  -2.750025360095840e-001  -4.921898066370762e-001   5.096726712629391e-001
 3.780415923566884e+000  -2.524211754044368e-001  -4.913719710384570e-001   5.125090794187462e-001
 3.793101273885355e+000  -2.311096525221724e-001  -4.906661876345865e-001   5.145390310991619e-001
 3.805786624203826e+000  -2.110840307307559e-001  -4.900562173111809e-001   5.156693534980936e-001
 3.818471974522298e+000  -1.923259413686345e-001  -4.895194153218277e-001   5.158508394830424e-001
 3.831157324840769e+000  -1.747811420692511e-001  -4.890348378049865e-001   5.150792392476969e-001
 3.843842675159241e+000  -1.583576157066050e-001  -4.885884264507200e-001   5.133936452663481e-001
 3.856528025477712e+000  -1.429238535976237e-001  -4.881763207954815e-001   5.108759274014046e-001
 3.869213375796183e+000  -1.283105217232876e-001  -4.878060110527772e-001   5.076524442298737e-001
 3.881898726114655e+000  -1.143145102416669e-001  -4.874906293384242e-001   5.038911290309309e-001
 3.894584076433126e+000  -1.007060397318806e-001  -4.872385949149303e-001   4.997897491412875e-001
 3.907269426751598e+000  -8.723904687482167e-002  -4.870447968498661e-001   4.955571727017185e-001
 3.919954777070069e+000  -7.366250504704812e-002  -4.868877765405983e-001   4.913904957250189e-001
 3.932640127388540e+000  -5.973221840651871e-002  -4.867330898162195e-001   4.874550492775793e-001
 3.945325477707012e+000  -4.522698014435708e-002  -4.865419328050625e-001   4.838773953860925e-001
 3.958010828025483e+000  -2.997147797364978e-002  -4.862837511951860e-001   4.807504392798618e-001
 3.970696178343955e+000  -1.385965367363221e-002  -4.859484558503956e-001   4.781421040700263e-001
 3.983381528662426e+000   3.124294724572391e-003  -4.855534507218834e-001   4.760986987722425e-001
 3.996066878980897e+000   2.089531668096513e-002  -4.851438197829502e-001   4.746440205715620e-001
 4.008752229299368e+000   3.927534400914383e-002  -4.847881811268848e-001   4.737822508516872e-001
 4.021437579617840e+000   5.802683768355593e-002  -4.845677816618074e-001   4.735064533511875e-001
 4.034122929936311e+000   7.690052756098587e-002  -4.845586897576812e-001   4.738002784503187e-001
 4.046808280254783e+000   9.568002068283073e-002  -4.848120101819544e-001   4.746241566669307e-001
 4.059493630573254e+000   1.141957243237669e-001  -4.853403413768206e-001   4.758904379404483e-001
 4.072178980891725e+000   1.322847379098815e-001  -4.861209410296890e-001   4.774499147303354e-001
 4.084864331210197e+000   1.497207399134988e-001  -4.871144246621694e-001   4.791081637458850e-001
 4.097549681528668e+000   1.661936197687781e-001  -4.882828345740717e-001   4.806676602815940e-001
 4.110235031847140e+000   1.813892548619199e-001  -4.895935370040330e-001   4.819722623884900e-001
 4.122920382165611e+000   1.951186682963126e-001  -4.910072749727242e-001   4.829342015318879e-001
 4.135605732484082e+000   2.073860453388742e-001  -4.924669349792041e-001   4.835368656769259e-001
 4.148291082802554e+000   2.183439757164127e-001  -4.939093776364557e-001   4.838186308303236e-001
 4.160976433121025e+000   2.281900346770365e-001  -4.952880851186964e-001   4.838471838841927e-001
 4.173661783439497e+000   2.370808893639137e-001  -4.965831586729859e-001   4.836933556638695e-001
 4.186347133757968e+000   2.451055268645540e-001  -4.977980306294795e-001   4.834156340971811e-001
 4.199032484076439e+000   2.523101886590525e-001  -4.989494860511815e-001   4.830576877503929e-001
 4.211717834394911e+000   2.587375472610758e-001  -5.000549927417620e-001   4.826542665353028e-001
 4.224403184713382e+000   2.644489806337582e-001  -5.011234965689819e-001   4.822373993679165e-001
 4.237088535031854e+000   2.695241929554724e-001  -5.021522239764273e-001   4.818364901074449e-001
 4.249773885350325e+000   2.740499200868515e-001  -5.031274708713699e-001   4.814760148696303e-001
 4.262459235668796e+000   2.781125220118431e-001  -5.040277438738772e-001   4.811749109535804e-001
 4.275144585987268e+000   2.817999260313903e-001  -5.048266538130745e-001   4.809448938069563e-001
 4.287829936305739e+000   2.852059771292106e-001  -5.054960927774601e-001   4.807880503111232e-001
 4.300515286624211e+000   2.884294737341441e-001  -5.060113742450242e-001   4.806971798397950e-001
 4.313200636942682e+000   2.915664197877867e-001  -5.063559284333109e-001   4.806583098985487e-001
 4.325885987261153e+000   2.946993509351795e-001  -5.065246328594119e-001   4.806528523618082e-001
 4.338571337579625e+000   2.978911482921706e-001  -5.065260880911112e-001   4.806595927229189e-001
 4.351256687898096e+000   3.011887078684814e-001  -5.063832440282864e-001   4.806568070555328e-001
 4.363942038216568e+000   3.046315222280980e-001  -5.061312795878918e-001   4.806247142641885e-001
 4.376627388535039e+000   3.082560190423166e-001  -5.058122941120278e-001   4.805478648292968e-001
 4.389312738853510e+000   3.120931490799722e-001  -5.054675772109850e-001   4.804163750115190e-001
 4.401998089171982e+000   3.161637889244022e-001  -5.051321578970838e-001   4.802269086081744e-001
 4.414683439490453e+000   3.204809143570479e-001  -5.048313326319114e-001   4.799819203916326e-001
 4.427368789808925e+000   3.250591459034686e-001  -5.045765758913970e-001   4.796860607313536e-001
 4.440054140127396e+000   3.299243258782696e-001  -5.043637069894054e-001   4.793449674673448e-001
 4.452739490445867e+000   3.351150912337622e-001  -5.041772845664142e-001   4.789681710147273e-001
 4.465424840764339e+000   3.406772337075626e-001  -5.039996534011809e-001   4.785701541717494e-001
 4.478110191082810e+000   3.466583987208025e-001  -5.038186290637617e-001   4.781677154912428e-001
 4.490795541401282e+000   3.531064148496281e-001  -5.036298013051453e-001   4.777778946466805e-001
 4.503480891719753e+000   3.600696048850048e-001  -5.034339797011664e-001   4.774170266227650e-001
 4.516166242038224e+000   3.675992195435234e-001  -5.032328044024967e-001   4.770980869436491e-001
 4.528851592356696e+000   3.757536866849909e-001  -5.030233426406170e-001   4.768251559446479e-001
 4.541536942675167e+000   3.846026119018877e-001  -5.027928468673663e-001   4.765887549407595e-001
 4.554222292993639e+000   3.942273269129329e-001  -5.025179951568735e-001   4.763684275867531e-001
 4.566907643312110e+000   4.047155420119158e-001  -5.021716499360587e-001   4.761408787644139e-001
 4.579592993630581e+000   4.161554082983511e-001  -5.017327016984692e-001   4.758886648966257e-001
 4.592278343949053e+000   4.286368770569500e-001  -5.011908797287171e-001   4.756069119841445e-001
 4.604963694267524e+000   4.422575807823907e-001  -5.005478767703929e-001   4.753041645380991e-001
 4.617649044585996e+000   4.571284857016350e-001  -4.998200880880681e-001   4.749968840712261e-001
 4.630334394904467e+000   4.733752111171646e-001  -4.990427358918888e-001   4.747030628318915e-001
 4.643019745222938e+000   4.911358683697832e-001  -4.982726203605976e-001   4.744383760628507e-001
 4.655705095541410e+000   5.105592182968047e-001  -4.975863116135116e-001   4.742138859216087e-001
 4.668390445859881e+000   5.317978967246445e-001  -4.970751361434416e-001   4.740433617445236e-001
 4.681075796178353e+000   5.549942158569076e-001  -4.968400979294089e-001   4.739640897011590e-001
 4.693761146496824e+000   5.802689255069993e-001  -4.969902282657340e-001   4.740593591973499e-001
 4.706446496815295e+000   6.077126479872804e-001  -4.976395999431544e-001   4.744729793009929e-001
 4.719131847133767e+000   6.373703580095740e-001  -4.988943608512179e-001   4.754084293192657e-001
 4.731817197452238e+000   6.692120888467985e-001  -5.008300872087966e-001   4.771030505594002e-001
 4.744502547770710e+000   7.030871360178664e-001  -5.034619978931889e-001   4.797721888830298e-001
 4.757187898089181e+000   7.386569996010737e-001  -5.067071273226255e-001   4.835273263847479e-001
 4.769873248407652e+000   7.753061763690556e-001  -5.103414015446647e-001   4.882881044084445e-001
 4.782558598726124e+000   8.120252061174891e-001  -5.139449579545513e-001   4.936974267624197e-001
 4.795243949044595e+000   8.472762247726904e-001  -5.168376504340422e-001   4.990481828010842e-001
 4.807929299363067e+000   8.788347336074139e-001  -5.180138243086651e-001   5.032219595841869e-001
 4.820614649681538e+000   9.036441183740811e-001  -5.160973775002996e-001   5.046649321800414e-001
 4.833300000000009e+000   9.177297471250527e-001  -5.093242460045772e-001   5.014021882189597e-001
