---- AnyBody Output File ---------------------------------
Study: Main.MarkerModelStudy
Operation: Main.MarkerModelStudy.KinematicAnalysis
----------------------------------------------------------
Constants (Name = Value): 
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.FileName = "LTIB.txt"
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.Search = 
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.SepSign = "  "
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.LineSepSign = ""
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.Header.TitleSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.Header.ConstSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.Header.VarSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.Header.ColumnNamesOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.Header.LinePrefix = ""
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.NumberFormat.Digits = 15
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MarkerModelStudy.t
col1  Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.px
col2  Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.py
col3  Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.pz
----------------------------------------------------------
Main.MarkerModelStudy.t  Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.px  Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.py  Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.pz
 3.704303821656055e+000  -4.502517601299357e-001  -1.798821552431286e-001   1.832238478408926e-001
 3.716989171974527e+000  -4.492238977907922e-001  -1.800533777171112e-001   1.832733132227916e-001
 3.729674522292998e+000  -4.481284289757033e-001  -1.802813865815053e-001   1.833510449219537e-001
 3.742359872611469e+000  -4.469633174155887e-001  -1.805439591768474e-001   1.834438294891999e-001
 3.755045222929941e+000  -4.457326957546748e-001  -1.808185740767033e-001   1.835404636395169e-001
 3.767730573248412e+000  -4.444440169731225e-001  -1.810827363289926e-001   1.836341364456011e-001
 3.780415923566884e+000  -4.431080665191177e-001  -1.813142882413507e-001   1.837232266554290e-001
 3.793101273885355e+000  -4.417369515576529e-001  -1.814921525777260e-001   1.838108321157943e-001
 3.805786624203826e+000  -4.403378749310463e-001  -1.815978962559759e-001   1.839052480173828e-001
 3.818471974522298e+000  -4.389089826561923e-001  -1.816195053447021e-001   1.840191427224212e-001
 3.831157324840769e+000  -4.374433565947021e-001  -1.815551437250890e-001   1.841675684183731e-001
 3.843842675159241e+000  -4.359340715485616e-001  -1.814120457391665e-001   1.843671899502923e-001
 3.856528025477712e+000  -4.343744940601771e-001  -1.812012171744520e-001   1.846365097475162e-001
 3.869213375796183e+000  -4.327555704211216e-001  -1.809321988217879e-001   1.849961414395358e-001
 3.881898726114655e+000  -4.310607244206060e-001  -1.806093800877568e-001   1.854700051982381e-001
 3.894584076433126e+000  -4.292617896068981e-001  -1.802313481849275e-001   1.860859038638434e-001
 3.907269426751598e+000  -4.273182114680842e-001  -1.797925841813176e-001   1.868752258930989e-001
 3.919954777070069e+000  -4.251758239995440e-001  -1.792819964523321e-001   1.878781191326133e-001
 3.932640127388540e+000  -4.227654338826545e-001  -1.786799270612131e-001   1.891501187045548e-001
 3.945325477707012e+000  -4.200088201349257e-001  -1.779642958144223e-001   1.907490030462204e-001
 3.958010828025483e+000  -4.168237501211347e-001  -1.771189296614644e-001   1.927043038671731e-001
 3.970696178343955e+000  -4.131260236221442e-001  -1.761365885436551e-001   1.950130184168329e-001
 3.983381528662426e+000  -4.088334391488546e-001  -1.750208940872348e-001   1.976665285372665e-001
 3.996066878980897e+000  -4.038621121287849e-001  -1.737844093922253e-001   2.006656100342634e-001
 4.008752229299368e+000  -3.981172630117955e-001  -1.724444180700075e-001   2.040199077118837e-001
 4.021437579617840e+000  -3.914859789629204e-001  -1.710195967393951e-001   2.077462030518749e-001
 4.034122929936311e+000  -3.838350885075735e-001  -1.695262841073487e-001   2.118667362561203e-001
 4.046808280254783e+000  -3.750151351144991e-001  -1.679740793175251e-001   2.164056716421445e-001
 4.059493630573254e+000  -3.648667614841999e-001  -1.663645564069365e-001   2.213822287756434e-001
 4.072178980891725e+000  -3.532256618164967e-001  -1.646951727604368e-001   2.268002747172272e-001
 4.084864331210197e+000  -3.399276049986512e-001  -1.629669536313744e-001   2.326382072836537e-001
 4.097549681528668e+000  -3.248221254416546e-001  -1.611989666564403e-001   2.388454972580169e-001
 4.110235031847140e+000  -3.077935301226683e-001  -1.594476072003838e-001   2.453452110369158e-001
 4.122920382165611e+000  -2.887795277617858e-001  -1.578132529175016e-001   2.520382873619542e-001
 4.135605732484082e+000  -2.677837161844171e-001  -1.564221642914110e-001   2.588095074524522e-001
 4.148291082802554e+000  -2.448808083811063e-001  -1.553952402590957e-001   2.655342738400788e-001
 4.160976433121025e+000  -2.202121567906560e-001  -1.548282121482004e-001   2.720812569519961e-001
 4.173661783439497e+000  -1.939689619034540e-001  -1.547857470488159e-001   2.783111349634059e-001
 4.186347133757968e+000  -1.663622797053109e-001  -1.552969152395249e-001   2.840740637877012e-001
 4.199032484076439e+000  -1.375880620474974e-001  -1.563501396547064e-001   2.892055515036822e-001
 4.211717834394911e+000  -1.078037818559052e-001  -1.578945215092766e-001   2.935267135073159e-001
 4.224403184713382e+000  -7.712644197553729e-002  -1.598526344030513e-001   2.968545499887402e-001
 4.237088535031854e+000  -4.564630595011628e-002  -1.621394458525503e-001   2.990198044312742e-001
 4.249773885350325e+000  -1.343694838303348e-002  -1.646654045723630e-001   2.998903828342395e-001
 4.262459235668796e+000   1.944198897256678e-002  -1.673337493544764e-001   2.993896397763884e-001
 4.275144585987268e+000   5.294312565098050e-002  -1.700562146924933e-001   2.975004691832038e-001
 4.287829936305739e+000   8.702857223291798e-002  -1.727662874948625e-001   2.942592060372951e-001
 4.300515286624211e+000   1.216668136361344e-001  -1.754133552637154e-001   2.897578111951689e-001
 4.313200636942682e+000   1.568272151365079e-001  -1.779552906960122e-001   2.841404154754709e-001
 4.325885987261153e+000   1.924746538619532e-001  -1.803560836784308e-001   2.775891157882633e-001
 4.338571337579625e+000   2.285680919606437e-001  -1.825839988185726e-001   2.703110904743609e-001
 4.351256687898096e+000   2.650599712638838e-001  -1.846104041725562e-001   2.625330909916435e-001
 4.363942038216568e+000   3.018911865562166e-001  -1.864081168107369e-001   2.544965719306895e-001
 4.376627388535039e+000   3.389825345493746e-001  -1.879480576074436e-001   2.464514807480957e-001
 4.389312738853510e+000   3.762337396705949e-001  -1.891940698335449e-001   2.386438819938182e-001
 4.401998089171982e+000   4.135280131177591e-001  -1.901020874059846e-001   2.312988957299287e-001
 4.414683439490453e+000   4.507242878452946e-001  -1.906285987501601e-001   2.246133755699800e-001
 4.427368789808925e+000   4.876400179899403e-001  -1.907397128024445e-001   2.187537723385087e-001
 4.440054140127396e+000   5.240421127399466e-001  -1.904209232733943e-001   2.138465146801105e-001
 4.452739490445867e+000   5.596482818522138e-001  -1.896891725530144e-001   2.099624316483079e-001
 4.465424840764339e+000   5.941310993029821e-001  -1.885989073354265e-001   2.071002270821153e-001
 4.478110191082810e+000   6.271305459243395e-001  -1.872387840682671e-001   2.051747247588234e-001
 4.490795541401282e+000   6.582778171380382e-001  -1.857232294546207e-001   2.040161554581358e-001
 4.503480891719753e+000   6.872241366130414e-001  -1.841828165492387e-001   2.033844870689621e-001
 4.516166242038224e+000   7.136741130918981e-001  -1.827534603382576e-001   2.029968150423068e-001
 4.528851592356696e+000   7.374261438246614e-001  -1.815588913105485e-001   2.025719193546099e-001
 4.541536942675167e+000   7.584179744077851e-001  -1.806873493451719e-001   2.018869998083989e-001
 4.554222292993639e+000   7.767518513971692e-001  -1.801755669412364e-001   2.008248863169136e-001
 4.566907643312110e+000   7.926827581991500e-001  -1.800044580069136e-001   1.993946871711101e-001
 4.579592993630581e+000   8.065714833786117e-001  -1.801060696183902e-001   1.977151616942546e-001
 4.592278343949053e+000   8.188264064569244e-001  -1.803769624855089e-001   1.959713655758910e-001
 4.604963694267524e+000   8.298376461934067e-001  -1.806957300658222e-001   1.943565844094871e-001
 4.617649044585996e+000   8.398998815293106e-001  -1.809505301071399e-001   1.930107301699157e-001
 4.630334394904467e+000   8.491510553102567e-001  -1.810758429424364e-001   1.919782393112395e-001
 4.643019745222938e+000   8.575949965465546e-001  -1.810648974438028e-001   1.912210510009322e-001
 4.655705095541410e+000   8.652112477059036e-001  -1.809475140476273e-001   1.906750953820447e-001
 4.668390445859881e+000   8.720423185358539e-001  -1.807660362205098e-001   1.902891161420632e-001
 4.681075796178353e+000   8.782065674263088e-001  -1.805612141700108e-001   1.900316656517835e-001
 4.693761146496824e+000   8.838859608157316e-001  -1.803653673451819e-001   1.898916916119139e-001
 4.706446496815295e+000   8.893269442201136e-001  -1.802043585168610e-001   1.898807369164530e-001
 4.719131847133767e+000   8.948255422302001e-001  -1.801088180203977e-001   1.900258172395280e-001
 4.731817197452238e+000   9.006675626652594e-001  -1.801207707714734e-001   1.903549955492300e-001
 4.744502547770710e+000   9.070519012908650e-001  -1.802830787107717e-001   1.908863022131989e-001
 4.757187898089181e+000   9.140189943255889e-001  -1.806177215759204e-001   1.916148001916712e-001
 4.769873248407652e+000   9.213669862154171e-001  -1.811020796807515e-001   1.924913304055539e-001
 4.782558598726124e+000   9.285288864954083e-001  -1.816418453672220e-001   1.933942415677609e-001
 4.795243949044595e+000   9.344298260111773e-001  -1.820415546456453e-001   1.941008705280045e-001
 4.807929299363067e+000   9.373465833192284e-001  -1.819766274429331e-001   1.942585378137630e-001
 4.820614649681538e+000   9.348176876365226e-001  -1.809755666917298e-001   1.933624772426228e-001
 4.833300000000009e+000   9.236202040694981e-001  -1.784143236937882e-001   1.907481976722585e-001
