Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristAbduction
 2.070000000000000e+000,-5.593960470346820e-001, 1.252472475081041e-001,-3.492917378376608e-001, 5.794543542159121e-001,-4.416842899536841e-001, 3.226629310761942e-001,-4.724815987513096e-001, 7.231542400336202e-002, 3.714554766062993e-002, 3.377497887927796e-001, 1.246684355918778e-001, 2.344519450755791e-001, 1.185530170746838e-001
 2.080000000000000e+000,-5.611899878773766e-001, 1.229883827142495e-001,-3.492982858585120e-001, 5.797889897039344e-001,-4.413475770481861e-001, 3.211347105211412e-001,-4.814872795809699e-001, 7.262428553191647e-002, 3.451528801425286e-002, 3.371639222971594e-001, 1.180486925381813e-001, 2.311751242752314e-001, 1.157239954155007e-001
 2.090000000000000e+000,-5.629327349236859e-001, 1.211617464892087e-001,-3.493044881563517e-001, 5.800194750652354e-001,-4.410855470226798e-001, 3.199333451848929e-001,-4.898979413451792e-001, 7.286182502783763e-002, 3.180083892882935e-002, 3.368937782524700e-001, 1.123407865411600e-001, 2.272947248874864e-001, 1.131273312470341e-001
 2.100000000000000e+000,-5.645701107427587e-001, 1.197251487685891e-001,-3.493103003210368e-001, 5.801640936753384e-001,-4.408887173584524e-001, 3.190189156147621e-001,-4.976610938728927e-001, 7.302575786493099e-002, 2.911092898878769e-002, 3.368670257387066e-001, 1.075506703682975e-001, 2.228928702224255e-001, 1.107737526743213e-001
 2.110000000000000e+000,-5.660376841202701e-001, 1.185819393706269e-001,-3.493155861344822e-001, 5.802566932142608e-001,-4.407377675177551e-001, 3.183098123413785e-001,-5.046881801031222e-001, 7.310743021791534e-002, 2.657702538073761e-002, 3.369963723212060e-001, 1.036866184201563e-001, 2.180788183212690e-001, 1.086658060716281e-001
 2.120000000000000e+000,-5.672718722863789e-001, 1.176055779327654e-001,-3.493201368797540e-001, 5.803387851941382e-001,-4.406082394440158e-001, 3.177025375247383e-001,-5.108651355930953e-001, 7.309368769827997e-002, 2.434088774932730e-002, 3.371860559585374e-001, 1.007558137266224e-001, 2.129881919607715e-001, 1.067961006189347e-001
 2.130000000000000e+000,-5.682230981229218e-001, 1.166805013021186e-001,-3.493237304416701e-001, 5.804471150646214e-001,-4.404781438712475e-001, 3.171039526236668e-001,-5.160722791902732e-001, 7.297152994686910e-002, 2.253991475043561e-002, 3.373401651621385e-001, 9.876197230576451e-002, 2.077776138777876e-001, 1.051522906480283e-001
 2.140000000000000e+000,-5.688645405473681e-001, 1.157376601790416e-001,-3.493261919063458e-001, 5.806032203571433e-001,-4.403344653277102e-001, 3.164589854588407e-001,-5.202031491483199e-001, 7.273297090559198e-002, 2.129552199110713e-002, 3.373713589395024e-001, 9.769960119922284e-002, 2.026169051712297e-001, 1.037239741698195e-001
 2.150000000000000e+000,-5.691932089855096e-001, 1.147699197202419e-001,-3.493274296392054e-001, 5.808092786453153e-001,-4.401758682598187e-001, 3.157622064333008e-001,-5.231751505919176e-001, 7.237856263086974e-002, 2.070502514502385e-002, 3.372092721767386e-001, 9.754625313097115e-002, 1.976833944834848e-001, 1.025036616807824e-001
 2.160000000000000e+000,-5.692253887616641e-001, 1.138270584467926e-001,-3.493274411970431e-001, 5.810500341599767e-001,-4.400116358653792e-001, 3.150532616797827e-001,-5.249316505326904e-001, 7.191936134057714e-002, 2.083549676033836e-002, 3.368090414090929e-001, 9.826019251586886e-002, 1.931582905085350e-001, 1.014824811113609e-001
 2.170000000000000e+000,-5.689892318616104e-001, 1.129977591602707e-001,-3.493262927271505e-001, 5.812985019501896e-001,-4.398582416941825e-001, 3.144021561191757e-001,-5.254379200580517e-001, 7.137693475412034e-002, 2.171928494254620e-002, 3.361588335459455e-001, 9.978379395408242e-002, 1.892209507898139e-001, 1.006470783870171e-001
