Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Right.HipFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Right.HipAbduction.Pos[0],Main.HumanModel.BodyModel.Interface.Right.HipExternalRotation.Pos[0],Main.HumanModel.BodyModel.Interface.Right.KneeFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Right.AnklePlantarFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Right.SubTalarEversion.Pos[0]
  3.250000000000000e+00,  1.657637065272871e-02,  1.107416976090598e-01,  1.512011710797195e-01,  8.094381952941400e-01, -1.523184286170277e-01,  1.665479301578758e-01
  3.260000000000000e+00,  2.250532700720505e-02,  1.086038889424183e-01,  1.527721201678600e-01,  7.983046949833736e-01, -1.618829282994207e-01,  1.723124334809572e-01
  3.270000000000000e+00,  2.842942102007525e-02,  1.064287697888913e-01,  1.543478263209107e-01,  7.865301782476890e-01, -1.708101046767569e-01,  1.777030907435626e-01
  3.280000000000000e+00,  3.435461320006952e-02,  1.042168289317107e-01,  1.559332443412121e-01,  7.741422989205817e-01, -1.790981959554289e-01,  1.827242260116456e-01
  3.290000000000000e+00,  4.028324342638642e-02,  1.019687789451538e-01,  1.575333885621106e-01,  7.611651764768709e-01, -1.867485125340497e-01,  1.873794966758483e-01
  3.300000000000000e+00,  4.621413405371134e-02,  9.968569859602239e-02,  1.591532812676963e-01,  7.476197153691555e-01, -1.937646596026042e-01,  1.916720099537586e-01
  3.310000000000000e+00,  5.214282626992586e-02,  9.736920118843018e-02,  1.607979121192744e-01,  7.335240898502039e-01, -2.001519149861370e-01,  1.956044668015207e-01
  3.320000000000000e+00,  5.806193561227648e-02,  9.502162156022087e-02,  1.624721920641791e-01,  7.188943903948880e-01, -2.059167445430151e-01,  1.991792783301654e-01
  3.330000000000000e+00,  6.396160712893395e-02,  9.264621036768439e-02,  1.641808825069633e-01,  7.037454220042774e-01, -2.110664339055959e-01,  2.023986150057170e-01
  3.340000000000000e+00,  6.983004623880960e-02,  9.024732107271349e-02,  1.659284803043329e-01,  6.880916375064309e-01, -2.156088175554123e-01,  2.052643694536209e-01
  3.350000000000000e+00,  7.565409830135930e-02,  8.783057317375631e-02,  1.677190416645769e-01,  6.719481811424436e-01, -2.195520926666741e-01,  2.077780360732054e-01
  3.360000000000000e+00,  8.141984862572028e-02,  8.540297490136339e-02,  1.695559333489590e-01,  6.553320097380727e-01, -2.229047137548787e-01,  2.099405315124918e-01
  3.370000000000000e+00,  8.711321507851556e-02,  8.297298988436919e-02,  1.714415074265183e-01,  6.382630514139799e-01, -2.256753724058906e-01,  2.117519964940049e-01
  3.380000000000000e+00,  9.272050740881370e-02,  8.055053496311948e-02,  1.733767057553226e-01,  6.207653553727255e-01, -2.278730720414521e-01,  2.132116296077613e-01
  3.390000000000000e+00,  9.822893042475914e-02,  7.814690015070580e-02,  1.753606114755502e-01,  6.028681814036078e-01, -2.295073090495277e-01,  2.143176065184892e-01
  3.400000000000000e+00,  1.036270119499964e-01,  7.577458631524858e-02,  1.773899760947556e-01,  5.846069744097547e-01, -2.305883679488230e-01,  2.150671334825743e-01
  3.410000000000000e+00,  1.089049405446190e-01,  7.344706118090505e-02,  1.794587609759674e-01,  5.660241679904249e-01, -2.311277297254290e-01,  2.154566726874738e-01
  3.420000000000000e+00,  1.140548020573476e-01,  7.117843934698720e-02,  1.815577399671288e-01,  5.471697620330088e-01, -2.311385801766769e-01,  2.154823597989041e-01
  3.430000000000000e+00,  1.190707080448079e-01,  6.898309697647931e-02,  1.836742142866192e-01,  5.281016231771325e-01, -2.306363906680024e-01,  2.151406127632250e-01
  3.440000000000000e+00,  1.239488131825596e-01,  6.687523632181125e-02,  1.857918906276845e-01,  5.088854642823522e-01, -2.296395292368561e-01,  2.144289073296768e-01
  3.450000000000000e+00,  1.286872230476380e-01,  6.486841912841146e-02,  1.878909679888196e-01,  4.895944704702857e-01, -2.281698476865734e-01,  2.133466712634979e-01
  3.460000000000000e+00,  1.332857982652679e-01,  6.297509095552378e-02,  1.899484676492267e-01,  4.703085549175328e-01, -2.262531824233346e-01,  2.118962285395206e-01
  3.470000000000000e+00,  1.377458660655361e-01,  6.120612041254181e-02,  1.919388240769221e-01,  4.511132473469665e-01, -2.239197052565985e-01,  2.100837098717590e-01
  3.480000000000000e+00,  1.420698557609184e-01,  5.957037796445697e-02,  1.938347331099291e-01,  4.320982408824198e-01, -2.212040665061746e-01,  2.079198394817747e-01
  3.490000000000000e+00,  1.462608800316135e-01,  5.807437809994220e-02,  1.956082289217898e-01,  4.133556468298260e-01, -2.181452867916879e-01,  2.054205120641524e-01
  3.500000000000000e+00,  1.503222884188327e-01,  5.672200615802669e-02,  1.972319353438368e-01,  3.949780294137669e-01, -2.147863747427144e-01,  2.026070891617373e-01
  3.510000000000000e+00,  1.542572221951058e-01,  5.551434701213531e-02,  1.986804129927320e-01,  3.770563106160473e-01, -2.111736730914885e-01,  1.995063695252762e-01
  3.520000000000000e+00,  1.580681999416526e-01,  5.444962735611525e-02,  1.999315046198419e-01,  3.596776465463404e-01, -2.073559616901813e-01,  1.961502205477891e-01
  3.530000000000000e+00,  1.617565897241790e-01,  5.352326137777297e-02,  2.009676457934323e-01,  3.429233616701197e-01, -2.033832736343927e-01,  1.925744097867390e-01
  3.540000000000000e+00,  1.653230514662812e-01,  5.272810635154279e-02,  2.017766070433336e-01,  3.268671510749682e-01, -1.993060512509773e-01,  1.888194930529702e-01
  3.550000000000000e+00,  1.687662044183277e-01,  5.205460917101679e-02,  2.023525678586826e-01,  3.115733312850046e-01, -1.951733533657072e-01,  1.849270817380917e-01
  3.560000000000000e+00,  1.720833273618024e-01,  5.149130157813264e-02,  2.026962119525922e-01,  2.970956302321578e-01, -1.910319636770801e-01,  1.809402501751248e-01
  3.570000000000000e+00,  1.752701365500325e-01,  5.102522219824324e-02,  2.028146658686431e-01,  2.834762111423052e-01, -1.869251646217319e-01,  1.769019365122849e-01
  3.580000000000000e+00,  1.783208450888442e-01,  5.064242129471852e-02,  2.027209623699517e-01,  2.707450902664358e-01, -1.828917332191974e-01,  1.728538100311481e-01
  3.590000000000000e+00,  1.812282787821856e-01,  5.032848662288214e-02,  2.024331167709744e-01,  2.589199156307562e-01, -1.789651076912478e-01,  1.688352902314780e-01
  3.600000000000000e+00,  1.839840328425677e-01,  5.006906098230002e-02,  2.019728917627996e-01,  2.480060832658929e-01, -1.751727389289319e-01,  1.648827611269282e-01
  3.610000000000000e+00,  1.865786575498042e-01,  4.985032260262168e-02,  2.013643542102617e-01,  2.379971556303471e-01, -1.715356263210503e-01,  1.610290019914304e-01
  3.620000000000000e+00,  1.890018666650039e-01,  4.965940223069998e-02,  2.006323440999997e-01,  2.288755399438380e-01, -1.680680270437734e-01,  1.573028363149453e-01
  3.630000000000000e+00,  1.912427686427089e-01,  4.948471571851853e-02,  1.998009799943654e-01,  2.206133811410878e-01, -1.647773222274067e-01,  1.537289854522807e-01
  3.640000000000000e+00,  1.932901258566953e-01,  4.931619775397000e-02,  1.988923174586822e-01,  2.131736244313287e-01, -1.616640225223896e-01,  1.503281026669334e-01
  3.650000000000000e+00,  1.951326500261941e-01,  4.914543054039178e-02,  1.979252588643114e-01,  2.065112052697987e-01, -1.587218991602036e-01,  1.471169563015812e-01
  3.660000000000000e+00,  1.967593422822339e-01,  4.896566989652773e-02,  1.969147875528476e-01,  2.005743295035717e-01, -1.559382341032413e-01,  1.441087265295691e-01
  3.670000000000000e+00,  1.981598839538803e-01,  4.877177949401013e-02,  1.958715697969537e-01,  1.953058131341563e-01, -1.532941933960868e-01,  1.413133775084839e-01
  3.680000000000000e+00,  1.993250797119638e-01,  4.856009093082547e-02,  1.948019373646552e-01,  1.906444589015133e-01, -1.507653400161425e-01,  1.387380651468457e-01
  3.690000000000000e+00,  2.002473489254701e-01,  4.832821240982543e-02,  1.937082343314023e-01,  1.865264548534179e-01, -1.483223145670318e-01,  1.363875401040418e-01
  3.700000000000000e+00,  2.009212547106792e-01,  4.807481154789284e-02,  1.925894860136204e-01,  1.828867869931400e-01, -1.459317217423022e-01,  1.342645065679556e-01
  3.710000000000000e+00,  2.013440538016286e-01,  4.779939813241585e-02,  1.914423267983932e-01,  1.796606624921862e-01, -1.435572648881485e-01,  1.323699005865518e-01
  3.720000000000000e+00,  2.015162444183337e-01,  4.750213052840646e-02,  1.902621079468047e-01,  1.767849403520801e-01, -1.411611674623731e-01,  1.307030582020524e-01
  3.730000000000000e+00,  2.014420840049199e-01,  4.718366515825290e-02,  1.890440964741603e-01,  1.741995615981968e-01, -1.387059063158587e-01,  1.292617539684216e-01
  3.740000000000000e+00,  2.011300443011250e-01,  4.684506242372999e-02,  1.877846720261329e-01,  1.718489606920949e-01, -1.361562560809680e-01,  1.280421046980810e-01
  3.750000000000000e+00,  2.005931679843481e-01,  4.648775508959191e-02,  1.864824301012262e-01,  1.696834243885705e-01, -1.334816065133332e-01,  1.270383508775180e-01
  3.760000000000000e+00,  1.998492894271351e-01,  4.611357706454888e-02,  1.851391067032632e-01,  1.676603454901178e-01, -1.306584673010094e-01,  1.262425478055625e-01
  3.770000000000000e+00,  1.989210824525222e-01,  4.572484240111208e-02,  1.837602511005132e-01,  1.657452997115633e-01, -1.276730215950760e-01,  1.256442179386207e-01
  3.780000000000000e+00,  1.978359009123229e-01,  4.532445698820231e-02,  1.823555893277513e-01,  1.639128580500815e-01, -1.245235364499371e-01,  1.252300324310356e-01
  3.790000000000000e+00,  1.966253839785939e-01,  4.491603958981538e-02,  1.809390407882469e-01,  1.621470389472218e-01, -1.212223931110803e-01,  1.249836003273548e-01
  3.800000000000000e+00,  1.953248075967499e-01,  4.450402524920638e-02,  1.795283731528532e-01,  1.604413083003499e-01, -1.177974710522435e-01,  1.248854450009207e-01
  3.810000000000000e+00,  1.939721765753945e-01,  4.409372302611692e-02,  1.781445058759709e-01,  1.587980541172658e-01, -1.142926146665496e-01,  1.249132363355001e-01
  3.820000000000000e+00,  1.926070675498872e-01,  4.369130156625078e-02,  1.768104987656085e-01,  1.572274974257649e-01, -1.107669363502792e-01,  1.250423223931231e-01
  3.830000000000000e+00,  1.912692500422114e-01,  4.330367967217619e-02,  1.755502871399585e-01,  1.557460502974659e-01, -1.072927665483987e-01,  1.252465667617932e-01
  3.840000000000000e+00,  1.899971289527177e-01,  4.293830404929744e-02,  1.743872464202178e-01,  1.543741908159482e-01, -1.039521476161380e-01,  1.254994511386306e-01
  3.850000000000000e+00,  1.888308294112060e-01,  4.260422788221363e-02,  1.733475485760618e-01,  1.531397048821873e-01, -1.008433142789214e-01,  1.257749441223223e-01
  3.860000000000000e+00,  1.877947268329401e-01,  4.230684885596925e-02,  1.724421361214268e-01,  1.520556129677611e-01, -9.803733345460851e-02,  1.260495292780846e-01
  3.870000000000000e+00,  1.868740391020175e-01,  4.204159528739648e-02,  1.716490860804744e-01,  1.510980411421503e-01, -9.550946736038372e-02,  1.263129430843252e-01
