Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Right.HipFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Right.HipAbduction.Pos[0],Main.HumanModel.BodyModel.Interface.Right.HipExternalRotation.Pos[0],Main.HumanModel.BodyModel.Interface.Right.KneeFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Right.AnklePlantarFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Right.SubTalarEversion.Pos[0]
  1.100000000000000e-01, -3.424615934063840e-01, -3.997585659963687e-02,  1.101826780016727e-01,  2.239543947621812e-01, -2.912278573409823e-01,  2.704835909163867e-02
  1.200000000000000e-01, -3.426470108842513e-01, -3.475837570013529e-02,  1.101605445410392e-01,  2.286421966134320e-01, -2.863760767930257e-01,  1.987010198133318e-02
  1.300000000000000e-01, -3.424980844512391e-01, -2.925260009738562e-02,  1.102214840072642e-01,  2.339480597946016e-01, -2.807897316086939e-01,  1.232861444757589e-02
  1.400000000000000e-01, -3.419810557526288e-01, -2.348285549648033e-02,  1.103540048303153e-01,  2.399230197318118e-01, -2.744550667106961e-01,  4.454042431799480e-03
  1.500000000000000e-01, -3.410643236040933e-01, -1.747698961561084e-02,  1.105434841261177e-01,  2.466176763214186e-01, -2.673657198649627e-01, -3.717383320809025e-03
  1.600000000000000e-01, -3.397187848404737e-01, -1.126581116507408e-02,  1.107730252594425e-01,  2.540814534174743e-01, -2.595228238973877e-01, -1.214368859958375e-02
  1.700000000000000e-01, -3.379180772640378e-01, -4.882478278297020e-03,  1.110245248098008e-01,  2.623617675165557e-01, -2.509350097546713e-01, -2.077755474318350e-02
  1.800000000000000e-01, -3.356387431268471e-01,  1.638158073708373e-03,  1.112798614358507e-01,  2.715030983070668e-01, -2.416183486722131e-01, -2.956672148251523e-02
  1.900000000000000e-01, -3.328603438468004e-01,  8.260248928054992e-03,  1.115221019220813e-01,  2.815459563891239e-01, -2.315962794446592e-01, -3.845434345035954e-02
  2.000000000000000e-01, -3.295655637166939e-01,  1.494766841442252e-02,  1.117366136338879e-01,  2.925257481396050e-01, -2.208995703138480e-01, -4.737926246845348e-02
  2.100000000000000e-01, -3.257403410501964e-01,  2.166474089420589e-02,  1.119119790282551e-01,  3.044715447720639e-01, -2.095663626685636e-01, -5.627617890037713e-02
  2.200000000000000e-01, -3.213740593981061e-01,  2.837694468706164e-02,  1.120406265260372e-01,  3.174047721092124e-01, -1.976423343452626e-01, -6.507573435132380e-02
  2.300000000000000e-01, -3.164598198739839e-01,  3.505155478083144e-02,  1.121191210011534e-01,  3.313378494704821e-01, -1.851810028822463e-01, -7.370455210912372e-02
  2.400000000000000e-01, -3.109947998216689e-01,  4.165818203330618e-02,  1.121480929514364e-01,  3.462728198709453e-01, -1.722441637141297e-01, -8.208531609952431e-02
  2.500000000000000e-01, -3.049806850626019e-01,  4.816916658375026e-02,  1.121318238415314e-01,  3.622000284708420e-01, -1.589024261565751e-01, -9.013699759205684e-02
  2.600000000000000e-01, -2.984241448954895e-01,  5.455978969593489e-02,  1.120775414848309e-01,  3.790969204182144e-01, -1.452357737759404e-01, -9.777535450078223e-02
  2.700000000000000e-01, -2.913373029405857e-01,  6.080828134879002e-02,  1.119945091665502e-01,  3.969270407624999e-01, -1.313340397873892e-01, -1.049138243927101e-01
  2.800000000000000e-01, -2.837381448766533e-01,  6.689561995273086e-02,  1.118930118934490e-01,  4.156393255158316e-01, -1.172971581839099e-01, -1.114649051117378e-01
  2.900000000000000e-01, -2.756507981703278e-01,  7.280514386617143e-02,  1.117833503541290e-01,  4.351677715263245e-01, -1.032350340983367e-01, -1.173420658485010e-01
  3.000000000000000e-01, -2.671056207542899e-01,  7.852201915495272e-02,  1.116749471368182e-01,  4.554315614739901e-01, -8.926687905595204e-02, -1.224621611454549e-01
  3.100000000000001e-01, -2.581390463202983e-01,  8.403263056670229e-02,  1.115756514292276e-01,  4.763356978660401e-01, -7.551988334277675e-02, -1.267482404384157e-01
  3.200000000000000e-01, -2.487931533759886e-01,  8.932397886862375e-02,  1.114913002222026e-01,  4.977721671651466e-01, -6.212715041913419e-02, -1.301325698400989e-01
  3.300000000000001e-01, -2.391149520376885e-01,  9.438317360931348e-02,  1.114255595852480e-01,  5.196216148350221e-01, -4.922489446829648e-02, -1.325596255895212e-01
  3.400000000000000e-01, -2.291554133614911e-01,  9.919710340482246e-02,  1.113800333735702e-01,  5.417554693738895e-01, -3.694899333186979e-02, -1.339887924690250e-01
  3.500000000000000e-01, -2.189682962738924e-01,  1.037523453595881e-01,  1.113545936036536e-01,  5.640384143668645e-01, -2.543108220128936e-02, -1.343965123939372e-01
  3.600000000000000e-01, -2.086088514100416e-01,  1.080353433775405e-01,  1.113478613772093e-01,  5.863310787855824e-01, -1.479445236311865e-02, -1.337776774940317e-01
  3.700000000000001e-01, -1.981324948342907e-01,  1.120328465752136e-01,  1.113577534540821e-01,  6.084928017722878e-01, -5.150068658085042e-03, -1.321461394143421e-01
  3.800000000000000e-01, -1.875935449401764e-01,  1.157325603787713e-01,  1.113820094593751e-01,  6.303843311799471e-01,  3.406972363131818e-03, -1.295342974759079e-01
  3.900000000000001e-01, -1.770441030431618e-01,  1.191239310118337e-01,  1.114186279738879e-01,  6.518703334368892e-01,  1.080025800623398e-02, -1.259918160183391e-01
  4.000000000000000e-01, -1.665331350340468e-01,  1.221989646284405e-01,  1.114661635455976e-01,  6.728216217276938e-01,  1.697393931598252e-02, -1.215835915478460e-01
  4.100000000000000e-01, -1.561057829300322e-01,  1.249529782441168e-01,  1.115238660295445e-01,  6.931170437399744e-01,  2.189356876388079e-02, -1.163871350699378e-01
  4.200000000000000e-01, -1.458029066153082e-01,  1.273851906733081e-01,  1.115916726972649e-01,  7.126450035456857e-01,  2.554590128367368e-02, -1.104895533086882e-01
  4.300000000000000e-01, -1.356608324954686e-01,  1.294990847760678e-01,  1.116700868208581e-01,  7.313046197400076e-01,  2.793776715298115e-02, -1.039843098220628e-01
  4.400000000000000e-01, -1.257112702946547e-01,  1.313025025724048e-01,  1.117599902256934e-01,  7.490065414424212e-01,  2.909420442098886e-02, -9.696793193851753e-02
  4.500000000000001e-01, -1.159813527741663e-01,  1.328074667689823e-01,  1.118624403661409e-01,  7.656734548670713e-01,  2.905608528876496e-02, -8.953681038158927e-02
  4.600000000000000e-01, -1.064937547437505e-01,  1.340297512305653e-01,  1.119784958810568e-01,  7.812403173124370e-01,  2.787748299605216e-02, -8.178422097811211e-02
  4.700000000000000e-01, -9.726685515473824e-02,  1.349882455889986e-01,  1.121091010982828e-01,  7.956543548220362e-01,  2.562300700765493e-02, -7.379768351414699e-02
  4.800000000000000e-01, -8.831491655034723e-02,  1.357041738261111e-01,  1.122550432290997e-01,  8.088748566884844e-01,  2.236529226335064e-02, -6.565675966314108e-02
  4.900000000000000e-01, -7.964826712400387e-02,  1.362002330729328e-01,  1.124169796317419e-01,  8.208727961392037e-01,  1.818277249043139e-02, -5.743137620826456e-02
  5.000000000000000e-01, -7.127348030547462e-02,  1.364997178913085e-01,  1.125955193558745e-01,  8.316303029366705e-01,  1.315780759849944e-02, -4.918073792944479e-02
  5.100000000000000e-01, -6.319355426372332e-02,  1.366256884883366e-01,  1.127913349171761e-01,  8.411400106421637e-01,  7.375179185326284e-03, -4.095286468890505e-02
  5.200000000000000e-01, -5.540809864506838e-02,  1.366002304618121e-01,  1.130052774377159e-01,  8.494042989731051e-01,  9.209222546377087e-04, -3.278475002239022e-02
  5.300000000000000e-01, -4.791354379416592e-02,  1.364439120002456e-01,  1.132385986127073e-01,  8.564345239237668e-01, -6.118714031949697e-03, -2.470312444420109e-02
  5.400000000000000e-01, -4.070333028614499e-02,  1.361750368770658e-01,  1.134924884239231e-01,  8.622498108302210e-01, -1.365738809775139e-02, -1.672557921909353e-02
  5.500000000000000e-01, -3.376826343920891e-02,  1.358097391624551e-01,  1.137688601527513e-01,  8.668765270305477e-01, -2.161015431944563e-02, -8.862309955711651e-03
  5.600000000000001e-01, -2.709674124453911e-02,  1.353615503414023e-01,  1.140697778567114e-01,  8.703469888598702e-01, -2.989341976032683e-02, -1.117840720443962e-03
  5.700000000000001e-01, -2.067512220853992e-02,  1.348414331316867e-01,  1.143974984370050e-01,  8.726985104933156e-01, -3.842567561723570e-02,  6.507067312275057e-03
  5.800000000000001e-01, -1.448810408335179e-02,  1.342578628948132e-01,  1.147543507862940e-01,  8.739723758232628e-01, -4.712811761439768e-02,  1.401361847965832e-02
  5.900000000000001e-01, -8.519127043013537e-03,  1.336169976862696e-01,  1.151426020974114e-01,  8.742128229189751e-01, -5.592530759604730e-02,  2.140340318617703e-02
  6.000000000000000e-01, -2.750787914124812e-03,  1.329229119269981e-01,  1.155643293870183e-01,  8.734660591865012e-01, -6.474585081748274e-02,  2.867713326275780e-02
  6.100000000000001e-01,  2.834749751130870e-03,  1.321778707775476e-01,  1.160213124255450e-01,  8.717793260588255e-01, -7.352304604717323e-02,  3.583374691081430e-02
  6.200000000000001e-01,  8.255364856683021e-03,  1.313826261305737e-01,  1.165149604039326e-01,  8.692000321435643e-01, -8.219545727574480e-02,  4.286989387700512e-02
  6.300000000000000e-01,  1.352862036822473e-02,  1.305367197903919e-01,  1.170462796818898e-01,  8.657749728904807e-01, -9.070735744075413e-02,  4.977977130253913e-02
  6.400000000000000e-01,  1.867144712229216e-02,  1.296387839547208e-01,  1.176158847587874e-01,  8.615496527479627e-01, -9.900900524024440e-02,  5.655524954188174e-02
  6.500000000000001e-01,  2.369987535977981e-02,  1.286868327875583e-01,  1.182240499761378e-01,  8.565677223464060e-01, -1.070567334792527e-01,  6.318620860098617e-02
  6.600000000000000e-01,  2.862881493691901e-02,  1.276785411965695e-01,  1.188707959519971e-01,  8.508705385716961e-01, -1.148128480599568e-01,  6.966100075589692e-02
  6.700000000000000e-01,  3.347188080615725e-02,  1.266115077759136e-01,  1.195560026852103e-01,  8.444968497800307e-01, -1.222453571513350e-01,  7.596696223328482e-02
  6.800000000000000e-01,  3.824125675837729e-02,  1.254834984600770e-01,  1.202795406668809e-01,  8.374826024322688e-01, -1.293275670102210e-01,  8.209091350755077e-02
  6.900000000000001e-01,  4.294758813983630e-02,  1.242926662334036e-01,  1.210414119292457e-01,  8.298608598301148e-01, -1.360375920448422e-01,  8.801960956854706e-02
  7.000000000000001e-01,  4.759989377438887e-02,  1.230377408731922e-01,  1.218418942738035e-01,  8.216618191581695e-01, -1.423578309468602e-01,  9.374012388100005e-02
  7.100000000000001e-01,  5.220548897858909e-02,  1.217181818243269e-01,  1.226816833805197e-01,  8.129129103253925e-01, -1.482744581907312e-01,  9.924016864882708e-02
  7.200000000000000e-01,  5.676991552786871e-02,  1.203342874526372e-01,  1.235620285273451e-01,  8.036389595054277e-01, -1.537769720528488e-01,  1.045083665947105e-01
  7.300000000000001e-01,  6.129688025454936e-02,  1.188872553821549e-01,  1.244848577953778e-01,  7.938624018365716e-01, -1.588578282057276e-01,  1.095344944300290e-01
  7.400000000000001e-01,  6.578821091377650e-02,  1.173791913760169e-01,  1.254528877917059e-01,  7.836035309289401e-01, -1.635121739335349e-01,  1.143097159904907e-01
  7.500000000000000e-01,  7.024384461623583e-02,  1.158130679660376e-01,  1.264697112122564e-01,  7.728807769508673e-01, -1.677376838635219e-01,  1.188268152537744e-01
  7.600000000000000e-01,  7.466186893327624e-02,  1.141926381946470e-01,  1.275398534382446e-01,  7.617110090267548e-01, -1.715344854341044e-01,  1.230804286542404e-01
  7.700000000000001e-01,  7.903863706308831e-02,  1.125223137395459e-01,  1.286687874411467e-01,  7.501098605702055e-01, -1.749051522129276e-01,  1.270672648869480e-01
  7.800000000000000e-01,  8.336897514876532e-02,  1.108070196848505e-01,  1.298628951989536e-01,  7.380920771140451e-01, -1.778547364871013e-01,  1.307862912507489e-01
  7.900000000000000e-01,  8.764649163572603e-02,  1.090520398197297e-01,  1.311293640787622e-01,  7.256718849941866e-01, -1.803908097030127e-01,  1.342388602633333e-01
  8.000000000000000e-01,  9.186398631790643e-02,  1.072628663558177e-01,  1.324760085396377e-01,  7.128633760036708e-01, -1.825234804894323e-01,  1.374287497273614e-01
  8.100000000000001e-01,  9.601394228265579e-02,  1.054450664288251e-01,  1.339110110979640e-01,  6.996808987109374e-01, -1.842653648024246e-01,  1.403620935934672e-01
  8.200000000000001e-01,  1.000890698838587e-01,  1.036041749462735e-01,  1.354425816434340e-01,  6.861394425499430e-01, -1.856314904608073e-01,  1.430471892086631e-01
  8.300000000000001e-01,  1.040828608749774e-01,  1.017456197243056e-01,  1.370785406912823e-01,  6.722549972160953e-01, -1.866391277843286e-01,  1.454941776502894e-01
  8.400000000000001e-01,  1.079901052978873e-01,  9.987468100393926e-02,  1.388258396451437e-01,  6.580448683057116e-01, -1.873075476978031e-01,  1.477146062780769e-01
  8.500000000000001e-01,  1.118073248746497e-01,  9.799648393041238e-02,  1.406900390608782e-01,  6.435279311505714e-01, -1.876577170119872e-01,  1.497208947338579e-01
  8.600000000000001e-01,  1.155330843484355e-01,  9.611601984885199e-02,  1.426747735140739e-01,  6.287248083746576e-01, -1.877119464794502e-01,  1.515257359398084e-01
  8.700000000000000e-01,  1.191681549715992e-01,  9.423819058036176e-02,  1.447812380390419e-01,  6.136579624544076e-01, -1.874935100638840e-01,  1.531414711161842e-01
  8.800000000000001e-01,  1.227155196977661e-01,  9.236786914446071e-02,  1.470077352942062e-01,  5.983517013909607e-01, -1.870262536947798e-01,  1.545794819188448e-01
  8.900000000000001e-01,  1.261802248083502e-01,  9.050997041526876e-02,  1.493493237423073e-01,  5.828321025616110e-01, -1.863342091594774e-01,  1.558496433920285e-01
  9.000000000000000e-01,  1.295690954502939e-01,  8.866952554674468e-02,  1.517976046176671e-01,  5.671268657839498e-01, -1.854412246936766e-01,  1.569598787888717e-01
  9.100000000000000e-01,  1.328903414867111e-01,  8.685175441143045e-02,  1.543406790899603e-01,  5.512651111604384e-01, -1.843706194226309e-01,  1.579158517156280e-01
  9.200000000000002e-01,  1.361530849257209e-01,  8.506213052596623e-02,  1.569632971616088e-01,  5.352771399544163e-01, -1.831448650818429e-01,  1.587208228438862e-01
  9.300000000000000e-01,  1.393668415933551e-01,  8.330643303044072e-02,  1.596472070723542e-01,  5.191941778235591e-01, -1.817852960681946e-01,  1.593756880837695e-01
  9.400000000000001e-01,  1.425409885484125e-01,  8.159078019878652e-02,  1.623716996877407e-01,  5.030481192923779e-01, -1.803118481473744e-01,  1.598792029753479e-01
  9.500000000000001e-01,  1.456842461688471e-01,  7.992163914640393e-02,  1.651143277963815e-01,  4.868712906654060e-01, -1.787428268882216e-01,  1.602283849061814e-01
  9.600000000000001e-01,  1.488042003888493e-01,  7.830580671309550e-02,  1.678517671746831e-01,  4.706962455978387e-01, -1.770947086899151e-01,  1.604190711365966e-01
  9.700000000000001e-01,  1.519065725135122e-01,  7.675022482617222e-02,  1.705606804200116e-01,  4.545555284974806e-01, -1.753819411839663e-01,  1.604466309489627e-01
  9.800000000000001e-01,  1.549961645437186e-01,  7.526243281879919e-02,  1.732191088436542e-01,  4.384818652792477e-01, -1.736169770285504e-01,  1.603065477710259e-01
  9.900000000000001e-01,  1.580746522224411e-01,  7.384961357766273e-02,  1.758068894859424e-01,  4.225076294177591e-01, -1.718099872166000e-01,  1.599955049451121e-01
  1.000000000000000e+00,  1.611417660450371e-01,  7.251899200312217e-02,  1.783069859442162e-01,  4.066651271546265e-01, -1.699690040204589e-01,  1.595118774576983e-01
  1.010000000000000e+00,  1.641949009881469e-01,  7.127749206256095e-02,  1.807062173080852e-01,  3.909865093168358e-01, -1.680999449783933e-01,  1.588564389928619e-01
  1.020000000000000e+00,  1.672291547905760e-01,  7.013150660732603e-02,  1.829959269311842e-01,  3.755037658659879e-01, -1.662067376837582e-01,  1.580328494217156e-01
  1.030000000000000e+00,  1.702374449113070e-01,  6.908664464374881e-02,  1.851724515078633e-01,  3.602486990258226e-01, -1.642915019951240e-01,  1.570479496052216e-01
  1.040000000000000e+00,  1.732106883267510e-01,  6.814746757079426e-02,  1.872373559904016e-01,  3.452528505793900e-01, -1.623547752408675e-01,  1.559118361986171e-01
  1.050000000000000e+00,  1.761380263455658e-01,  6.731722938505902e-02,  1.891974074542029e-01,  3.305473619343418e-01, -1.603957587023773e-01,  1.546377077990103e-01
  1.060000000000000e+00,  1.790070769408268e-01,  6.659763881169134e-02,  1.910642701896304e-01,  3.161627523618143e-01, -1.584125581572389e-01,  1.532414941470620e-01
  1.070000000000000e+00,  1.818041995146402e-01,  6.598866305682893e-02,  1.928539157763902e-01,  3.021286111681746e-01, -1.564023888943637e-01,  1.517412999126025e-01
  1.080000000000000e+00,  1.845147610884006e-01,  6.548839267167561e-02,  1.945857560700155e-01,  2.884732123240193e-01, -1.543617172391197e-01,  1.501567114106817e-01
  1.090000000000000e+00,  1.871233978278024e-01,  6.509298430194832e-02,  1.962815237247670e-01,  2.752230736180671e-01, -1.522863163849753e-01,  1.485080261756915e-01
  1.100000000000000e+00,  1.896142705508108e-01,  6.479669261744547e-02,  1.979639432502419e-01,  2.624024944627875e-01, -1.501712235088078e-01,  1.468154701650081e-01
  1.110000000000000e+00,  1.919713164604113e-01,  6.459199472710342e-02,  1.996552540096419e-01,  2.500331149872169e-01, -1.480105963715106e-01,  1.450984651075057e-01
  1.120000000000000e+00,  1.941785011289911e-01,  6.446980067865971e-02,  2.013756629674853e-01,  2.381335421037489e-01, -1.457974790324190e-01,  1.433749998707231e-01
  1.130000000000000e+00,  1.962200744039673e-01,  6.441973348611296e-02,  2.031418173077161e-01,  2.267190849606926e-01, -1.435234961710632e-01,  1.416611463269786e-01
  1.140000000000000e+00,  1.980808315979432e-01,  6.443045304662975e-02,  2.049653935440698e-01,  2.158016326632556e-01, -1.411785025534769e-01,  1.399707441360141e-01
  1.150000000000000e+00,  1.997463776836197e-01,  6.448999181054815e-02,  2.068518994287716e-01,  2.053896925765729e-01, -1.387502179204843e-01,  1.383152621133570e-01
  1.160000000000000e+00,  2.012033881201038e-01,  6.458606732575056e-02,  2.087997776584698e-01,  1.954885901404856e-01, -1.362238783949727e-01,  1.367038279092724e-01
  1.170000000000000e+00,  2.024398564878354e-01,  6.470633840464468e-02,  2.107998865372868e-01,  1.861008135212533e-01, -1.335819345545594e-01,  1.351434035046638e-01
  1.180000000000000e+00,  2.034453172917146e-01,  6.483857765344525e-02,  2.128354132223885e-01,  1.772264715200476e-01, -1.308038252209683e-01,  1.336390720963972e-01
  1.190000000000000e+00,  2.042110328058827e-01,  6.497074283666415e-02,  2.148822511203622e-01,  1.688638231147316e-01, -1.278658562203405e-01,  1.321943925491892e-01
  1.200000000000000e+00,  2.047301358270922e-01,  6.509094189326925e-02,  2.169098456452132e-01,  1.610098333253424e-01, -1.247412158005438e-01,  1.308117709866149e-01
  1.210000000000000e+00,  2.049977251970293e-01,  6.518729995608785e-02,  2.188824831859352e-01,  1.536607128879665e-01, -1.214001630078891e-01,  1.294927957022746e-01
  1.220000000000000e+00,  2.050109168359947e-01,  6.524774991320625e-02,  2.207609681994642e-01,  1.468124075859906e-01, -1.178104309576016e-01,  1.282384820885098e-01
  1.230000000000000e+00,  2.047688583979630e-01,  6.525977937813199e-02,  2.225046046052864e-01,  1.404610149546126e-01, -1.139378913147091e-01,  1.270493794251309e-01
  1.240000000000000e+00,  2.042727190428760e-01,  6.521017508858007e-02,  2.240733721742288e-01,  1.346031187631563e-01, -1.097475264628910e-01,  1.259255016995542e-01
  1.250000000000000e+00,  2.035256660256320e-01,  6.508480974243014e-02,  2.254301686265403e-01,  1.292360424569825e-01, -1.052047486329254e-01,  1.248660603511306e-01
  1.260000000000000e+00,  2.025328363050335e-01,  6.486851551846518e-02,  2.265429759829407e-01,  1.243580291506256e-01, -1.002770879211878e-01,  1.238689975981657e-01
  1.270000000000000e+00,  2.013013045975199e-01,  6.454508287819771e-02,  2.273868073310285e-01,  1.199683563250601e-01, -9.493624210433048e-02,  1.229303438414945e-01
  1.280000000000000e+00,  1.998400405057311e-01,  6.409741304203664e-02,  2.279452989556073e-01,  1.160673877332632e-01, -8.916044064519794e-02,  1.220434497407019e-01
  1.290000000000000e+00,  1.981598382561418e-01,  6.350783855752895e-02,  2.282118331684516e-01,  1.126565542398493e-01, -8.293702581328830e-02,  1.211981702357998e-01
  1.300000000000000e+00,  1.962731950160900e-01,  6.275860973297420e-02,  2.281901084724431e-01,  1.097382417615448e-01, -7.626510041059284e-02,  1.203801005460181e-01
  1.310000000000000e+00,  1.941941094216423e-01,  6.183252674947393e-02,  2.278941140059617e-01,  1.073155515550905e-01, -6.915804146604258e-02,  1.195699789266935e-01
  1.320000000000000e+00,  1.919377720821069e-01,  6.071367960575325e-02,  2.273475114642982e-01,  1.053918898748171e-01, -6.164564134115938e-02,  1.187433733830999e-01
  1.330000000000000e+00,  1.895201251018282e-01,  5.938824253773989e-02,  2.265824757493669e-01,  1.039703444771392e-01, -5.377562119614102e-02,  1.178707558655712e-01
  1.340000000000000e+00,  1.869572784198799e-01,  5.784525817069652e-02,  2.256380905339415e-01,  1.030528177755135e-01, -4.561427468066252e-02,  1.169180357297082e-01
  1.350000000000000e+00,  1.842647868319218e-01,  5.607734126192310e-02,  2.245584315736639e-01,  1.026389120005193e-01, -3.724604661130456e-02,  1.158475754365982e-01
  1.360000000000000e+00,  1.814568120003616e-01,  5.408123388718500e-02,  2.233904942273157e-01,  1.027245991950854e-01, -2.877193190271879e-02,  1.146196504354506e-01
  1.370000000000000e+00,  1.785452165618100e-01,  5.185815387199244e-02,  2.221821286989380e-01,  1.033007537622740e-01, -2.030668747203015e-02,  1.131942507063389e-01
  1.380000000000000e+00,  1.755386595252201e-01,  4.941389557834230e-02,  2.209801354828738e-01,  1.043516701022280e-01, -1.197497158850962e-02,  1.115330651157807e-01
  1.390000000000000e+00,  1.724417794174199e-01,  4.675866496078585e-02,  2.198286454909261e-01,  1.058537232451108e-01, -3.906644047369356e-03,  1.096014534486014e-01
  1.400000000000000e+00,  1.692545599244245e-01,  4.390665623088541e-02,  2.187678681021997e-01,  1.077743471803615e-01,  3.768441736087382e-03,  1.073702038164688e-01
  1.410000000000000e+00,  1.659719685360024e-01,  4.087540215767049e-02,  2.178332418547832e-01,  1.100714974157649e-01,  1.092576295930132e-02,  1.048168984572671e-01
  1.420000000000000e+00,  1.625839404636472e-01,  3.768495081670875e-02,  2.170549738887564e-01,  1.126937294879805e-01,  1.745116238504068e-02,  1.019267649750574e-01
  1.430000000000000e+00,  1.590757490064505e-01,  3.435693599231748e-02,  2.164579126501678e-01,  1.155809674788866e-01,  2.324522317486836e-02,  9.869296262637325e-02
  1.440000000000000e+00,  1.554287634443607e-01,  3.091361512045299e-02,  2.160616695228896e-01,  1.186659645257645e-01,  2.822668948456936e-02,  9.511633025517215e-02
  1.450000000000000e+00,  1.516215521834691e-01,  2.737694752714637e-02,  2.158808921902214e-01,  1.218763820171791e-01,  3.233474427443351e-02,  9.120468956677943e-02
  1.460000000000000e+00,  1.476312488595220e-01,  2.376777788649331e-02,  2.159255958009146e-01,  1.251373469016575e-01,  3.553007340505448e-02,  8.697184364174708e-02
  1.470000000000000e+00,  1.434350684693671e-01,  2.010517717181393e-02,  2.162014747564830e-01,  1.283742965209597e-01,  3.779475805431020e-02,  8.243643040514290e-02
  1.480000000000000e+00,  1.390118437366088e-01,  1.640597807473965e-02,  2.167101434478115e-01,  1.315158933608652e-01,  3.913113216258847e-02,  7.762078458976204e-02
  1.490000000000000e+00,  1.343434508276750e-01,  1.268452595651848e-02,  2.174492828406429e-01,  1.344967897975850e-01,  3.955980931088511e-02,  7.254993489198874e-02
  1.500000000000000e+00,  1.294160077145394e-01,  8.952651338655304e-03,  2.184126960096476e-01,  1.372600433453275e-01,  3.911712100874831e-02,  6.725082369788726e-02
  1.510000000000000e+00,  1.242207554733448e-01,  5.219856450750626e-03,  2.195902954531028e-01,  1.397590213661371e-01,  3.785221731847982e-02,  6.175179382650718e-02
  1.520000000000000e+00,  1.187545685800174e-01,  1.493696359993857e-03,  2.209680560702637e-01,  1.419586845049468e-01,  3.582406577065907e-02,  5.608234774885445e-02
  1.530000000000000e+00,  1.130200799356680e-01, -2.219675772531682e-03,  2.225279698850958e-01,  1.438361936942958e-01,  3.309855186668044e-02,  5.027315481919820e-02
  1.540000000000000e+00,  1.070254448565487e-01, -5.914840330681903e-03,  2.242480336551680e-01,  1.453808405130607e-01,  2.974584055858641e-02,  4.435626329363344e-02
  1.550000000000000e+00,  1.007838009816108e-01, -9.586371154591822e-03,  2.261022913480081e-01,  1.465933502740510e-01,  2.583810873361166e-02,  3.836546556977131e-02
  1.560000000000000e+00,  9.431250439852622e-02, -1.322808459906910e-02,  2.280609433536183e-01,  1.474846481816536e-01,  2.144770879334412e-02,  3.233676439920320e-02
  1.570000000000000e+00,  8.763223406347083e-02, -1.683234572532588e-02,  2.300905260279719e-01,  1.480742094024224e-01,  1.664577681180256e-02,  2.630889096909993e-02
  1.580000000000000e+00,  8.076605639503143e-02, -2.038950203453904e-02,  2.321541604437917e-01,  1.483881332616605e-01,  1.150125856812404e-02,  2.032382904820016e-02
  1.590000000000000e+00,  7.373853112766583e-02, -2.388751041037529e-02,  2.342118684450052e-01,  1.484570902132029e-01,  6.080295254356410e-03,  1.442730016122861e-02
  1.600000000000000e+00,  6.657492109841341e-02, -2.731180919863418e-02,  2.362209563589872e-01,  1.483142883719348e-01,  4.458894462597928e-04,  8.669162173705815e-03
  1.610000000000000e+00,  5.930054630817794e-02, -3.064546449710548e-02,  2.381364702975749e-01,  1.479935950922486e-01, -5.342238356452983e-03,  3.103668890324684e-03
