Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Left.HipFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Left.HipAbduction.Pos[0],Main.HumanModel.BodyModel.Interface.Left.HipExternalRotation.Pos[0],Main.HumanModel.BodyModel.Interface.Left.KneeFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Left.AnklePlantarFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Left.SubTalarEversion.Pos[0]
  2.140000000000000e+00,  8.531708608451194e-02,  8.809676041829739e-02,  2.053506050769071e-01,  4.201101321457982e-01, -1.794536410327569e-01,  1.672250009226113e-01
  2.150000000000000e+00,  8.783987866650414e-02,  8.595207452497666e-02,  2.064048678496101e-01,  4.053815629840858e-01, -1.762568532860110e-01,  1.650464449743883e-01
  2.160000000000000e+00,  9.034354928720191e-02,  8.389911000644568e-02,  2.072970325735942e-01,  3.909007770299410e-01, -1.729638709722517e-01,  1.626180085888488e-01
  2.170000000000000e+00,  9.283478483036606e-02,  8.194528898492548e-02,  2.080144168050962e-01,  3.766885149008515e-01, -1.695921379722898e-01,  1.599872033943660e-01
  2.180000000000000e+00,  9.531835872465483e-02,  8.009890928496533e-02,  2.085515234922073e-01,  3.627653255505411e-01, -1.661577665122359e-01,  1.571993177965368e-01
  2.190000000000000e+00,  9.779751056487267e-02,  7.836877024415401e-02,  2.089101792360840e-01,  3.491513875003610e-01, -1.626759846520099e-01,  1.542993990548265e-01
  2.200000000000000e+00,  1.002734837638964e-01,  7.676389237788661e-02,  2.090997391047513e-01,  3.358663116017565e-01, -1.591614458969326e-01,  1.513309820539231e-01
  2.210000000000000e+00,  1.027453093424232e-01,  7.529315894573085e-02,  2.091369518357089e-01,  3.229288776558882e-01, -1.556284989301655e-01,  1.483355285161347e-01
  2.220000000000000e+00,  1.052096849442246e-01,  7.396493465489740e-02,  2.090455283272337e-01,  3.103567211996855e-01, -1.520913791011607e-01,  1.453519326421211e-01
  2.230000000000000e+00,  1.076609632379599e-01,  7.278668558388057e-02,  2.088554094767711e-01,  2.981659790290062e-01, -1.485643068738984e-01,  1.424160993141767e-01
  2.240000000000000e+00,  1.100912520290987e-01,  7.176462482696677e-02,  2.086017453202960e-01,  2.863709038551641e-01, -1.450614847434120e-01,  1.395605964944161e-01
  2.250000000000000e+00,  1.124906176727134e-01,  7.090340685326169e-02,  2.083236142476338e-01,  2.749834607399610e-01, -1.415969906575084e-01,  1.368143791217386e-01
  2.260000000000000e+00,  1.148473749981311e-01,  7.020589015456724e-02,  2.080625276980561e-01,  2.640129204880351e-01, -1.381845723258179e-01,  1.342025786365803e-01
  2.270000000000000e+00,  1.171484415913588e-01,  6.967298261851118e-02,  2.078607809893951e-01,  2.534654679396282e-01, -1.348373527674724e-01,  1.317463510016711e-01
  2.280000000000000e+00,  1.193797320594377e-01,  6.930357758541628e-02,  2.077597235738270e-01,  2.433438457076217e-01, -1.315674628732346e-01,  1.294627770067249e-01
  2.290000000000000e+00,  1.215265685540010e-01,  6.909458129516022e-02,  2.077980308441592e-01,  2.336470561669512e-01, -1.283856215452264e-01,  1.273648115942284e-01
  2.300000000000000e+00,  1.235740868204887e-01,  6.904102505268295e-02,  2.080100635688550e-01,  2.243701458948014e-01, -1.253006878606016e-01,  1.254612832256018e-01
  2.310000000000000e+00,  1.255076214231431e-01,  6.913624867564350e-02,  2.084243993454686e-01,  2.155040970352329e-01, -1.223192124392851e-01,  1.237569489419679e-01
  2.320000000000000e+00,  1.273130586560497e-01,  6.937213635534234e-02,  2.090626127160974e-01,  2.070358487664606e-01, -1.194450164187801e-01,  1.222526146454537e-01
  2.330000000000000e+00,  1.289771501487182e-01,  6.973938251281009e-02,  2.099383669522659e-01,  1.989484690137684e-01, -1.166788258172138e-01,  1.209453322990955e-01
  2.340000000000000e+00,  1.304877837692755e-01,  7.022776391244956e-02,  2.110568616262996e-01,  1.912214915580947e-01, -1.140179863726595e-01,  1.198286855162034e-01
  2.350000000000000e+00,  1.318342107691452e-01,  7.082639526120649e-02,  2.124146573110448e-01,  1.838314266910225e-01, -1.114562790944936e-01,  1.188931720804578e-01
  2.360000000000000e+00,  1.330072292062720e-01,  7.152394857559430e-02,  2.139998738661863e-01,  1.767524447098791e-01, -1.089838499761182e-01,  1.181266864995362e-01
  2.370000000000000e+00,  1.339993238049544e-01,  7.230882124992122e-02,  2.157927340205581e-01,  1.699572210308463e-01, -1.065872590173764e-01,  1.175150983263854e-01
  2.380000000000000e+00,  1.348047619699486e-01,  7.316924328868080e-02,  2.177664017406199e-01,  1.634179200126796e-01, -1.042496445584520e-01,  1.170429136280015e-01
  2.390000000000000e+00,  1.354196451894751e-01,  7.409331980873812e-02,  2.198880474190837e-01,  1.571072823383917e-01, -1.019509897337736e-01,  1.166939988288267e-01
  2.400000000000000e+00,  1.358419149540047e-01,  7.506901000782018e-02,  2.221200609584223e-01,  1.509997689572861e-01, -9.966846957399458e-02,  1.164523394648395e-01
  2.410000000000000e+00,  1.360713128283198e-01,  7.608404788650569e-02,  2.244213304131938e-01,  1.450727042407813e-01, -9.737685088809314e-02,  1.163028022730019e-01
  2.420000000000000e+00,  1.361092955467337e-01,  7.712581290902332e-02,  2.267485081099282e-01,  1.393073535245645e-01, -9.504891348192668e-02,  1.162318683090533e-01
  2.430000000000000e+00,  1.359589080082301e-01,  7.818116062719094e-02,  2.290571972996373e-01,  1.336898668993022e-01, -9.265586126457502e-02,  1.162283076334039e-01
  2.440000000000000e+00,  1.356246197415898e-01,  7.923622446061462e-02,  2.313030088119568e-01,  1.282120232247669e-01, -9.016769594627559e-02,  1.162837719956626e-01
  2.450000000000000e+00,  1.351121335937280e-01,  8.027620082638420e-02,  2.334424567604167e-01,  1.228717166162723e-01, -8.755353455074924e-02,  1.163932896754577e-01
  2.460000000000000e+00,  1.344281787895880e-01,  8.128513105531998e-02,  2.354336826677532e-01,  1.176731422933560e-01, -8.478186467585820e-02,  1.165556544913282e-01
  2.470000000000000e+00,  1.335803037250755e-01,  8.224569526561565e-02,  2.372370161385665e-01,  1.126266589022459e-01, -8.182074758543467e-02,  1.167737070753399e-01
  2.480000000000000e+00,  1.325766863552476e-01,  8.313903550589741e-02,  2.388153954358171e-01,  1.077483286336336e-01, -7.863799745702782e-02,  1.170545092466921e-01
  2.490000000000000e+00,  1.314259811713672e-01,  8.394462763699084e-02,  2.401346816651385e-01,  1.030591621643555e-01, -7.520138336565679e-02,  1.174094108477130e-01
  2.500000000000000e+00,  1.301372208073972e-01,  8.464022299095264e-02,  2.411639050756706e-01,  9.858411963960419e-02, -7.147891617125381e-02,  1.178540028868373e-01
  2.510000000000000e+00,  1.287197866758103e-01,  8.520188114954785e-02,  2.418754813084632e-01,  9.435093848481854e-02, -6.743929234818825e-02,  1.184079425738017e-01
  2.520000000000000e+00,  1.271834563962002e-01,  8.560411365942433e-02,  2.422454299650449e-01,  9.038887104468302e-02, -6.305256784170370e-02,  1.190946271850118e-01
  2.530000000000000e+00,  1.255385263347607e-01,  8.582015478946969e-02,  2.422536187755509e-01,  8.672741810497689e-02, -5.829112467362772e-02,  1.199406875851055e-01
  2.540000000000000e+00,  1.237959960198145e-01,  8.582236948921262e-02,  2.418840453950257e-01,  8.339513763292999e-02, -5.313096963399925e-02,  1.209752715139122e-01
  2.550000000000000e+00,  1.219677887420408e-01,  8.558280075513003e-02,  2.411251570113559e-01,  8.041859236603507e-02, -4.755336799418287e-02,  1.222290935855080e-01
  2.560000000000000e+00,  1.200669708746197e-01,  8.507384911303784e-02,  2.399701969668977e-01,  7.782147720050528e-02, -4.154676769256155e-02,  1.237332443153819e-01
  2.570000000000000e+00,  1.181079232023299e-01,  8.426906651953359e-02,  2.384175586396424e-01,  7.562394079995099e-02, -3.510891512907739e-02,  1.255177738174863e-01
  2.580000000000000e+00,  1.161064126544240e-01,  8.314403647366375e-02,  2.364711206576520e-01,  7.384208914508388e-02, -2.824900890399177e-02,  1.276100948760694e-01
  2.590000000000000e+00,  1.140795139333001e-01,  8.167730242139637e-02,  2.341405344311617e-01,  7.248763576939671e-02, -2.098969067779968e-02,  1.300332812008066e-01
  2.600000000000000e+00,  1.120453387088353e-01,  7.985129861147566e-02,  2.314414348223952e-01,  7.156764772014443e-02, -1.336864177308402e-02,  1.328043651094324e-01
  2.610000000000000e+00,  1.100225455029188e-01,  7.765323236780497e-02,  2.283955469703358e-01,  7.108433058841288e-02, -5.439548549089153e-03,  1.359327595303055e-01
  2.620000000000000e+00,  1.080296254396000e-01,  7.507586513996856e-02,  2.250306660679435e-01,  7.103480178861837e-02,  2.727774788927395e-03,  1.394189372323409e-01
  2.630000000000000e+00,  1.060839860371372e-01,  7.211814224615321e-02,  2.213804913463662e-01,  7.141081845563955e-02,  1.104825846157681e-02,  1.432534921160220e-01
  2.640000000000000e+00,  1.042008844861769e-01,  6.878562804260224e-02,  2.174843000072836e-01,  7.219845277391973e-02,  1.942350837155111e-02,  1.474166820777927e-01
  2.650000000000000e+00,  1.023922896123206e-01,  6.509071377806008e-02,  2.133864510787005e-01,  7.337773913978823e-02,  2.774475154037046e-02,  1.518785123284531e-01
  2.660000000000000e+00,  1.006657736759299e-01,  6.105257853738766e-02,  2.091357134435817e-01,  7.492234858418480e-02,  3.589663691792540e-02,  1.565993671089604e-01
  2.670000000000000e+00,  9.902354710038182e-02,  5.669689800203548e-02,  2.047844173558744e-01,  7.679936995843784e-02,  4.376163114693055e-02,  1.615311439970513e-01
  2.680000000000000e+00,  9.746174776787719e-02,  5.205530977654571e-02,  2.003874356076438e-01,  7.896928879159562e-02,  5.122467654220608e-02,  1.666187969850050e-01
  2.690000000000000e+00,  9.597008014333948e-02,  4.716465667714775e-02,  1.960010099347908e-01,  8.138624985655545e-02,  5.817774765625722e-02,  1.718021599382770e-01
  2.700000000000000e+00,  9.453186910031712e-02,  4.206603990770308e-02,  1.916814505145601e-01,  8.399866781549166e-02,  6.452395839218177e-02,  1.770179059370189e-01
  2.710000000000000e+00,  9.312455233923769e-02,  3.680372249619768e-02,  1.874837505751994e-01,  8.675021490388883e-02,  7.018092961552437e-02,  1.822015018553528e-01
  2.720000000000000e+00,  9.172058943824850e-02,  3.142392959872176e-02,  1.834601724930823e-01,  8.958117114373543e-02,  7.508321681509911e-02,  1.872890387942091e-01
  2.730000000000000e+00,  9.028872153331712e-02,  2.597359652465925e-02,  1.796588733135349e-01,  9.243007851688055e-02,  7.918370244296541e-02,  1.922188524024224e-01
  2.740000000000000e+00,  8.879547977294108e-02,  2.049911740143751e-02,  1.761226435618151e-01,  9.523560305768469e-02,  8.245396149326072e-02,  1.969328855282169e-01
  2.750000000000000e+00,  8.720681774033176e-02,  1.504514700874737e-02,  1.728878311297753e-01,  9.793848363652431e-02,  8.488369734798583e-02,  2.013777820201515e-01
  2.760000000000000e+00,  8.548973531949162e-02,  9.653505225696746e-03,  1.699835110172319e-01,  1.004834363978881e-01,  8.647940852485797e-02,  2.055057291856166e-01
  2.770000000000000e+00,  8.361376870952709e-02,  4.362227801455898e-03,  1.674309426598108e-01,  1.028208896039237e-01,  8.726248207401295e-02,  2.092750841406981e-01
  2.780000000000000e+00,  8.155224092740443e-02, -7.952008517626563e-04,  1.652433320495795e-01,  1.049084427394883e-01,  8.726691756897620e-02,  2.126508254991797e-01
  2.790000000000000e+00,  7.928319535231597e-02, -5.790406607574461e-03,  1.634258896427560e-01,  1.067119721213966e-01,  8.653687212429093e-02,  2.156048682453679e-01
  2.800000000000000e+00,  7.678996746311229e-02, -1.060046013991833e-02,  1.619761511729898e-01,  1.082063382671013e-01,  8.512418872709869e-02,  2.181162695873512e-01
  2.810000000000000e+00,  7.406138317673436e-02, -1.520798070798079e-02,  1.608845105085062e-01,  1.093756834780252e-01,  8.308603453341011e-02,  2.201713409849594e-01
  2.820000000000000e+00,  7.109160327320019e-02, -1.960101223606903e-02,  1.601349040540866e-01,  1.102133379653879e-01,  8.048273875666528e-02,  2.217636699313361e-01
  2.830000000000000e+00,  6.787966045973882e-02, -2.377268355634476e-02,  1.597055858561401e-01,  1.107213771136019e-01,  7.737588578810847e-02,  2.228940469476997e-01
  2.840000000000000e+00,  6.442875768135450e-02, -2.772067340741513e-02,  1.595699408808838e-01,  1.109098900385791e-01,  7.382669084273348e-02,  2.235702897424809e-01
  2.850000000000000e+00,  6.074541244984191e-02, -3.144650979971586e-02,  1.596972987709566e-01,  1.107960302636017e-01,  6.989466371805018e-02,  2.238069573909440e-01
  2.860000000000000e+00,  5.683854103912253e-02, -3.495474280002875e-02,  1.600537284866190e-01,  1.104029234835887e-01,  6.563655092014554e-02,  2.236249515442873e-01
  2.870000000000000e+00,  5.271857709675176e-02, -3.825203912003627e-02,  1.606028116946060e-01,  1.097585057187529e-01,  6.110553644999660e-02,  2.230510074845708e-01
  2.880000000000000e+00,  4.839671050529452e-02, -4.134625484963239e-02,  1.613064057747710e-01,  1.088943585498155e-01,  5.635067566862215e-02,  2.221170838011469e-01
  2.890000000000000e+00,  4.388431380362168e-02, -4.424554750279075e-02,  1.621254130907847e-01,  1.078445975645849e-01,  5.141653358385126e-02,  2.208596643970599e-01
  2.900000000000000e+00,  3.919259633263950e-02, -4.695758834357266e-02,  1.630205706232838e-01,  1.066448567770281e-01,  4.634299773848505e-02,  2.193189897762055e-01
  2.910000000000000e+00,  3.433249355272317e-02, -4.948892947135297e-02,  1.639532641084790e-01,  1.053313969445152e-01,  4.116523600702512e-02,  2.175382359546029e-01
  2.920000000000000e+00,  2.931476537266227e-02, -5.184456714702690e-02,  1.648863562415447e-01,  1.039403509157620e-01,  3.591377077950177e-02,  2.155626590275323e-01
  2.930000000000000e+00,  2.415024828212578e-02, -5.402772446439030e-02,  1.657850032096716e-01,  1.025071059358050e-01,  3.061464308281885e-02,  2.134387217633216e-01
  2.940000000000000e+00,  1.885018659086476e-02, -5.603985501567688e-02,  1.666174217408981e-01,  1.010658125478042e-01,  2.528964303189216e-02,  2.112132161385750e-01
  2.950000000000000e+00,  1.342656145806325e-02, -5.788084768633683e-02,  1.673555628990130e-01,  9.964900321851788e-02,  1.995658646372372e-02,  2.089323932026057e-01
  2.960000000000000e+00,  7.892343256737211e-03, -5.954939426810602e-02,  1.679756503242479e-01,  9.828730119712054e-02,  1.462962138227014e-02,  2.066411098085117e-01
  2.970000000000000e+00,  2.261611182717192e-03, -6.104346863893872e-02,  1.684585490401583e-01,  9.700920084320425e-02,  9.319551715987381e-03,  2.043820012682875e-01
  2.980000000000000e+00, -3.450490188271340e-03, -6.236086018774745e-02,  1.687899444551907e-01,  9.584090366488034e-02,  4.034169516490986e-03,  2.021946902254445e-01
  2.990000000000000e+00, -9.227959374288986e-03, -6.349970505775460e-02,  1.689603271690332e-01,  9.480619835176844e-02, -1.221410126721350e-03,  2.001150449381172e-01
  3.000000000000000e+00, -1.505428734816480e-02, -6.445896568267639e-02,  1.689647949483910e-01,  9.392637702491718e-02, -6.444414683956039e-03,  1.981745042681959e-01
  3.010000000000000e+00, -2.091290345589125e-02, -6.523882031002159e-02,  1.688026964837812e-01,  9.322018294223458e-02, -1.163408181182608e-02,  1.963994911842798e-01
  3.020000000000000e+00, -2.678766155586577e-02, -6.584093775143063e-02,  1.684771507736854e-01,  9.270378662443776e-02, -1.679132964862167e-02,  1.948109404908527e-01
  3.030000000000000e+00, -3.266330694965860e-02, -6.626862655840182e-02,  1.679944805854949e-01,  9.239078783260495e-02, -2.191843032342413e-02,  1.934239687235910e-01
  3.040000000000000e+00, -3.852586995473663e-02, -6.652686060711965e-02,  1.673635985945200e-01,  9.229224037270130e-02, -2.701868785581661e-02,  1.922477137162125e-01
  3.050000000000000e+00, -4.436294390332338e-02, -6.662219354324228e-02,  1.665953813210384e-01,  9.241669585361313e-02, -3.209612278864782e-02,  1.912853675396659e-01
  3.060000000000000e+00, -5.016382170206225e-02, -6.656258206233634e-02,  1.657020600947084e-01,  9.277026180819176e-02, -3.715516744723645e-02,  1.905344189784810e-01
  3.070000000000000e+00, -5.591948335816501e-02, -6.635714239697466e-02,  1.646966513351719e-01,  9.335666940320081e-02, -4.220037738630308e-02,  1.899871106056466e-01
  3.080000000000000e+00, -6.162244469495932e-02, -6.601586581981844e-02,  1.635924416955332e-01,  9.417734648965678e-02, -4.723616606200918e-02,  1.896311015431678e-01
  3.090000000000000e+00, -6.726649283227114e-02, -6.554931786995910e-02,  1.624025379841867e-01,  9.523149295536827e-02, -5.226657078086192e-02,  1.894503113641881e-01
  3.100000000000000e+00, -7.284634526045783e-02, -6.496834295277831e-02,  1.611394877589004e-01,  9.651615701881198e-02, -5.729505816458601e-02,  1.894259049575975e-01
  3.110000000000000e+00, -7.835727565892912e-02, -6.428379163764486e-02,  1.598149740948332e-01,  9.802631292848324e-02, -6.232437656826150e-02,  1.895373643893067e-01
  3.120000000000000e+00, -8.379475067217555e-02, -6.350628308624451e-02,  1.584395869043939e-01,  9.975494215904600e-02, -6.735646091058428e-02,  1.897635837339874e-01
  3.130000000000000e+00, -8.915397168575011e-02, -6.264611316608049e-02,  1.570225771537039e-01,  1.016932581772362e-01, -7.239256732562101e-02,  1.900838089745795e-01
  3.140000000000000e+00, -9.443019855505574e-02, -6.171270621082403e-02,  1.555721752029814e-01,  1.038302591990528e-01, -7.743257448777564e-02,  1.904790023194191e-01
  3.150000000000000e+00, -9.961785217023138e-02, -6.071509121933172e-02,  1.540949998121215e-01,  1.061536576282168e-01, -8.247612843152667e-02,  1.909319844991026e-01
  3.160000000000000e+00, -1.047109912573214e-01, -5.966146524761862e-02,  1.525965510453564e-01,  1.086494683278977e-01, -8.752200722598849e-02,  1.914283804206047e-01
  3.170000000000000e+00, -1.097033071153243e-01, -5.855925840819198e-02,  1.510812515495133e-01,  1.113022956708452e-01, -9.256842992134280e-02,  1.919568341057609e-01
  3.180000000000000e+00, -1.145883295590837e-01, -5.741513756698358e-02,  1.495526462880217e-01,  1.140955087519521e-01, -9.761318974189068e-02,  1.925090719753045e-01
  3.190000000000000e+00, -1.193597080995524e-01, -5.623503210176239e-02,  1.480136359601781e-01,  1.170114423690163e-01, -1.026537832137861e-01,  1.930797377603151e-01
  3.200000000000000e+00, -1.240115380775169e-01, -5.502417430143813e-02,  1.464667222500518e-01,  1.200316262032564e-01, -1.076875232710958e-01,  1.936660336336760e-01
  3.210000000000000e+00, -1.285386977931280e-01, -5.378714773063420e-02,  1.449142418385597e-01,  1.231370445895199e-01, -1.127116283030920e-01,  1.942672155304970e-01
  3.220000000000000e+00, -1.329371624358378e-01, -5.252793817736734e-02,  1.433585673918865e-01,  1.263084287566320e-01, -1.177232840951698e-01,  1.948839984286136e-01
  3.230000000000000e+00, -1.372042636203732e-01, -5.124998360143329e-02,  1.418022573834259e-01,  1.295265819572486e-01, -1.227196807499443e-01,  1.955179293976897e-01
  3.240000000000000e+00, -1.413388692702942e-01, -4.995622164896685e-02,  1.402481420100327e-01,  1.327727352432931e-01, -1.276980311143142e-01,  1.961707830191995e-01
  3.250000000000000e+00, -1.453414667709112e-01, -4.864913555584760e-02,  1.386993388031248e-01,  1.360289277038049e-01, -1.326555801822085e-01,  1.968440263585526e-01
  3.260000000000000e+00, -1.492141419625791e-01, -4.733080129268963e-02,  1.371591979416381e-01,  1.392784000965228e-01, -1.375896159988277e-01,  1.975383903789215e-01
  3.270000000000000e+00, -1.529604567014303e-01, -4.600294033245178e-02,  1.356311830854681e-01,  1.425059856021992e-01, -1.424974916847538e-01,  1.982535728343816e-01
  3.280000000000000e+00, -1.565852374313802e-01, -4.466698321200790e-02,  1.341186984442919e-01,  1.456984767664919e-01, -1.473766655844274e-01,  1.989880853036596e-01
  3.290000000000000e+00, -1.600942956349536e-01, -4.332414888892822e-02,  1.326248767454283e-01,  1.488449445445897e-01, -1.522247628167049e-01,  1.997392448534426e-01
  3.300000000000000e+00, -1.634941073584320e-01, -4.197554370216494e-02,  1.311523458915387e-01,  1.519369844949131e-01, -1.570396572541418e-01,  2.005032993998324e-01
  3.310000000000000e+00, -1.667914827716283e-01, -4.062228165403470e-02,  1.297029944508519e-01,  1.549688670584689e-01, -1.618195688189447e-01,  2.012756656926616e-01
  3.320000000000000e+00, -1.699932576397026e-01, -3.926562498053920e-02,  1.282777575439391e-01,  1.579375734808221e-01, -1.665631674960840e-01,  2.020512506631864e-01
  3.330000000000000e+00, -1.731060365830799e-01, -3.790714092376790e-02,  1.268764448628950e-01,  1.608427058321551e-01, -1.712696729644282e-01,  2.028248213409638e-01
  3.340000000000000e+00, -1.761360132324297e-01, -3.654886763729470e-02,  1.254976310868720e-01,  1.636862680089204e-01, -1.759389375853034e-01,  2.035913863629813e-01
  3.350000000000000e+00, -1.790888852419580e-01, -3.519347961809260e-02,  1.241386256458927e-01,  1.664723235941709e-01, -1.805715007643678e-01,  2.043465535347354e-01
  3.360000000000000e+00, -1.819698732555830e-01, -3.384444114469809e-02,  1.227955336183423e-01,  1.692065451184806e-01, -1.851686045062664e-01,  2.050868327574470e-01
  3.370000000000000e+00, -1.847838430986123e-01, -3.250613502280530e-02,  1.214634128245238e-01,  1.718956767666260e-01, -1.897321630354794e-01,  2.058098611071262e-01
  3.380000000000000e+00, -1.875355206996046e-01, -3.118395347066572e-02,  1.201365243929076e-01,  1.745469383816814e-01, -1.942646834491247e-01,  2.065145358077654e-01
  3.390000000000000e+00, -1.902297803824939e-01, -2.988433828571391e-02,  1.188086660266251e-01,  1.771674023198395e-01, -1.987691388586166e-01,  2.072010498731320e-01
  3.400000000000000e+00, -1.928719799043032e-01, -2.861475854014572e-02,  1.174735696483126e-01,  1.797633762727427e-01, -2.032487999568779e-01,  2.078708331876498e-01
  3.410000000000000e+00, -1.954683104703396e-01, -2.738361611828988e-02,  1.161253388434481e-01,  1.823398246710866e-01, -2.077070347960239e-01,  2.085264078418141e-01
  3.420000000000000e+00, -1.980261273533745e-01, -2.620007253348700e-02,  1.147588971741105e-01,  1.848998590397798e-01, -2.121470895331778e-01,  2.091711702828201e-01
  3.430000000000000e+00, -2.005542267462017e-01, -2.507379478370031e-02,  1.133704164572024e-01,  1.874443240246993e-01, -2.165718647106084e-01,  2.098091143728716e-01
  3.440000000000000e+00, -2.030630370193328e-01, -2.401462347353878e-02,  1.119576946686437e-01,  1.899715011944106e-01, -2.209837023231424e-01,  2.104445092586215e-01
  3.450000000000000e+00, -2.055646974983358e-01, -2.303217283446091e-02,  1.105204563293206e-01,  1.924769474112524e-01, -2.253841984645334e-01,  2.110815446598947e-01
  3.460000000000000e+00, -2.080730050452687e-01, -2.213537917576414e-02,  1.090605539049645e-01,  1.949534787928704e-01, -2.297740548700038e-01,  2.117239545091588e-01
  3.470000000000000e+00, -2.106032176067607e-01, -2.133202106635035e-02,  1.075820565510599e-01,  1.973913051301942e-01, -2.341529802290291e-01,  2.123746284914534e-01
  3.480000000000000e+00, -2.131717138712882e-01, -2.062824029872923e-02,  1.060912217879112e-01,  1.997783131731215e-01, -2.385196489098078e-01,  2.130352204531241e-01
  3.490000000000000e+00, -2.157955185701758e-01, -2.002809646335391e-02,  1.045963554431521e-01,  2.021004904653812e-01, -2.428717208417886e-01,  2.137057631543632e-01
  3.500000000000000e+00, -2.184917130457708e-01, -1.953318890867140e-02,  1.031075742200537e-01,  2.043424745128281e-01, -2.472059219738962e-01,  2.143843005118403e-01
  3.510000000000000e+00, -2.212767597535357e-01, -1.914237744656222e-02,  1.016364922791572e-01,  2.064882052447141e-01, -2.515181802644924e-01,  2.150665511117715e-01
  3.520000000000000e+00, -2.241657766844863e-01, -1.885162734210799e-02,  1.001958572290527e-01,  2.085216522881888e-01, -2.558038078322367e-01,  2.157456199003359e-01
  3.530000000000000e+00, -2.271720290127877e-01, -1.865400445189169e-02,  9.879916100927599e-02,  2.104274860002603e-01, -2.600576892871941e-01,  2.164122633795523e-01
  3.540000000000000e+00, -2.303052897121869e-01, -1.853978656612587e-02,  9.746025072385882e-02,  2.121922343962284e-01, -2.642746106842577e-01,  2.170528471051184e-01
  3.550000000000000e+00, -2.335726802722554e-01, -1.849674913828769e-02,  9.619295535300657e-02,  2.138044347178072e-01, -2.684493580541344e-01,  2.176521428848562e-01
  3.560000000000000e+00, -2.369771622963900e-01, -1.851057721838889e-02,  9.501073136772045e-02,  2.152556688241566e-01, -2.725770021501387e-01,  2.181916010494439e-01
  3.570000000000000e+00, -2.405174523604273e-01, -1.856536257694397e-02,  9.392634762798181e-02,  2.165409957487446e-01, -2.766530492365705e-01,  2.186500559464110e-01
  3.580000000000000e+00, -2.441878594213957e-01, -1.864417854620104e-02,  9.295159633004384e-02,  2.176593250156690e-01, -2.806735513292493e-01,  2.190041324364966e-01
  3.590000000000000e+00, -2.479783206444724e-01, -1.872969098886390e-02,  9.209702867626944e-02,  2.186136079054960e-01, -2.846351467390467e-01,  2.192287992235621e-01
  3.600000000000000e+00, -2.518746380482263e-01, -1.880476984618307e-02,  9.137171033826753e-02,  2.194108312016997e-01, -2.885350239987682e-01,  2.192980546202886e-01
  3.610000000000000e+00, -2.558589038437920e-01, -1.885306753152105e-02,  9.078299357182298e-02,  2.200618110957926e-01, -2.923708090468388e-01,  2.191857201178183e-01
  3.620000000000000e+00, -2.599100880185110e-01, -1.885953456381828e-02,  9.033630628372148e-02,  2.205807990666059e-01, -2.961403828359216e-01,  2.188663087200805e-01
  3.630000000000000e+00, -2.640047492714279e-01, -1.881084883758910e-02,  9.003496244509709e-02,  2.209849252271124e-01, -2.998416435567059e-01,  2.183159296313106e-01
  3.640000000000000e+00, -2.681178214821269e-01, -1.869574227571635e-02,  8.988000198234607e-02,  2.212935162353704e-01, -3.034722335356262e-01,  2.175131892490325e-01
  3.650000000000000e+00, -2.722234237689204e-01, -1.850521672814431e-02,  8.987007086853765e-02,  2.215273329630275e-01, -3.070292548671258e-01,  2.164400505059505e-01
  3.660000000000000e+00, -2.762956434178153e-01, -1.823264924851076e-02,  9.000135315427525e-02,  2.217077767020827e-01, -3.105089995212011e-01,  2.150826177617935e-01
  3.670000000000000e+00, -2.803092472366026e-01, -1.787379468432548e-02,  9.026756600316319e-02,  2.218561114020102e-01, -3.139067189188560e-01,  2.134318215675708e-01
  3.680000000000000e+00, -2.842402872130987e-01, -1.742670030817539e-02,  9.066002658323415e-02,  2.219927435673440e-01, -3.172164550491432e-01,  2.114839853530450e-01
  3.690000000000000e+00, -2.880665791627170e-01, -1.689155256447150e-02,  9.116779628446658e-02,  2.221365919391473e-01, -3.204309506378439e-01,  2.092412631262867e-01
  3.700000000000000e+00, -2.917680465271615e-01, -1.627047956868988e-02,  9.177790362424471e-02,  2.223045673262601e-01, -3.235416503616013e-01,  2.067119426511860e-01
  3.710000000000000e+00, -2.953269339227707e-01, -1.556733449913783e-02,  9.247564278119257e-02,  2.225111705776208e-01, -3.265387993650448e-01,  2.039106116753718e-01
  3.720000000000000e+00, -2.987279050360947e-01, -1.478748426675724e-02,  9.324494033845220e-02,  2.227682052939673e-01, -3.294116399203473e-01,  2.008581854624689e-01
  3.730000000000000e+00, -3.019580461936350e-01, -1.393762474127347e-02,  9.406877879198816e-02,  2.230845928103530e-01, -3.321487023180262e-01,  1.975817924807618e-01
  3.740000000000000e+00, -3.050068000278298e-01, -1.302563842672844e-02,  9.492966180279555e-02,  2.234662711889871e-01, -3.347381820189636e-01,  1.941145124861116e-01
  3.750000000000000e+00, -3.078658533933817e-01, -1.206050304714235e-02,  9.581010309137002e-02,  2.239161579306240e-01, -3.371683915796640e-01,  1.904949585753813e-01
  3.760000000000000e+00, -3.105290007237513e-01, -1.105225050154846e-02,  9.669311830865658e-02,  2.244341578562662e-01, -3.394282725198111e-01,  1.867666934581471e-01
