---- AnyBody Output File ---------------------------------
Study: Main.MarkerModelStudy
Operation: Main.MarkerModelStudy.KinematicAnalysis
----------------------------------------------------------
Constants (Name = Value): 
Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.FileName = "LKNE.txt"
Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.Search = 
Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.SepSign = "  "
Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.LineSepSign = ""
Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.Header.TitleSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.Header.ConstSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.Header.VarSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.Header.ColumnNamesOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.Header.LinePrefix = ""
Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.NumberFormat.Digits = 15
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MarkerModelStudy.t
col1  Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.px
col2  Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.py
col3  Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.pz
----------------------------------------------------------
Main.MarkerModelStudy.t  Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.px  Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.py  Main.MarkerModelStudy.MarkerModel.Markers.LKNE.MarkerPositionFile.pz
 3.169126751592349e+000  -1.072190382692804e+000  -1.542966932726663e-001   4.934105177826691e-001
 3.182767515923559e+000  -1.044310968284229e+000  -1.548161192652449e-001   4.960135468720926e-001
 3.196408280254769e+000  -1.017564856615578e+000  -1.555236981137521e-001   4.981099180870661e-001
 3.210049044585979e+000  -9.921000318622254e-001  -1.563786359808931e-001   4.997366438907251e-001
 3.223689808917189e+000  -9.680279829762685e-001  -1.573181090741724e-001   5.009054803681944e-001
 3.237330573248399e+000  -9.453569144934753e-001  -1.583119046966194e-001   5.015054974206092e-001
 3.250971337579609e+000  -9.239895584213342e-001  -1.593822306310331e-001   5.013295194576547e-001
 3.264612101910819e+000  -9.038110491879701e-001  -1.605466743759454e-001   5.001959669664648e-001
 3.278252866242029e+000  -8.847279750891750e-001  -1.617769774978384e-001   4.980425717425049e-001
 3.291893630573239e+000  -8.666276376579357e-001  -1.630306828589186e-001   4.949141068474235e-001
 3.305534394904449e+000  -8.493688924846259e-001  -1.642829337388022e-001   4.909230949384923e-001
 3.319175159235659e+000  -8.327961878520952e-001  -1.655064031405565e-001   4.862440112752519e-001
 3.332815923566869e+000  -8.167193888219413e-001  -1.666426769168285e-001   4.811315051849586e-001
 3.346456687898079e+000  -8.008926270485509e-001  -1.675854688964396e-001   4.759037147463018e-001
 3.360097452229289e+000  -7.850019342817006e-001  -1.681978521549082e-001   4.708676713757850e-001
 3.373738216560499e+000  -7.686468318993931e-001  -1.683790513383779e-001   4.662997191305450e-001
 3.387378980891709e+000  -7.513898661965058e-001  -1.681051062430501e-001   4.624783968784424e-001
 3.401019745222919e+000  -7.328886919148373e-001  -1.674310029592489e-001   4.596315005133315e-001
 3.414660509554129e+000  -7.129906218980756e-001  -1.664699746069872e-001   4.578405699619232e-001
 3.428301273885339e+000  -6.918103530466377e-001  -1.653320432652997e-001   4.570256176787795e-001
 3.441942038216549e+000  -6.698285559340101e-001  -1.640594089187400e-001   4.570172001160187e-001
 3.455582802547759e+000  -6.478342345695044e-001  -1.626252100472580e-001   4.576944998215975e-001
 3.469223566878969e+000  -6.265238763216445e-001  -1.609667629936272e-001   4.591075148468959e-001
 3.482864331210179e+000  -6.060087876627253e-001  -1.590367768188294e-001   4.613379522365443e-001
 3.496505095541389e+000  -5.858699845314644e-001  -1.568795678189752e-001   4.641918649731149e-001
 3.510145859872599e+000  -5.659671436764432e-001  -1.546324904719144e-001   4.671489127581859e-001
 3.523786624203809e+000  -5.470201831412993e-001  -1.524355011062017e-001   4.696451306051465e-001
 3.537427388535019e+000  -5.300607630447587e-001  -1.503971229746433e-001   4.713643551633291e-001
 3.551068152866229e+000  -5.155395346297513e-001  -1.486133349641417e-001   4.722906424276548e-001
 3.564708917197438e+000  -5.032901496079173e-001  -1.471230660624409e-001   4.725577224998693e-001
 3.578349681528648e+000  -4.930171145504658e-001  -1.458219702038689e-001   4.723477507713947e-001
 3.591990445859858e+000  -4.844296634626318e-001  -1.444969715533372e-001   4.719006364579685e-001
 3.605631210191068e+000  -4.770984669795790e-001  -1.429829523022173e-001   4.714631936505668e-001
 3.619271974522278e+000  -4.705507982133618e-001  -1.412939650207522e-001   4.711584832134710e-001
 3.632912738853488e+000  -4.645523210109737e-001  -1.395945033005653e-001   4.709585337751466e-001
 3.646553503184698e+000  -4.591777001001971e-001  -1.380804788708397e-001   4.707974494822450e-001
 3.660194267515908e+000  -4.545322671459151e-001  -1.368988149836207e-001   4.707004770283369e-001
 3.673835031847118e+000  -4.504909552262011e-001  -1.361312243543871e-001   4.707407314097372e-001
 3.687475796178328e+000  -4.467406468852972e-001  -1.358099775133385e-001   4.708916033674019e-001
 3.701116560509538e+000  -4.429564824784987e-001  -1.358923589380341e-001   4.710660341257765e-001
 3.714757324840748e+000  -4.389576579552508e-001  -1.362744794800621e-001   4.711967727233703e-001
 3.728398089171958e+000  -4.347293083348230e-001  -1.368594225220219e-001   4.712458038805076e-001
 3.742038853503168e+000  -4.302952174402354e-001  -1.375820189118990e-001   4.712132287390548e-001
 3.755679617834378e+000  -4.256267366782498e-001  -1.383736948841643e-001   4.711120724950326e-001
 3.769320382165588e+000  -4.206541341050548e-001  -1.391356044300052e-001   4.709365511604547e-001
 3.782961146496798e+000  -4.153439802353632e-001  -1.397469210418560e-001   4.706596293418374e-001
 3.796601910828008e+000  -4.097573647529463e-001  -1.401024864809866e-001   4.702644825463703e-001
 3.810242675159218e+000  -4.039977205005169e-001  -1.401543214074616e-001   4.697926222871559e-001
 3.823883439490428e+000  -3.981379020386565e-001  -1.399459733653208e-001   4.693146061225078e-001
 3.837524203821638e+000  -3.922171785634793e-001  -1.396189919299550e-001   4.688546548310963e-001
 3.851164968152848e+000  -3.862521302341572e-001  -1.393332184112515e-001   4.683917983351738e-001
 3.864805732484058e+000  -3.802340878173945e-001  -1.391537930603892e-001   4.679587573935641e-001
 3.878446496815268e+000  -3.741528143376633e-001  -1.390499063716462e-001   4.676622331294926e-001
 3.892087261146478e+000  -3.680007337642534e-001  -1.389489631835352e-001   4.676072787398801e-001
 3.905728025477688e+000  -3.617087029977165e-001  -1.387707161110243e-001   4.678396593863031e-001
 3.919368789808898e+000  -3.550518924631952e-001  -1.384829367159157e-001   4.683162162423449e-001
 3.933009554140108e+000  -3.476511991486900e-001  -1.381439034633985e-001   4.689207316731109e-001
 3.946650318471318e+000  -3.391481305179280e-001  -1.378422238774663e-001   4.695160487645606e-001
 3.960291082802528e+000  -3.293778721247305e-001  -1.376049606829577e-001   4.700158927431851e-001
 3.973931847133738e+000  -3.183632931264395e-001  -1.373932139328467e-001   4.704299082031645e-001
 3.987572611464948e+000  -3.061927703980363e-001  -1.371525729575013e-001   4.708375527631897e-001
 4.001213375796158e+000  -2.929349792155710e-001  -1.368784245063946e-001   4.713033578846871e-001
 4.014854140127368e+000  -2.786244499184292e-001  -1.366386146446339e-001   4.718150142518817e-001
 4.028494904458579e+000  -2.632173409144398e-001  -1.365345253767973e-001   4.723234798062893e-001
 4.042135668789789e+000  -2.465466236737844e-001  -1.366368822131593e-001   4.728118698559134e-001
 4.055776433120999e+000  -2.283413041219923e-001  -1.369278017058349e-001   4.733138309159109e-001
 4.069417197452210e+000  -2.083001105201439e-001  -1.373159098524959e-001   4.738601804080221e-001
 4.083057961783420e+000  -1.861362741518654e-001  -1.377117379060704e-001   4.743643989441705e-001
 4.096698726114631e+000  -1.616331174235119e-001  -1.380705502770180e-001   4.745918864546170e-001
 4.110339490445841e+000  -1.347457515659954e-001  -1.383765430491864e-001   4.742613500589603e-001
 4.123980254777051e+000  -1.056561795162059e-001  -1.386190867528349e-001   4.732108123951033e-001
 4.137621019108262e+000  -7.472098456954718e-002  -1.387945579037167e-001   4.715568375688651e-001
 4.151261783439472e+000  -4.236943981267258e-002  -1.389489700915850e-001   4.697142930501952e-001
 4.164902547770683e+000  -9.061578882858246e-003  -1.391816624099029e-001   4.682540222776492e-001
 4.178543312101893e+000   2.469155314553475e-002  -1.395689066242480e-001   4.676987731118247e-001
 4.192184076433104e+000   5.834943426397511e-002  -1.401074291497094e-001   4.683605212977477e-001
 4.205824840764314e+000   9.149391976223864e-002  -1.407529385799530e-001   4.702767306539820e-001
 4.219465605095524e+000   1.239307937186509e-001  -1.414700300142588e-001   4.732732410585387e-001
 4.233106369426735e+000   1.556339531800312e-001  -1.422585182874967e-001   4.770314668427161e-001
 4.246747133757945e+000   1.866303121993825e-001  -1.431591548588961e-001   4.811214625124188e-001
 4.260387898089156e+000   2.168955896999196e-001  -1.442034386529595e-001   4.851706237609447e-001
 4.274028662420366e+000   2.463742094767366e-001  -1.453685282316789e-001   4.890171551815247e-001
 4.287669426751577e+000   2.750207512376442e-001  -1.465895176036621e-001   4.926744050956877e-001
 4.301310191082787e+000   3.027963235541887e-001  -1.478203366241533e-001   4.961680626635384e-001
 4.314950955413997e+000   3.296386478341456e-001  -1.490693752354867e-001   4.994190275881811e-001
 4.328591719745208e+000   3.554608431462459e-001  -1.503659353801066e-001   5.022577293374888e-001
 4.342232484076418e+000   3.801809956961337e-001  -1.517000906335248e-001   5.045528058936617e-001
 4.355873248407629e+000   4.037426142161674e-001  -1.530033316967868e-001   5.062879554096248e-001
 4.369514012738839e+000   4.261066028684176e-001  -1.541929462920306e-001   5.074735601295205e-001
 4.383154777070049e+000   4.472166811463462e-001  -1.552481808803229e-001   5.080155160677622e-001
 4.396795541401260e+000   4.670094866584911e-001  -1.562455107321059e-001   5.076681023491341e-001
 4.410436305732470e+000   4.855046036314729e-001  -1.572908711805537e-001   5.061596565748654e-001
 4.424077070063681e+000   5.028652220856681e-001  -1.584298017688134e-001   5.033751652400480e-001
 4.437717834394891e+000   5.193318843935961e-001  -1.596494873194523e-001   4.994054050192953e-001
 4.451358598726102e+000   5.350970887974270e-001  -1.609149520392035e-001   4.944975911755864e-001
 4.464999363057312e+000   5.503014619157273e-001  -1.621455235052370e-001   4.890018628148809e-001
 4.478640127388522e+000   5.651095515881230e-001  -1.631845328305136e-001   4.833105770765293e-001
 4.492280891719733e+000   5.797517876171222e-001  -1.638725004218514e-001   4.777990104282388e-001
 4.505921656050943e+000   5.945245267481396e-001  -1.641705875951052e-001   4.727922210443344e-001
 4.519562420382154e+000   6.097849910764165e-001  -1.641643691813923e-001   4.685596176389562e-001
 4.533203184713364e+000   6.259638403968626e-001  -1.639384242448369e-001   4.653133612067965e-001
 4.546843949044575e+000   6.435500452643207e-001  -1.634958072686336e-001   4.631828010008312e-001
 4.560484713375785e+000   6.628435491772028e-001  -1.628080263808222e-001   4.621569866460777e-001
 4.574125477706995e+000   6.835148096410932e-001  -1.618886326033753e-001   4.620269555054578e-001
 4.587766242038206e+000   7.045428659981767e-001  -1.607781092705105e-001   4.624697683458666e-001
 4.601407006369416e+000   7.247632000216929e-001  -1.594963267194439e-001   4.632779510685368e-001
 4.615047770700627e+000   7.435515726482810e-001  -1.580301982092643e-001   4.644837866782935e-001
 4.628688535031837e+000   7.611404227890317e-001  -1.563583013343393e-001   4.662120184638908e-001
 4.642329299363047e+000   7.783138919088868e-001  -1.545237648583782e-001   4.683911600306922e-001
 4.655970063694258e+000   7.955290203471018e-001  -1.526401229668705e-001   4.706641669678601e-001
 4.669610828025468e+000   8.122092090535459e-001  -1.507966371861625e-001   4.726020557684763e-001
 4.683251592356679e+000   8.272976240494143e-001  -1.490049943052417e-001   4.740004676821235e-001
 4.696892356687889e+000   8.404084707855903e-001  -1.472338211781372e-001   4.749157497369408e-001
 4.710533121019100e+000   8.519150205923368e-001  -1.454360059913376e-001   4.754677496447936e-001
 4.724173885350310e+000   8.621697977265497e-001  -1.435550223137389e-001   4.757596097814156e-001
 4.737814649681520e+000   8.712234136772638e-001  -1.415251909030833e-001   4.758847934442268e-001
 4.751455414012731e+000   8.791023614024240e-001  -1.394035031309704e-001   4.758469535883208e-001
 4.765096178343941e+000   8.859025833908876e-001  -1.374107725695038e-001   4.755638625782564e-001
 4.778736942675152e+000   8.917174270244020e-001  -1.357077503158934e-001   4.750606421082245e-001
 4.792377707006362e+000   8.968883842927832e-001  -1.343537363123281e-001   4.746215953386151e-001
 4.806018471337572e+000   9.025861573475036e-001  -1.334559948822590e-001   4.748872685283543e-001
 4.819659235668783e+000   9.110227001850231e-001  -1.332498554829874e-001   4.768650528785619e-001
 4.833299999999993e+000   9.242961745537147e-001  -1.339903053514627e-001   4.814213933391655e-001
