---- AnyBody Output File ---------------------------------
Study: Main.MarkerModelStudy
Operation: Main.MarkerModelStudy.KinematicAnalysis
----------------------------------------------------------
Constants (Name = Value): 
Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.FileName = "RPSI.txt"
Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.Search = 
Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.SepSign = "  "
Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.LineSepSign = ""
Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.Header.TitleSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.Header.ConstSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.Header.VarSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.Header.ColumnNamesOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.Header.LinePrefix = ""
Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.NumberFormat.Digits = 15
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MarkerModelStudy.t
col1  Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.px
col2  Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.py
col3  Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.pz
----------------------------------------------------------
Main.MarkerModelStudy.t  Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.px  Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.py  Main.MarkerModelStudy.MarkerModel.Markers.RPSI.MarkerPositionFile.pz
 3.114563694267509e+000  -1.324540275484029e+000  -3.814631883369909e-001   1.016781522524034e+000
 3.128204458598719e+000  -1.308709845218957e+000  -3.826409237975243e-001   1.018546967388276e+000
 3.141845222929929e+000  -1.293018879335846e+000  -3.837852056064028e-001   1.020085377333715e+000
 3.155485987261139e+000  -1.277449065950457e+000  -3.848757211570973e-001   1.021301293161243e+000
 3.169126751592349e+000  -1.261964065975521e+000  -3.858301714684926e-001   1.022133200593925e+000
 3.182767515923559e+000  -1.246536150008133e+000  -3.865461880283967e-001   1.022582577842016e+000
 3.196408280254769e+000  -1.231170214572389e+000  -3.869730275757367e-001   1.022708611576483e+000
 3.210049044585979e+000  -1.215873576708451e+000  -3.871193998447440e-001   1.022572135934336e+000
 3.223689808917189e+000  -1.200593701036276e+000  -3.870103297393069e-001   1.022156794834375e+000
 3.237330573248399e+000  -1.185257900497357e+000  -3.866751683754474e-001   1.021423222377905e+000
 3.250971337579609e+000  -1.169868822131455e+000  -3.861242099190366e-001   1.020401702743919e+000
 3.264612101910819e+000  -1.154470881573419e+000  -3.853074789917437e-001   1.019138957074379e+000
 3.278252866242029e+000  -1.139062777858002e+000  -3.841737991694999e-001   1.017642717042739e+000
 3.291893630573239e+000  -1.123610757972668e+000  -3.827407943702003e-001   1.015926290670931e+000
 3.305534394904449e+000  -1.108079367777934e+000  -3.810734480467813e-001   1.014013880000697e+000
 3.319175159235659e+000  -1.092434813363993e+000  -3.792143094414074e-001   1.011910437641311e+000
 3.332815923566869e+000  -1.076636337243269e+000  -3.771542771857226e-001   1.009606185085629e+000
 3.346456687898079e+000  -1.060630015201724e+000  -3.748795518422570e-001   1.007103020921858e+000
 3.360097452229289e+000  -1.044347852422097e+000  -3.724157364629626e-001   1.004431607230582e+000
 3.373738216560499e+000  -1.027725182989428e+000  -3.698298996863456e-001   1.001651875237303e+000
 3.387378980891709e+000  -1.010727120166777e+000  -3.672246823540523e-001   9.988441152291087e-001
 3.401019745222919e+000  -9.933347816818638e-001  -3.646978899011119e-001   9.960772811986630e-001
 3.414660509554129e+000  -9.755208101047950e-001  -3.622991152248084e-001   9.934099842094548e-001
 3.428301273885339e+000  -9.572343473636538e-001  -3.600573807805120e-001   9.909176670010921e-001
 3.441942038216549e+000  -9.384152455128487e-001  -3.580310015615432e-001   9.886898797905819e-001
 3.455582802547759e+000  -9.190906319007089e-001  -3.563054403002336e-001   9.868673252468581e-001
 3.469223566878969e+000  -8.994286608997197e-001  -3.549690150333876e-001   9.856598209256212e-001
 3.482864331210179e+000  -8.796542727442630e-001  -3.541162615659844e-001   9.852453012821428e-001
 3.496505095541389e+000  -8.599430499390539e-001  -3.537872809966059e-001   9.856392154731767e-001
 3.510145859872599e+000  -8.403825852501683e-001  -3.538503713543961e-001   9.866522159407444e-001
 3.523786624203809e+000  -8.210332008843299e-001  -3.540309489812936e-001   9.880228847888422e-001
 3.537427388535019e+000  -8.020300633561784e-001  -3.540683110818041e-001   9.895792850997972e-001
 3.551068152866229e+000  -7.835647145789233e-001  -3.538174134972822e-001   9.912054296055736e-001
 3.564708917197438e+000  -7.657671604112273e-001  -3.532484400873666e-001   9.927602541771967e-001
 3.578349681528648e+000  -7.486385049284643e-001  -3.523576787968744e-001   9.941171276676343e-001
 3.591990445859858e+000  -7.321002846452762e-001  -3.511668770361542e-001   9.952812277903047e-001
 3.605631210191068e+000  -7.160332846892155e-001  -3.497918841666063e-001   9.964188975600683e-001
 3.619271974522278e+000  -7.003155336902907e-001  -3.483763274692184e-001   9.977450587751958e-001
 3.632912738853488e+000  -6.848850138933483e-001  -3.470185976716382e-001   9.994039464705621e-001
 3.646553503184698e+000  -6.697522810778211e-001  -3.457585912766826e-001   1.001443162177567e+000
 3.660194267515908e+000  -6.549268919678953e-001  -3.445845680968874e-001   1.003826402914575e+000
 3.673835031847118e+000  -6.403204996682105e-001  -3.434850839652017e-001   1.006438208848497e+000
 3.687475796178328e+000  -6.256947948312435e-001  -3.424699522100764e-001   1.009064386823743e+000
 3.701116560509538e+000  -6.108435851845948e-001  -3.415302402352309e-001   1.011449967226376e+000
 3.714757324840748e+000  -5.958544195822348e-001  -3.406418631005422e-001   1.013459567789256e+000
 3.728398089171958e+000  -5.809367368653091e-001  -3.398249524065844e-001   1.015080354506819e+000
 3.742038853503168e+000  -5.661889375688872e-001  -3.391236010468315e-001   1.016342692879201e+000
 3.755679617834378e+000  -5.516046416483390e-001  -3.385553161574646e-001   1.017262107660488e+000
 3.769320382165588e+000  -5.371202799604827e-001  -3.381187704664279e-001   1.017792600407287e+000
 3.782961146496798e+000  -5.226605535459709e-001  -3.378346506286196e-001   1.017860888469068e+000
 3.796601910828008e+000  -5.081618874800213e-001  -3.377566919596394e-001   1.017432059237077e+000
 3.810242675159218e+000  -4.935570515754454e-001  -3.379356277360063e-001   1.016527824599493e+000
 3.823883439490428e+000  -4.787849464932637e-001  -3.384037314360201e-001   1.015227660046149e+000
 3.837524203821638e+000  -4.637989696491431e-001  -3.391712150816691e-001   1.013613916399457e+000
 3.851164968152848e+000  -4.485844042880600e-001  -3.402082970485696e-001   1.011703913942285e+000
 3.864805732484058e+000  -4.331614719003256e-001  -3.414389448616751e-001   1.009475661184125e+000
 3.878446496815268e+000  -4.175426661108907e-001  -3.427802061792032e-001   1.006937947246608e+000
 3.892087261146478e+000  -4.016953773222847e-001  -3.441825533384891e-001   1.004159584463938e+000
 3.905728025477688e+000  -3.855802857798082e-001  -3.456248583251979e-001   1.001253615571871e+000
 3.919368789808898e+000  -3.691883957506782e-001  -3.470997291977626e-001   9.983394927341373e-001
 3.933009554140108e+000  -3.525007971699705e-001  -3.486380154118802e-001   9.955134651762635e-001
 3.946650318471318e+000  -3.354861872129120e-001  -3.503133813063918e-001   9.928504054636925e-001
 3.960291082802528e+000  -3.181434036618605e-001  -3.521669158027307e-001   9.904078126114401e-001
 3.973931847133738e+000  -3.004736513985969e-001  -3.541481950735301e-001   9.881983242359956e-001
 3.987572611464948e+000  -2.824210290346939e-001  -3.561680396294785e-001   9.861905148527075e-001
 4.001213375796158e+000  -2.639130654041587e-001  -3.582080685203956e-001   9.844053489436929e-001
 4.014854140127368e+000  -2.449580390627421e-001  -3.603145871074650e-001   9.829971250656101e-001
 4.028494904458579e+000  -2.256660498254425e-001  -3.624769943371761e-001   9.822286048483082e-001
 4.042135668789789e+000  -2.061956465376537e-001  -3.645443578200033e-001   9.823511457358017e-001
 4.055776433120999e+000  -1.866978166646310e-001  -3.663183002807586e-001   9.833895281497620e-001
 4.069417197452210e+000  -1.672894948716039e-001  -3.677131352907199e-001   9.850351595796230e-001
 4.083057961783420e+000  -1.480656045653195e-001  -3.688179187306874e-001   9.869174553523300e-001
 4.096698726114631e+000  -1.291083937449673e-001  -3.698570907508973e-001   9.889112172935428e-001
 4.110339490445841e+000  -1.104826916275165e-001  -3.710788068493860e-001   9.910843433530535e-001
 4.123980254777051e+000  -9.224346647394324e-002  -3.726201167851411e-001   9.934297302021812e-001
 4.137621019108262e+000  -7.444678863917886e-002  -3.744114472518066e-001   9.957983624227843e-001
 4.151261783439472e+000  -5.713529436850082e-002  -3.762229231740357e-001   9.980560711779009e-001
 4.164902547770683e+000  -4.030915786433210e-002  -3.778514814640278e-001   1.000201419117236e+000
 4.178543312101893e+000  -2.392611912911313e-002  -3.792357018368089e-001   1.002331098809400e+000
 4.192184076433104e+000  -7.934432408340020e-003  -3.803886008355103e-001   1.004535619598266e+000
 4.205824840764314e+000   7.712068973611177e-003  -3.812947263089340e-001   1.006826023530608e+000
 4.219465605095524e+000   2.305299594503777e-002  -3.819156683103112e-001   1.009147334438708e+000
 4.233106369426735e+000   3.814321231792750e-002  -3.822692685151440e-001   1.011460200214935e+000
 4.246747133757945e+000   5.304361457346486e-002  -3.824518950542555e-001   1.013758905638885e+000
 4.260387898089156e+000   6.780202532787560e-002  -3.825823849837093e-001   1.016004590073745e+000
 4.274028662420366e+000   8.244483661900778e-002  -3.827350580437131e-001   1.018101300043978e+000
 4.287669426751577e+000   9.697353693807695e-002  -3.829333046188811e-001   1.019939465669418e+000
 4.301310191082787e+000   1.113884452587170e-001  -3.831647330950393e-001   1.021459700067064e+000
 4.314950955413997e+000   1.257389726084147e-001  -3.833697508685564e-001   1.022669341338540e+000
 4.328591719745208e+000   1.401029444871522e-001  -3.834745529201272e-001   1.023584665139570e+000
 4.342232484076418e+000   1.545001894020457e-001  -3.834257870279740e-001   1.024186129647192e+000
 4.355873248407629e+000   1.689147888065039e-001  -3.831803431716306e-001   1.024421044959776e+000
 4.369514012738839e+000   1.833445162335161e-001  -3.826991986583868e-001   1.024242689271181e+000
 4.383154777070049e+000   1.977943135815744e-001  -3.819505784034054e-001   1.023654434582334e+000
 4.396795541401260e+000   2.122511350469540e-001  -3.809114792124947e-001   1.022712959311970e+000
 4.410436305732470e+000   2.267016295271592e-001  -3.795767498050571e-001   1.021485836096635e+000
 4.424077070063681e+000   2.411790568668124e-001  -3.779851567629926e-001   1.019998953385961e+000
 4.437717834394891e+000   2.557611369111215e-001  -3.762001961537729e-001   1.018245512932099e+000
 4.451358598726102e+000   2.705564162247657e-001  -3.742669404689302e-001   1.016221616794428e+000
 4.464999363057312e+000   2.856582992217833e-001  -3.721807637420084e-001   1.013947875332680e+000
 4.478640127388522e+000   3.010647295036462e-001  -3.698972177692077e-001   1.011484535761552e+000
 4.492280891719733e+000   3.166851605312394e-001  -3.674087303088751e-001   1.008890993031378e+000
 4.505921656050943e+000   3.324396147605095e-001  -3.647996978013816e-001   1.006189180767158e+000
 4.519562420382154e+000   3.483410441701736e-001  -3.621893144061428e-001   1.003421674185998e+000
 4.533203184713364e+000   3.644730349469257e-001  -3.596733531438170e-001   1.000681785764135e+000
 4.546843949044575e+000   3.809261693539669e-001  -3.573290964826638e-001   9.980671804568335e-001
 4.560484713375785e+000   3.977732064696471e-001  -3.552032449637012e-001   9.956646038372595e-001
 4.574125477706995e+000   4.150530800313677e-001  -3.533030299689809e-001   9.935582342808923e-001
 4.587766242038206e+000   4.327702134797984e-001  -3.516246328461989e-001   9.918187805097551e-001
 4.601407006369416e+000   4.509003811993225e-001  -3.501878743526151e-001   9.905387095572211e-001
 4.615047770700627e+000   4.693685550349968e-001  -3.490409378853479e-001   9.898763065880795e-001
 4.628688535031837e+000   4.880743111092730e-001  -3.482462329586976e-001   9.899589022160197e-001
 4.642329299363047e+000   5.069117928440408e-001  -3.478236546730660e-001   9.907565574895776e-001
 4.655970063694258e+000   5.257444015719501e-001  -3.476554773872564e-001   9.921316687584357e-001
 4.669610828025468e+000   5.444055593962931e-001  -3.474992068830882e-001   9.939631475673479e-001
 4.683251592356679e+000   5.626863504702845e-001  -3.471224718028919e-001   9.961496162993228e-001
 4.696892356687889e+000   5.803644983793765e-001  -3.463935688387947e-001   9.985315590168548e-001
 4.710533121019100e+000   5.973051291921303e-001  -3.452973814456726e-001   1.000859219979797e+000
 4.724173885350310e+000   6.135129248858526e-001  -3.438973372706630e-001   1.002852810750797e+000
 4.737814649681520e+000   6.290861841676713e-001  -3.422382609590138e-001   1.004320182116096e+000
 4.751455414012731e+000   6.441410362792293e-001  -3.403110407634343e-001   1.005199004773068e+000
 4.765096178343941e+000   6.587797486591976e-001  -3.381374864409246e-001   1.005556830068564e+000
 4.778736942675152e+000   6.731174359494284e-001  -3.358418971706887e-001   1.005671704491034e+000
 4.792377707006362e+000   6.874677852687219e-001  -3.337100580669232e-001   1.006211472987464e+000
 4.806018471337572e+000   7.027059514263565e-001  -3.322690308285773e-001   1.008476507451814e+000
 4.819659235668783e+000   7.204212636382643e-001  -3.322683128206637e-001   1.014430371588216e+000
 4.833299999999993e+000   7.421737955530177e-001  -3.343576635483753e-001   1.025784830065575e+000
