---- AnyBody Output File ---------------------------------
Study: Main.MarkerModelStudy
Operation: Main.MarkerModelStudy.KinematicAnalysis
----------------------------------------------------------
Constants (Name = Value): 
Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.FileName = "LTOE.txt"
Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.Search = 
Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.SepSign = "  "
Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.LineSepSign = ""
Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.Header.TitleSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.Header.ConstSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.Header.VarSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.Header.ColumnNamesOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.Header.LinePrefix = ""
Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.NumberFormat.Digits = 15
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MarkerModelStudy.t
col1  Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.px
col2  Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.py
col3  Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.pz
----------------------------------------------------------
Main.MarkerModelStudy.t  Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.px  Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.py  Main.MarkerModelStudy.MarkerModel.Markers.LTOE.MarkerPositionFile.pz
 3.946650318471318e+000  -3.180197313837105e-001  -2.586033204792304e-001   4.253060033289248e-002
 3.960291082802528e+000  -3.176032093378039e-001  -2.579187046671139e-001   4.235101268239764e-002
 3.973931847133738e+000  -3.171265430765804e-001  -2.571431333841137e-001   4.213482999049500e-002
 3.987572611464948e+000  -3.165665254956588e-001  -2.562735610150205e-001   4.188026599147372e-002
 4.001213375796158e+000  -3.159025911925407e-001  -2.553745953167216e-001   4.160242828208677e-002
 4.014854140127368e+000  -3.151199815024482e-001  -2.545344981802393e-001   4.131343981576024e-002
 4.028494904458579e+000  -3.142011773300456e-001  -2.538165300241371e-001   4.098614432347468e-002
 4.042135668789789e+000  -3.131124655896921e-001  -2.532558304404812e-001   4.055177731887313e-002
 4.055776433120999e+000  -3.118008759867580e-001  -2.528673184873141e-001   3.994366369349099e-002
 4.069417197452210e+000  -3.101924728008060e-001  -2.526352539007742e-001   3.918668516841226e-002
 4.083057961783420e+000  -3.081536020135589e-001  -2.525193882993772e-001   3.849718887654402e-002
 4.096698726114631e+000  -3.054187151431828e-001  -2.524390345001867e-001   3.836515149958694e-002
 4.110339490445841e+000  -3.015389538531476e-001  -2.522158465409303e-001   3.946865009879263e-002
 4.123980254777051e+000  -2.958672405646950e-001  -2.515757464359837e-001   4.228442857227092e-002
 4.137621019108262e+000  -2.875626699508807e-001  -2.502687910243236e-001   4.672636619977127e-002
 4.151261783439472e+000  -2.756066793121675e-001  -2.482633403511696e-001   5.239869243099114e-002
 4.164902547770683e+000  -2.589016827914488e-001  -2.457278414484928e-001   5.902522450686513e-002
 4.178543312101893e+000  -2.366121052351079e-001  -2.428514372767116e-001   6.633694930009337e-002
 4.192184076433104e+000  -2.086034774737296e-001  -2.398426410549384e-001   7.386844431474383e-002
 4.205824840764314e+000  -1.755316403817192e-001  -2.369750138314597e-001   8.099556787627660e-002
 4.219465605095524e+000  -1.384794716852075e-001  -2.345440568589207e-001   8.702140642338800e-002
 4.233106369426735e+000  -9.845334785108881e-002  -2.327686179103122e-001   9.142397574804258e-002
 4.246747133757945e+000  -5.611178895111311e-002  -2.317368396892663e-001   9.407906287158210e-002
 4.260387898089156e+000  -1.179563389514589e-002  -2.314121510185083e-001   9.514976766277281e-002
 4.274028662420366e+000   3.430151381919207e-002  -2.316687312794530e-001   9.487686060417144e-002
 4.287669426751577e+000   8.198765049720089e-002  -2.324058011875595e-001   9.342586409095986e-002
 4.301310191082787e+000   1.310379088751640e-001  -2.335833502799910e-001   9.090931657395560e-002
 4.314950955413997e+000   1.812693427044707e-001  -2.351039528472600e-001   8.753392407437689e-002
 4.328591719745208e+000   2.326005120309603e-001  -2.367490511990033e-001   8.364919196399107e-002
 4.342232484076418e+000   2.849827603571685e-001  -2.382584229330969e-001   7.966335569184495e-002
 4.355873248407629e+000   3.382704866321407e-001  -2.394223718183850e-001   7.590425763610932e-002
 4.369514012738839e+000   3.921596709155310e-001  -2.400622320774961e-001   7.260521462390991e-002
 4.383154777070049e+000   4.462638790144728e-001  -2.400442827384276e-001   6.994240938717192e-002
 4.396795541401260e+000   5.002725184380327e-001  -2.393367301417999e-001   6.807830276138700e-002
 4.410436305732470e+000   5.539937685179862e-001  -2.380133582707477e-001   6.728246367742650e-002
 4.424077070063681e+000   6.072506488806291e-001  -2.362559145030844e-001   6.795162207168756e-002
 4.437717834394891e+000   6.597456267825317e-001  -2.343016606859789e-001   7.054681484462473e-002
 4.451358598726102e+000   7.109875809908735e-001  -2.323690914117539e-001   7.552212967256081e-002
 4.464999363057312e+000   7.603140683406772e-001  -2.306872180730003e-001   8.310798655895682e-002
 4.478640127388522e+000   8.069462553752228e-001  -2.294922190189302e-001   9.302092266261464e-002
 4.492280891719733e+000   8.500281404126477e-001  -2.289719159550065e-001   1.043320103333907e-001
 4.505921656050943e+000   8.886875665237747e-001  -2.291877786900892e-001   1.156028576806008e-001
 4.519562420382154e+000   9.221274398665497e-001  -2.299781220832069e-001   1.251485600119709e-001
 4.533203184713364e+000   9.497147579480664e-001  -2.310368392559391e-001   1.313249981846182e-001
 4.546843949044575e+000   9.711432501176810e-001  -2.322093479831243e-001   1.328995936041028e-001
 4.560484713375785e+000   9.867081012741102e-001  -2.336717165077910e-001   1.294731317288704e-001
 4.574125477706995e+000   9.975284855496654e-001  -2.357698691277409e-001   1.216686956790126e-001
 4.587766242038206e+000   1.005472118129596e+000  -2.386878672334871e-001   1.109057146449609e-001
 4.601407006369416e+000   1.012520962043748e+000  -2.422599917365433e-001   9.892054079297830e-002
 4.615047770700627e+000   1.019648876265875e+000  -2.460965744401562e-001   8.724870504712076e-002
 4.628688535031837e+000   1.026326168220863e+000  -2.497512615013159e-001   7.677942061322471e-002
 4.642329299363047e+000   1.031624004245299e+000  -2.528087062505655e-001   6.786542615881377e-002
 4.655970063694258e+000   1.035397825105052e+000  -2.550599137087168e-001   6.080086236272830e-002
 4.669610828025468e+000   1.038078904274600e+000  -2.565701550622114e-001   5.580009415474627e-002
 4.683251592356679e+000   1.040022382407305e+000  -2.575637979407448e-001   5.270108049955396e-002
 4.696892356687889e+000   1.041408832674688e+000  -2.582567491597875e-001   5.097958116479887e-002
 4.710533121019100e+000   1.042353371797470e+000  -2.587329544329283e-001   5.004706992478790e-002
 4.724173885350310e+000   1.042942777769459e+000  -2.589854384747540e-001   4.948899643412797e-002
 4.737814649681520e+000   1.043237351555541e+000  -2.590170993251670e-001   4.909671300390143e-002
 4.751455414012731e+000   1.043230308773310e+000  -2.588757355156383e-001   4.880492982807198e-002
 4.765096178343941e+000   1.042882533413104e+000  -2.586366298634628e-001   4.860243234513343e-002
 4.778736942675152e+000   1.042295180312398e+000  -2.583771650211231e-001   4.846704679394157e-002
 4.792377707006362e+000   1.041990178914827e+000  -2.582198315281674e-001   4.838063172530235e-002
 4.806018471337572e+000   1.043222243616811e+000  -2.584402463590124e-001   4.837994051736282e-002
 4.819659235668783e+000   1.048023285887691e+000  -2.595239099089468e-001   4.855780096491717e-002
 4.833299999999993e+000   1.058235739499599e+000  -2.619385548935000e-001   4.899211799661173e-002
