---- AnyBody Output File ---------------------------------
Study: Main.MarkerModelStudy
Operation: Main.MarkerModelStudy.KinematicAnalysis
----------------------------------------------------------
Constants (Name = Value): 
Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.FileName = "RANK.txt"
Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.Search = 
Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.SepSign = "  "
Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.LineSepSign = ""
Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.Header.TitleSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.Header.ConstSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.Header.VarSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.Header.ColumnNamesOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.Header.LinePrefix = ""
Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.NumberFormat.Digits = 15
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MarkerModelStudy.t
col1  Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.px
col2  Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.py
col3  Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.pz
----------------------------------------------------------
Main.MarkerModelStudy.t  Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.px  Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.py  Main.MarkerModelStudy.MarkerModel.Markers.RANK.MarkerPositionFile.pz
 2.950874522292990e+000  -1.164312670511151e+000  -4.397285803581496e-001   5.202985303720336e-002
 2.964515286624200e+000  -1.163605148944593e+000  -4.401512972297881e-001   5.184870228138692e-002
 2.978156050955410e+000  -1.163340399288805e+000  -4.404459562850689e-001   5.183255867410203e-002
 2.991796815286619e+000  -1.163280362264477e+000  -4.405918859898154e-001   5.184784169636008e-002
 3.005437579617829e+000  -1.163315296261538e+000  -4.406261088701969e-001   5.185793049932915e-002
 3.019078343949039e+000  -1.163392240549638e+000  -4.406063204798757e-001   5.184748834065966e-002
 3.032719108280249e+000  -1.163479087265852e+000  -4.405709843745591e-001   5.179484562842619e-002
 3.046359872611459e+000  -1.163556574687669e+000  -4.405337505394373e-001   5.167288159161085e-002
 3.060000636942669e+000  -1.163622657663614e+000  -4.405104928846499e-001   5.147144398518948e-002
 3.073641401273879e+000  -1.163694094800949e+000  -4.405288071668026e-001   5.122643814319748e-002
 3.087282165605089e+000  -1.163790077980034e+000  -4.406001910019451e-001   5.100200172249871e-002
 3.100922929936299e+000  -1.163909966713513e+000  -4.407062966830778e-001   5.083971422302986e-002
 3.114563694267509e+000  -1.164025180921044e+000  -4.408210168636493e-001   5.075647472294675e-002
 3.128204458598719e+000  -1.164089053251238e+000  -4.409145285833770e-001   5.075648161917598e-002
 3.141845222929929e+000  -1.164056501882473e+000  -4.409484584464336e-001   5.084902321203209e-002
 3.155485987261139e+000  -1.163915658116462e+000  -4.409095733221510e-001   5.105390548625641e-002
 3.169126751592349e+000  -1.163695043348038e+000  -4.408150564609524e-001   5.135575919055226e-002
 3.182767515923559e+000  -1.163437548325224e+000  -4.406867084032492e-001   5.168478241214758e-002
 3.196408280254769e+000  -1.163188176388089e+000  -4.405419714311369e-001   5.198306053021604e-002
 3.210049044585979e+000  -1.162977221494895e+000  -4.403779731207654e-001   5.226180725788229e-002
 3.223689808917189e+000  -1.162811019861043e+000  -4.401580921569283e-001   5.255253753582575e-002
 3.237330573248399e+000  -1.162675452134711e+000  -4.398363650684057e-001   5.285687470162184e-002
 3.250971337579609e+000  -1.162556196718430e+000  -4.394005560921332e-001   5.318532177295100e-002
 3.264612101910819e+000  -1.162466787984964e+000  -4.388839097189973e-001   5.358082149061966e-002
 3.278252866242029e+000  -1.162413416351380e+000  -4.383524324577673e-001   5.408518608518484e-002
 3.291893630573239e+000  -1.162351613086918e+000  -4.378791003625787e-001   5.471846519771276e-002
 3.305534394904449e+000  -1.162229775829412e+000  -4.375164913030778e-001   5.550649826066056e-002
 3.319175159235659e+000  -1.162023564314024e+000  -4.372954852532812e-001   5.650024666536573e-002
 3.332815923566869e+000  -1.161711879770094e+000  -4.372375829649098e-001   5.775207011235518e-002
 3.346456687898079e+000  -1.161263616215648e+000  -4.373523641162967e-001   5.930464544161854e-002
 3.360097452229289e+000  -1.160623101967770e+000  -4.376441681963542e-001   6.119327839295725e-002
 3.373738216560499e+000  -1.159725317229365e+000  -4.381258720782189e-001   6.344791355302293e-002
 3.387378980891709e+000  -1.158533138600436e+000  -4.388156994793309e-001   6.607924192402553e-002
 3.401019745222919e+000  -1.157024164396800e+000  -4.397231191427161e-001   6.907380949702062e-002
 3.414660509554129e+000  -1.155166845870840e+000  -4.408068965864888e-001   7.243169802855143e-002
 3.428301273885339e+000  -1.152897075627617e+000  -4.419650525126840e-001   7.620210357295140e-002
 3.441942038216549e+000  -1.150096582059369e+000  -4.431183654020166e-001   8.048106555277702e-002
 3.455582802547759e+000  -1.146607691519666e+000  -4.442720806652272e-001   8.540331542681080e-002
 3.469223566878969e+000  -1.142224140862022e+000  -4.455005300608810e-001   9.115230151021581e-002
 3.482864331210179e+000  -1.136644621847770e+000  -4.469061808779341e-001   9.794992753814581e-002
 3.496505095541389e+000  -1.129454278500881e+000  -4.485882020614922e-001   1.059903809316780e-001
 3.510145859872599e+000  -1.120129560919724e+000  -4.505585774675198e-001   1.153291664933239e-001
 3.523786624203809e+000  -1.108151226498755e+000  -4.526730174371509e-001   1.258594235490604e-001
 3.537427388535019e+000  -1.093204822910789e+000  -4.546636335349665e-001   1.373903129876719e-001
 3.551068152866229e+000  -1.075158383654266e+000  -4.561991358207037e-001   1.496057741470972e-001
 3.564708917197438e+000  -1.053901974035221e+000  -4.570360060190660e-001   1.620072958993543e-001
 3.578349681528648e+000  -1.029434398054048e+000  -4.571204333234627e-001   1.741081059966805e-001
 3.591990445859858e+000  -1.002074677425997e+000  -4.564619942848684e-001   1.856280751264240e-001
 3.605631210191068e+000  -9.724397563433220e-001  -4.550669140256917e-001   1.964566610884684e-001
 3.619271974522278e+000  -9.410850224192742e-001  -4.530217319936638e-001   2.063464584001325e-001
 3.632912738853488e+000  -9.080826900763240e-001  -4.504455196375499e-001   2.144851685739741e-001
 3.646553503184698e+000  -8.731962900456616e-001  -4.474902645617016e-001   2.197212654727763e-001
 3.660194267515908e+000  -8.363544710288301e-001  -4.443936440487900e-001   2.213177927968817e-001
 3.673835031847118e+000  -7.976567632448463e-001  -4.413980666890027e-001   2.192951503668377e-001
 3.687475796178328e+000  -7.571690402323766e-001  -4.386755044148358e-001   2.141892259004327e-001
 3.701116560509538e+000  -7.149087108190712e-001  -4.362908423317900e-001   2.065515260753129e-001
 3.714757324840748e+000  -6.710177565925126e-001  -4.342746913201570e-001   1.968194468339362e-001
 3.728398089171958e+000  -6.257654079419054e-001  -4.327261280818464e-001   1.855442996115479e-001
 3.742038853503168e+000  -5.792820361385539e-001  -4.316996684117776e-001   1.732951547106837e-001
 3.755679617834378e+000  -5.315174302894008e-001  -4.311581947128448e-001   1.604864175852963e-001
 3.769320382165588e+000  -4.823956726023777e-001  -4.310756567512763e-001   1.474025974984417e-001
 3.782961146496798e+000  -4.318721227787550e-001  -4.314823302559945e-001   1.342589173130906e-001
 3.796601910828008e+000  -3.799644045317396e-001  -4.324294564088398e-001   1.212838797307709e-001
 3.810242675159218e+000  -3.268349610342032e-001  -4.339589754264165e-001   1.088348077987742e-001
 3.823883439490428e+000  -2.728619377605766e-001  -4.360912576525266e-001   9.746314575449447e-002
 3.837524203821638e+000  -2.186346589827206e-001  -4.387755108655270e-001   8.783725861836096e-002
 3.851164968152848e+000  -1.648807021891233e-001  -4.418107163830502e-001   8.056331874640768e-002
 3.864805732484058e+000  -1.123779944017174e-001  -4.448389276007380e-001   7.605848653313052e-002
 3.878446496815268e+000  -6.196653110784735e-002  -4.474802907617103e-001   7.442710863934766e-002
 3.892087261146478e+000  -1.449336199278566e-002  -4.494728500794529e-001   7.525152171016439e-002
 3.905728025477688e+000   2.938117793891648e-002  -4.506585860481247e-001   7.761220697528257e-002
 3.919368789808898e+000   6.913087522372455e-002  -4.509641262968759e-001   8.052572304709270e-002
 3.933009554140108e+000   1.042187905826743e-001  -4.504339796148438e-001   8.318145307664683e-002
 3.946650318471318e+000   1.341207234814802e-001  -4.492039001621100e-001   8.488485394893566e-002
 3.960291082802528e+000   1.584747463950012e-001  -4.474091388428375e-001   8.509205864281728e-002
 3.973931847133738e+000   1.772562687328434e-001  -4.451259155562124e-001   8.346739221297872e-002
 3.987572611464948e+000   1.909564295051749e-001  -4.423814080926963e-001   7.995790031284822e-002
 4.001213375796158e+000   2.007603370860712e-001  -4.392804411985108e-001   7.499144835208572e-002
 4.014854140127368e+000   2.084645063985075e-001  -4.361626514636963e-001   6.954154447315358e-002
 4.028494904458579e+000   2.158279632669559e-001  -4.335124681065004e-001   6.474483157150915e-002
 4.042135668789789e+000   2.234386632659607e-001  -4.316936870826819e-001   6.125407013340497e-002
 4.055776433120999e+000   2.302961338189596e-001  -4.308036199553613e-001   5.896439093165813e-002
 4.069417197452210e+000   2.351590654084764e-001  -4.306789866910595e-001   5.750219898108603e-002
 4.083057961783420e+000   2.380895746878756e-001  -4.309314344068559e-001   5.663365067915897e-002
 4.096698726114631e+000   2.399334298610064e-001  -4.311820931985463e-001   5.612972006163403e-002
 4.110339490445841e+000   2.410948429393710e-001  -4.313252559014061e-001   5.580685268439065e-002
 4.123980254777051e+000   2.416201053650144e-001  -4.314419479749623e-001   5.563081856577749e-002
 4.137621019108262e+000   2.417088476582615e-001  -4.315727106849215e-001   5.554708945857585e-002
 4.151261783439472e+000   2.416003248561532e-001  -4.316790585977281e-001   5.544996318837950e-002
 4.164902547770683e+000   2.413471596965028e-001  -4.317033664814062e-001   5.530502135759122e-002
 4.178543312101893e+000   2.409440699288748e-001  -4.316120387326969e-001   5.512421376578503e-002
 4.192184076433104e+000   2.405100105991817e-001  -4.314695329147116e-001   5.494091800409817e-002
 4.205824840764314e+000   2.401920515473779e-001  -4.313994076248051e-001   5.480993677738192e-002
 4.219465605095524e+000   2.400091232211815e-001  -4.314546256730041e-001   5.474571233900248e-002
 4.233106369426735e+000   2.398957499096857e-001  -4.315897341163005e-001   5.471420595856488e-002
 4.246747133757945e+000   2.398077727310042e-001  -4.317234283685928e-001   5.467488531283498e-002
 4.260387898089156e+000   2.397466377049448e-001  -4.318108176976773e-001   5.461746038895263e-002
 4.274028662420366e+000   2.397206840110332e-001  -4.318533917549622e-001   5.456611548288552e-002
 4.287669426751577e+000   2.397221345462841e-001  -4.318634043640106e-001   5.455339449696339e-002
 4.301310191082787e+000   2.397250177820858e-001  -4.318459869213255e-001   5.458706480749530e-002
 4.314950955413997e+000   2.396851527562174e-001  -4.318071927280833e-001   5.465013879778892e-002
 4.328591719745208e+000   2.395452410214237e-001  -4.317728743303674e-001   5.474241192617124e-002
 4.342232484076418e+000   2.392535683911415e-001  -4.317730916287793e-001   5.488772758112647e-002
 4.355873248407629e+000   2.388224349600559e-001  -4.317738539231792e-001   5.509496960254361e-002
 4.369514012738839e+000   2.383673382198312e-001  -4.316573084018026e-001   5.533357306995760e-002
 4.383154777070049e+000   2.380238112237480e-001  -4.313431461548134e-001   5.558096504172917e-002
 4.396795541401260e+000   2.378653575388773e-001  -4.308746407055558e-001   5.587557645042501e-002
 4.410436305732470e+000   2.379016955729330e-001  -4.303543950691874e-001   5.626518622905402e-002
 4.424077070063681e+000   2.380944870309060e-001  -4.298559528665862e-001   5.672632826087386e-002
 4.437717834394891e+000   2.383649737795807e-001  -4.293968727931334e-001   5.720772677226647e-002
 4.451358598726102e+000   2.386187042730590e-001  -4.289591057894650e-001   5.770537903868478e-002
 4.464999363057312e+000   2.388180098756746e-001  -4.285315091042170e-001   5.827520622600350e-002
 4.478640127388522e+000   2.390237031894246e-001  -4.281192794275576e-001   5.901162254970901e-002
 4.492280891719733e+000   2.393410221610869e-001  -4.277267034464815e-001   6.000724250240977e-002
 4.505921656050943e+000   2.398242946029324e-001  -4.273891245128438e-001   6.131343369246901e-002
 4.519562420382154e+000   2.404705463542060e-001  -4.271981173059729e-001   6.293744352980399e-002
 4.533203184713364e+000   2.413019589151448e-001  -4.272662823696851e-001   6.490372624506269e-002
 4.546843949044575e+000   2.423915419482604e-001  -4.276679292965843e-001   6.726266303261090e-002
 4.560484713375785e+000   2.438200200181777e-001  -4.284178478531816e-001   7.001896371898464e-002
 4.574125477706995e+000   2.456496774329664e-001  -4.294853255595800e-001   7.314164150749546e-002
 4.587766242038206e+000   2.479448810197504e-001  -4.307863927633788e-001   7.666564017927530e-002
 4.601407006369416e+000   2.507817234391306e-001  -4.321872112802149e-001   8.075190820006961e-002
 4.615047770700627e+000   2.542510617179746e-001  -4.335407483805456e-001   8.563883367191146e-002
 4.628688535031837e+000   2.585201405069459e-001  -4.347046010380807e-001   9.155646680137186e-002
 4.642329299363047e+000   2.639372683166310e-001  -4.355929853748171e-001   9.861828734347237e-002
 4.655970063694258e+000   2.710523708351477e-001  -4.362732222775518e-001   1.067734446161745e-001
 4.669610828025468e+000   2.804422196185757e-001  -4.370016499139369e-001   1.159432711448809e-001
 4.683251592356679e+000   2.924714223859338e-001  -4.380836803438173e-001   1.261807236146987e-001
 4.696892356687889e+000   3.072338778710335e-001  -4.396491474485315e-001   1.376230977898551e-001
 4.710533121019100e+000   3.247171501484193e-001  -4.416180845558635e-001   1.502136332905251e-001
 4.724173885350310e+000   3.449713423040661e-001  -4.437120833378999e-001   1.634385513768329e-001
 4.737814649681520e+000   3.680632745811480e-001  -4.453064839249931e-001   1.763645319769432e-001
 4.751455414012731e+000   3.938160971870787e-001  -4.456207100383385e-001   1.881313650407654e-001
 4.765096178343941e+000   4.217158492433817e-001  -4.442855563936556e-001   1.984508998913285e-001
 4.778736942675152e+000   4.513135643417479e-001  -4.416257769661919e-001   2.073858849263397e-001
 4.792377707006362e+000   4.827374892107949e-001  -4.384607640652695e-001   2.146502975671871e-001
 4.806018471337572e+000   5.169266529286447e-001  -4.358513881029396e-001   2.195392325192217e-001
 4.819659235668783e+000   5.556038502596855e-001  -4.349620126850323e-001   2.216007163218315e-001
 4.833299999999993e+000   6.004171156898617e-001  -4.367458643820841e-001   2.209803346655591e-001
