---- AnyBody Output File ---------------------------------
Study: Main.MarkerModelStudy
Operation: Main.MarkerModelStudy.KinematicAnalysis
----------------------------------------------------------
Constants (Name = Value): 
Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.FileName = "LHEE.txt"
Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.Search = 
Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.SepSign = "  "
Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.LineSepSign = ""
Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.Header.TitleSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.Header.ConstSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.Header.VarSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.Header.ColumnNamesOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.Header.LinePrefix = ""
Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.NumberFormat.Digits = 15
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MarkerModelStudy.t
col1  Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.px
col2  Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.py
col3  Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.pz
----------------------------------------------------------
Main.MarkerModelStudy.t  Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.px  Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.py  Main.MarkerModelStudy.MarkerModel.Markers.LHEE.MarkerPositionFile.pz
 3.210049044585979e+000  -1.250506485547874e+000  -2.957898106133248e-001   1.593815454000494e-001
 3.223689808917189e+000  -1.201713230671841e+000  -2.980707172034978e-001   1.408189675977518e-001
 3.237330573248399e+000  -1.151247207665906e+000  -2.999057933777580e-001   1.224037284028139e-001
 3.250971337579609e+000  -1.099318784530188e+000  -3.011643522125938e-001   1.046739760575958e-001
 3.264612101910819e+000  -1.046171011898513e+000  -3.016949703647339e-001   8.821749271495954e-002
 3.278252866242029e+000  -9.921821459650000e-001  -3.013326017134067e-001   7.357351351683089e-002
 3.291893630573239e+000  -9.378713525480676e-001  -2.999387382920284e-001   6.114978451033654e-002
 3.305534394904449e+000  -8.839060442407323e-001  -2.974418568762954e-001   5.122403621608618e-002
 3.319175159235659e+000  -8.311450309818407e-001  -2.938561489987523e-001   4.395587218352176e-002
 3.332815923566869e+000  -7.805576008710852e-001  -2.893179213029117e-001   3.928500189468669e-002
 3.346456687898079e+000  -7.331249343225764e-001  -2.841307605526096e-001   3.686211563023682e-002
 3.360097452229289e+000  -6.898152333429583e-001  -2.787614065540088e-001   3.608152680010897e-002
 3.373738216560499e+000  -6.515596790626550e-001  -2.737337733212702e-001   3.613875305700687e-002
 3.387378980891709e+000  -6.191629230193882e-001  -2.695430696579150e-001   3.616125638337455e-002
 3.401019745222919e+000  -5.931699373822393e-001  -2.666104833470739e-001   3.543648623825294e-002
 3.414660509554129e+000  -5.736982730888892e-001  -2.651611073819139e-001   3.372240122229991e-002
 3.428301273885339e+000  -5.602543539260416e-001  -2.650328246124012e-001   3.148794496452784e-002
 3.441942038216549e+000  -5.516435740633185e-001  -2.656157684618350e-001   2.977758936941898e-002
 3.455582802547759e+000  -5.461622775353741e-001  -2.660597736647195e-001   2.957849404508525e-002
 3.469223566878969e+000  -5.422359589366468e-001  -2.656725313240567e-001   3.104957343727511e-002
 3.482864331210179e+000  -5.390592026500984e-001  -2.643157065876101e-001   3.348741105845710e-002
 3.496505095541389e+000  -5.364777701275357e-001  -2.624507216008589e-001   3.603864850514669e-002
 3.510145859872599e+000  -5.344699760967930e-001  -2.607054909394811e-001   3.820348517109382e-002
 3.523786624203809e+000  -5.329784487359949e-001  -2.594776036542639e-001   3.981696067912061e-002
 3.537427388535019e+000  -5.319455129632432e-001  -2.588602033286162e-001   4.089404234882473e-002
 3.551068152866229e+000  -5.312799114808172e-001  -2.587534423720643e-001   4.154597052713915e-002
 3.564708917197438e+000  -5.308639867872835e-001  -2.589765058562319e-001   4.192720869866663e-002
 3.578349681528648e+000  -5.306135866616694e-001  -2.593188323097002e-001   4.217266586963128e-002
 3.591990445859858e+000  -5.304885081511859e-001  -2.596101894131392e-001   4.235845128724048e-002
 3.605631210191068e+000  -5.304596691602794e-001  -2.597694978070232e-001   4.250414519844890e-002
 3.619271974522278e+000  -5.304946879298161e-001  -2.597905386273188e-001   4.260861375623585e-002
 3.632912738853488e+000  -5.305574921697854e-001  -2.597189689213750e-001   4.268606324484472e-002
 3.646553503184698e+000  -5.306104241471971e-001  -2.596275150829739e-001   4.277056821316482e-002
 3.660194267515908e+000  -5.306242906049807e-001  -2.595807418918384e-001   4.289181527413587e-002
 3.673835031847118e+000  -5.305873742307945e-001  -2.596138035854529e-001   4.305491935354210e-002
 3.687475796178328e+000  -5.305175513125703e-001  -2.597361558748489e-001   4.323867111860084e-002
 3.701116560509538e+000  -5.304513680405978e-001  -2.599312855160876e-001   4.341431619349419e-002
 3.714757324840748e+000  -5.304108950073225e-001  -2.601603128773312e-001   4.356870121167224e-002
 3.728398089171958e+000  -5.303969339092747e-001  -2.604046435382656e-001   4.370386739630272e-002
 3.742038853503168e+000  -5.304034118571132e-001  -2.606497260694237e-001   4.386053894506653e-002
 3.755679617834378e+000  -5.303945808594626e-001  -2.608175982751415e-001   4.415643351992737e-002
 3.769320382165588e+000  -5.303154285774838e-001  -2.608542760511321e-001   4.468101472705162e-002
 3.782961146496798e+000  -5.301646749543366e-001  -2.608499471336037e-001   4.535845107278401e-002
 3.796601910828008e+000  -5.299824770528754e-001  -2.608727164880196e-001   4.608332887643334e-002
 3.810242675159218e+000  -5.298062455840197e-001  -2.608696888463474e-001   4.683994432576313e-002
 3.823883439490428e+000  -5.296605274859235e-001  -2.608051202471492e-001   4.764614790019578e-002
 3.837524203821638e+000  -5.295543561416569e-001  -2.607247911686640e-001   4.853188135546692e-002
 3.851164968152848e+000  -5.294779565455116e-001  -2.607013880533709e-001   4.955438943223003e-002
 3.864805732484058e+000  -5.294090698946430e-001  -2.607798991222582e-001   5.079001562021671e-002
 3.878446496815268e+000  -5.293197204783960e-001  -2.609744839688649e-001   5.229771942282383e-002
 3.892087261146478e+000  -5.291699740880188e-001  -2.612651557661403e-001   5.410889894364725e-002
 3.905728025477688e+000  -5.289113372671389e-001  -2.615548811110556e-001   5.626932935252291e-002
 3.919368789808898e+000  -5.285089601971389e-001  -2.616795050605502e-001   5.887059286423760e-002
 3.933009554140108e+000  -5.279425335996407e-001  -2.615126792034601e-001   6.202928356642732e-002
 3.946650318471318e+000  -5.271695229158748e-001  -2.610113923915930e-001   6.583860255881743e-002
 3.960291082802528e+000  -5.260876299967925e-001  -2.601378695775128e-001   7.029432131398827e-002
 3.973931847133738e+000  -5.245629677169479e-001  -2.588279061294717e-001   7.531454876830490e-002
 3.987572611464948e+000  -5.224997310619599e-001  -2.570625993213418e-001   8.088209867093707e-002
 4.001213375796158e+000  -5.198340571674348e-001  -2.548945208821064e-001   8.707722665430269e-002
 4.014854140127368e+000  -5.164861573332698e-001  -2.523877595603393e-001   9.401809330611433e-002
 4.028494904458579e+000  -5.123307996968199e-001  -2.496035490250907e-001   1.018616520612665e-001
 4.042135668789789e+000  -5.071531218924062e-001  -2.466580364143897e-001   1.108230047628205e-001
 4.055776433120999e+000  -5.005692981899089e-001  -2.437465474241057e-001   1.211048854347826e-001
 4.069417197452210e+000  -4.920077428399928e-001  -2.410433738802084e-001   1.327558059106526e-001
 4.083057961783420e+000  -4.809144042344752e-001  -2.384810911072340e-001   1.456979312706120e-001
 4.096698726114631e+000  -4.669856023194701e-001  -2.357107925116689e-001   1.598433619485652e-001
 4.110339490445841e+000  -4.502327736766643e-001  -2.324085603297306e-001   1.750291240202571e-001
 4.123980254777051e+000  -4.308736280101408e-001  -2.286267719236023e-001   1.908807911790416e-001
 4.137621019108262e+000  -4.090779162009414e-001  -2.248680494063937e-001   2.068319085680613e-001
 4.151261783439472e+000  -3.849353445337987e-001  -2.218696622498185e-001   2.222440271861009e-001
 4.164902547770683e+000  -3.587309905253254e-001  -2.203967367361295e-001   2.363851022419906e-001
 4.178543312101893e+000  -3.309672461022695e-001  -2.210037162071608e-001   2.484599464183849e-001
 4.192184076433104e+000  -3.020129691532603e-001  -2.237016642121615e-001   2.578225617822560e-001
 4.205824840764314e+000  -2.718711203619624e-001  -2.279822188271039e-001   2.641377043589606e-001
 4.219465605095524e+000  -2.403405737131454e-001  -2.331682143511487e-001   2.673527364092800e-001
 4.233106369426735e+000  -2.073232877441349e-001  -2.386652903037187e-001   2.675472923780441e-001
 4.246747133757945e+000  -1.728922656469016e-001  -2.440759265806260e-001   2.648110624291336e-001
 4.260387898089156e+000  -1.371508069239087e-001  -2.492139178909156e-001   2.592081728671789e-001
 4.274028662420366e+000  -1.001372615801151e-001  -2.540584110522693e-001   2.507869304247543e-001
 4.287669426751577e+000  -6.183028001303097e-002  -2.587189594108282e-001   2.395927164604620e-001
 4.301310191082787e+000  -2.214730125026208e-002  -2.633498290928231e-001   2.257534506041475e-001
 4.314950955413997e+000   1.909356921821715e-002  -2.679416613274799e-001   2.097016795184796e-001
 4.328591719745208e+000   6.213855768284402e-002  -2.722255135969699e-001   1.922397051376668e-001
 4.342232484076418e+000   1.071274810748189e-001  -2.759897670228033e-001   1.741380701802413e-001
 4.355873248407629e+000   1.539780058915916e-001  -2.792896324804221e-001   1.559037213080591e-001
 4.369514012738839e+000   2.024250365558366e-001  -2.821953353557610e-001   1.379785815094668e-001
 4.383154777070049e+000   2.522172354503403e-001  -2.846264068924835e-001   1.207624406900116e-001
 4.396795541401260e+000   3.032169763877573e-001  -2.863950274841324e-001   1.045084593832319e-001
 4.410436305732470e+000   3.552255053881065e-001  -2.872606861393890e-001   8.944923989109822e-002
 4.424077070063681e+000   4.078114919811045e-001  -2.870211257341884e-001   7.603196348315072e-002
 4.437717834394891e+000   4.603678406956975e-001  -2.855734345086240e-001   6.479964475285124e-002
 4.451358598726102e+000   5.122640535243179e-001  -2.829166672073174e-001   5.606219417470109e-002
 4.464999363057312e+000   5.628548723315003e-001  -2.791842905321873e-001   4.985975097282646e-002
 4.478640127388522e+000   6.113631243601301e-001  -2.746964298317001e-001   4.606187317343101e-002
 4.492280891719733e+000   6.568004455257527e-001  -2.699756095737617e-001   4.436223702174152e-002
 4.505921656050943e+000   6.980249979608642e-001  -2.656220823017999e-001   4.417461033089937e-002
 4.519562420382154e+000   7.338485466011786e-001  -2.621380526872891e-001   4.458557167829372e-002
 4.533203184713364e+000   7.631964038575561e-001  -2.598596573119623e-001   4.456637392433312e-002
 4.546843949044575e+000   7.854037875256442e-001  -2.589087358751242e-001   4.338645906790736e-002
 4.560484713375785e+000   8.005824270997796e-001  -2.590999369236182e-001   4.096102261685274e-002
 4.574125477706995e+000   8.098375978136077e-001  -2.599595039616185e-001   3.796351032372642e-002
 4.587766242038206e+000   8.151425182394503e-001  -2.609183730566455e-001   3.563071937100750e-002
 4.601407006369416e+000   8.186947598457941e-001  -2.614829747959889e-001   3.507347145470372e-002
 4.615047770700627e+000   8.219370299271525e-001  -2.613100121836440e-001   3.642180552472348e-002
 4.628688535031837e+000   8.250985271754630e-001  -2.604077500837396e-001   3.882019701603302e-002
 4.642329299363047e+000   8.278322698106733e-001  -2.592002254344593e-001   4.130196015264193e-002
 4.655970063694258e+000   8.299772894495845e-001  -2.581748020026219e-001   4.335837478680060e-002
 4.669610828025468e+000   8.315729187692955e-001  -2.575750038057834e-001   4.484904658878700e-002
 4.683251592356679e+000   8.326517969742924e-001  -2.573722167910716e-001   4.578820650718943e-002
 4.696892356687889e+000   8.332820126853103e-001  -2.573833814636138e-001   4.630590143781282e-002
 4.710533121019100e+000   8.335813809260378e-001  -2.574030681113936e-001   4.658728993383269e-002
 4.724173885350310e+000   8.336545116564079e-001  -2.572944217323048e-001   4.676805578249418e-002
 4.737814649681520e+000   8.335601902311139e-001  -2.570346958946115e-001   4.692019262600013e-002
 4.751455414012731e+000   8.332975258763166e-001  -2.566829353571226e-001   4.706398934265634e-002
 4.765096178343941e+000   8.328407616361182e-001  -2.563100054187640e-001   4.717485903350172e-002
 4.778736942675152e+000   8.322547499382977e-001  -2.559787348807183e-001   4.723387539765382e-002
 4.792377707006362e+000   8.319263880848484e-001  -2.558112341571122e-001   4.727371812740647e-002
 4.806018471337572e+000   8.328457158364099e-001  -2.560999786559800e-001   4.738706627368600e-002
 4.819659235668783e+000   8.366450272209061e-001  -2.573389454223991e-001   4.772297805090955e-002
 4.833299999999993e+000   8.447927303944226e-001  -2.599715140340523e-001   4.843539991446046e-002
